numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 6/6/2023; DCC NL;2; FH
1; 10/5/2029; DCC NL;1; FH
1; 27/6/2030; DCC NL;2; FH
2; 23/3/2024; DCC NL;3; HW
2; 11/12/2038; DCC NL;1; FH
3; 11/2/2016; DCC L;5; HW
3; 16/7/2016; DCC NL;1; FH
3; 19/10/2022; DCC NL;1; FH
3; 23/8/2025; DCC NL;3; FH
3; 11/7/2026; DCC NL;2; FH
3; 21/4/2030; DCC NL;1; FH
3; 2/5/2035; DCC NL;2; FH
3; 2/8/2037; DCC L;5; HW
4; 22/3/2017; DCC NL;2; HW
4; 11/9/2017; DCC NL;2; FH
5; 29/8/2023; DCC NL;3; FH
5; 29/5/2030; DCC NL;2; FH
6; 9/6/2019; DCC NL;2; FH
6; 13/7/2023; DCC L;8; FH
6; 29/6/2027; DCC L;5; HW
6; 3/4/2031; DCC L;8; SW
6; 3/5/2039; DCC NL;1; FH
7; 4/10/2026; DCC NL;3; FH
7; 5/8/2034; DCC L;12; SW
8; 15/3/2023; DCC NL;5; FH
8; 22/6/2026; DCC L;5; FH
8; 8/3/2028; DCC NL;1; FH
8; 26/4/2037; DCC NL;2; FH
8; 17/9/2039; DCC L;4; FH
9; 9/3/2030; DCC NL;1; FH
9; 11/11/2040; DCC NL;1; FH
10; 20/11/2022; DCC NL;3; FH
10; 9/3/2030; DCC L;5; FH
10; 25/2/2040; DCC NL;1; FH
11; 2/11/2018; DCC L;12; SW
11; 19/2/2025; DCC NL;6; HW
11; 11/8/2032; DCC NL;2; FH
12; 13/11/2020; DCC L;12; FH
12; 30/1/2030; DCC L;5; HW
13; 9/2/2016; DCC NL;2; FH
13; 26/10/2022; DCC L;5; HW
13; 23/1/2026; DCC NL;2; HW
13; 18/11/2027; DCC NL;2; FH
13; 8/3/2039; DCC NL;2; FH
14; 9/9/2021; DCC NL;2; FH
14; 26/6/2022; DCC NL;7; HW
14; 28/3/2027; DCC NL;4; FH
14; 13/3/2028; DCC NL;1; HW
14; 15/5/2028; DCC NL;1; HW
14; 15/6/2035; DCC L;8; SW
14; 26/1/2038; DCC L;5; FH
15; 2/8/2019; DCC NL;3; FH
15; 5/11/2026; DCC NL;1; FH
15; 5/12/2037; DCC NL;4; FH
16; 18/9/2020; DCC NL;2; FH
17; 17/11/2028; DCC L;12; SW
17; 14/5/2034; DCC NL;3; FH
18; 13/9/2036; DCC L;5; FH
19; 15/8/2019; DCC NL;1; FH
19; 24/12/2021; DCC NL;3; FH
19; 19/3/2035; DCC NL;3; FH
19; 20/7/2040; DCC NL;2; FH
20; 29/9/2016; DCC NL;1; HW
20; 4/5/2020; DCC NL;1; FH
20; 30/8/2028; DCC NL;1; FH
21; 28/1/2017; DCC L;4; FH
21; 18/2/2018; DCC NL;1; FH
21; 1/1/2025; DCC NL;5; FH
21; 12/4/2040; DCC NL;2; FH
22; 25/12/2039; DCC NL;1; FH
23; 11/7/2024; DCC NL;1; FH
23; 26/7/2027; DCC L;5; FH
23; 31/3/2039; DCC NL;1; FH
24; 31/3/2019; DCC NL;2; FH
24; 8/7/2020; DCC L;5; FH
24; 10/2/2023; DCC NL;3; FH
25; 27/11/2031; DCC L;5; FH
25; 25/8/2035; DCC L;5; HW
25; 6/4/2040; DCC NL;2; HW
26; 1/6/2028; DCC NL;1; FH
26; 19/8/2029; DCC NL;5; HW
27; 26/4/2030; DCC NL;2; FH
27; 10/1/2032; DCC NL;3; HW
28; 5/11/2021; DCC L;5; FH
28; 8/1/2026; DCC L;8; FH
28; 16/4/2035; DCC L;12; FH
29; 9/1/2035; DCC NL;1; FH
30; 2/9/2022; DCC NL;1; FH
30; 6/4/2033; DCC L;12; SW
30; 28/1/2038; DCC L;8; SW
31; 27/8/2038; DCC L;12; SW
31; 3/9/2038; DCC L;8; FH
32; 27/1/2022; DCC L;5; FH
32; 1/4/2030; DCC L;5; HW
32; 4/10/2034; DCC L;8; FH
32; 10/10/2035; DCC NL;4; HW
32; 15/3/2040; DCC L;8; SW
33; 21/6/2018; DCC NL;3; HW
33; 10/7/2020; DCC NL;2; FH
33; 24/11/2040; DCC NL;2; FH
34; 17/10/2037; DCC NL;1; FH
34; 17/12/2040; DCC NL;6; FH
35; 5/7/2028; DCC NL;2; FH
35; 7/9/2028; DCC NL;4; HW
35; 24/12/2038; DCC NL;5; FH
36; 17/3/2029; DCC NL;4; FH
37; 14/9/2020; DCC NL;2; HW
37; 10/3/2021; DCC NL;3; FH
37; 4/2/2023; DCC NL;2; FH
37; 8/2/2026; DCC NL;1; FH
37; 10/10/2037; DCC L;8; SW
38; 23/8/2016; DCC NL;1; FH
38; 3/2/2022; DCC NL;1; FH
38; 18/10/2034; DCC L;5; HW
39; 9/7/2035; DCC NL;5; FH
40; 31/1/2017; DCC NL;1; FH
40; 14/9/2019; DCC NL;5; HW
40; 16/12/2030; DCC NL;4; FH
40; 18/6/2034; DCC L;4; FH
40; 29/9/2039; DCC L;8; FH
41; 29/10/2020; DCC NL;1; FH
41; 29/8/2030; DCC L;5; FH
43; 4/3/2027; DCC L;4; FH
43; 7/5/2028; DCC L;5; FH
43; 24/10/2039; DCC L;12; SW
44; 29/5/2016; DCC L;8; SW
44; 7/4/2018; DCC NL;2; FH
44; 26/8/2018; DCC NL;2; FH
44; 29/12/2021; DCC L;12; FH
44; 12/11/2037; DCC NL;1; FH
45; 8/3/2032; DCC L;4; FH
45; 15/5/2034; DCC L;8; SW
45; 30/6/2040; DCC NL;2; FH
46; 29/8/2020; DCC L;4; FH
46; 10/9/2028; DCC NL;2; FH
47; 4/7/2021; DCC NL;2; FH
47; 5/9/2030; DCC NL;2; FH
47; 22/5/2040; DCC NL;2; HW
48; 3/3/2024; DCC NL;2; FH
48; 11/2/2027; DCC NL;2; FH
48; 26/1/2029; DCC L;8; FH
48; 8/5/2035; DCC L;4; FH
49; 19/9/2016; DCC NL;1; FH
49; 30/4/2018; DCC NL;3; FH
49; 19/4/2038; DCC L;5; FH
50; 10/6/2016; DCC L;8; FH
50; 14/10/2018; DCC NL;2; FH
50; 6/3/2021; DCC NL;2; FH
50; 11/9/2026; DCC L;12; SW
50; 24/2/2027; DCC NL;2; FH
50; 21/3/2035; DCC NL;1; FH
