numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 16/6/2026; DCC NL;1; HW
1; 24/10/2026; DCC NL;3; FH
2; 7/11/2021; DCC NL;1; FH
2; 3/8/2027; DCC NL;2; FH
2; 1/10/2027; DCC L;3; FH
2; 15/6/2032; DCC NL;3; HW
2; 15/6/2032; DCC L;5; FH
3; 27/4/2033; DCC NL;1; HW
3; 1/12/2038; DCC NL;1; FH
4; 29/9/2028; DCC NL;1; FH
4; 25/12/2031; DCC NL;3; FH
5; 2/3/2025; DCC L;8; SW
5; 27/6/2026; DCC L;4; FH
5; 25/6/2033; DCC NL;2; FH
5; 5/9/2039; DCC NL;2; FH
5; 25/10/2040; DCC NL;2; FH
6; 20/12/2020; DCC NL;2; FH
6; 30/4/2029; DCC L;8; SW
6; 3/2/2030; DCC NL;2; FH
6; 10/3/2035; DCC L;5; FH
7; 1/1/2017; DCC L;5; HW
7; 13/6/2026; DCC NL;4; FH
7; 25/3/2031; DCC L;8; SW
7; 8/12/2031; DCC NL;1; FH
7; 11/2/2036; DCC NL;1; FH
7; 8/4/2037; DCC L;8; SW
8; 29/6/2020; DCC NL;2; FH
8; 26/3/2021; DCC NL;5; HW
8; 25/11/2022; DCC L;12; SW
8; 11/8/2024; DCC NL;1; FH
9; 13/5/2019; DCC L;12; SW
9; 17/9/2028; DCC NL;1; FH
9; 30/9/2037; DCC NL;1; FH
10; 23/3/2033; DCC NL;2; FH
10; 29/4/2040; DCC L;5; FH
11; 27/1/2024; DCC NL;1; HW
11; 30/3/2028; DCC NL;5; FH
11; 20/3/2039; DCC NL;1; FH
12; 20/4/2018; DCC L;5; FH
12; 13/4/2022; DCC NL;3; FH
12; 5/1/2026; DCC NL;1; FH
13; 17/3/2027; DCC NL;1; FH
14; 28/5/2021; DCC NL;2; FH
14; 8/9/2023; DCC NL;1; FH
14; 3/5/2036; DCC NL;1; FH
15; 27/4/2017; DCC NL;4; FH
15; 5/12/2023; DCC NL;6; FH
15; 14/3/2031; DCC NL;2; FH
16; 6/1/2030; DCC NL;3; HW
16; 29/4/2036; DCC L;5; HW
16; 3/3/2037; DCC NL;1; FH
16; 20/10/2037; DCC NL;2; FH
17; 11/10/2025; DCC NL;2; FH
17; 3/12/2037; DCC L;5; FH
18; 15/3/2026; DCC NL;6; FH
18; 2/10/2036; DCC NL;2; FH
19; 20/12/2023; DCC NL;2; FH
19; 18/11/2038; DCC NL;4; HW
21; 9/1/2026; DCC NL;3; FH
21; 15/11/2035; DCC NL;3; FH
21; 5/12/2036; DCC NL;2; FH
21; 17/6/2038; DCC NL;1; HW
22; 5/2/2021; DCC L;5; FH
22; 30/8/2023; DCC NL;2; FH
22; 14/10/2028; DCC L;4; FH
22; 10/3/2031; DCC L;4; FH
23; 26/2/2023; DCC L;4; FH
23; 8/3/2024; DCC NL;2; FH
23; 27/12/2026; DCC NL;2; FH
23; 4/9/2037; DCC NL;2; FH
24; 25/2/2018; DCC NL;1; FH
24; 5/6/2031; DCC NL;2; FH
24; 17/4/2033; DCC NL;2; FH
25; 6/7/2032; DCC NL;2; HW
25; 10/7/2037; DCC L;5; FH
26; 4/9/2023; DCC L;5; FH
26; 24/3/2034; DCC NL;2; FH
26; 26/9/2039; DCC NL;1; FH
26; 13/3/2040; DCC NL;1; HW
27; 31/3/2030; DCC NL;2; HW
27; 6/10/2036; DCC NL;2; FH
28; 18/5/2018; DCC L;12; FH
28; 18/12/2034; DCC NL;1; FH
28; 31/10/2035; DCC L;4; FH
29; 13/11/2019; DCC L;8; SW
29; 28/11/2023; DCC L;4; FH
29; 27/8/2032; DCC NL;1; FH
29; 14/9/2039; DCC L;12; FH
30; 25/4/2016; DCC NL;2; FH
30; 8/8/2018; DCC NL;1; FH
30; 22/10/2033; DCC NL;1; FH
31; 22/11/2030; DCC L;12; FH
32; 19/9/2029; DCC L;4; FH
33; 26/6/2036; DCC L;5; FH
34; 1/11/2019; DCC NL;3; FH
34; 19/1/2032; DCC NL;1; FH
34; 7/7/2035; DCC L;12; SW
35; 26/9/2021; DCC NL;2; FH
35; 26/8/2036; DCC NL;3; FH
35; 28/3/2037; DCC NL;1; FH
35; 16/10/2038; DCC L;4; FH
35; 26/8/2039; DCC NL;2; HW
36; 9/4/2024; DCC L;12; FH
36; 27/10/2025; DCC NL;1; FH
36; 8/12/2025; DCC L;4; FH
36; 14/3/2039; DCC L;12; FH
38; 1/6/2017; DCC NL;1; FH
38; 2/6/2020; DCC L;8; FH
38; 18/3/2024; DCC NL;3; FH
38; 26/10/2030; DCC NL;1; FH
38; 25/12/2030; DCC NL;3; FH
38; 2/1/2031; DCC NL;1; FH
38; 11/10/2038; DCC NL;1; HW
39; 7/7/2016; DCC NL;3; HW
39; 2/11/2023; DCC NL;4; HW
39; 23/2/2024; DCC NL;4; HW
39; 8/9/2037; DCC L;12; SW
40; 5/8/2021; DCC NL;1; FH
40; 8/1/2030; DCC L;4; FH
40; 19/11/2033; DCC NL;1; FH
40; 7/3/2038; DCC L;4; FH
41; 7/7/2018; DCC NL;1; FH
43; 11/2/2018; DCC NL;2; FH
43; 28/3/2022; DCC NL;1; FH
43; 20/8/2027; DCC NL;1; FH
43; 15/12/2027; DCC NL;3; HW
44; 23/4/2016; DCC NL;2; FH
44; 6/8/2017; DCC L;5; FH
45; 20/9/2023; DCC NL;7; HW
45; 14/5/2031; DCC NL;1; FH
45; 28/3/2032; DCC L;5; FH
45; 6/3/2034; DCC L;5; FH
46; 11/6/2032; DCC NL;1; HW
46; 3/6/2037; DCC L;5; FH
47; 29/5/2016; DCC NL;4; HW
47; 19/10/2016; DCC NL;1; FH
47; 26/2/2019; DCC NL;2; FH
48; 7/3/2023; DCC NL;2; FH
48; 3/7/2024; DCC NL;1; HW
48; 11/11/2025; DCC NL;1; FH
48; 28/8/2031; DCC L;4; FH
48; 9/6/2034; DCC NL;3; FH
48; 13/4/2035; DCC NL;2; FH
48; 20/9/2040; DCC L;4; FH
49; 16/9/2032; DCC L;8; FH
50; 25/5/2029; DCC NL;4; FH
50; 1/9/2032; DCC NL;3; FH
