numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 15/7/2016; DCC L;5; FH
1; 26/9/2023; DCC NL;1; FH
1; 13/9/2028; DCC L;8; FH
1; 10/10/2032; DCC NL;1; FH
1; 31/1/2040; DCC NL;3; FH
2; 10/5/2019; DCC L;4; FH
2; 21/9/2021; DCC NL;2; FH
3; 31/10/2029; DCC NL;3; FH
3; 20/10/2037; DCC L;5; FH
4; 6/11/2023; DCC NL;3; FH
5; 20/1/2017; DCC NL;2; FH
5; 10/6/2023; DCC NL;3; FH
5; 26/4/2039; DCC NL;2; FH
6; 20/6/2018; DCC NL;3; FH
6; 6/11/2023; DCC NL;1; FH
6; 26/7/2025; DCC NL;1; FH
6; 29/7/2026; DCC NL;1; FH
6; 2/12/2029; DCC NL;1; FH
6; 29/12/2029; DCC NL;3; FH
6; 30/10/2040; DCC NL;4; FH
7; 25/3/2028; DCC NL;2; FH
7; 25/1/2030; DCC NL;2; FH
7; 30/11/2031; DCC NL;2; HW
8; 3/10/2016; DCC L;4; FH
8; 29/7/2029; DCC NL;2; HW
9; 27/4/2032; DCC L;12; FH
9; 12/12/2040; DCC NL;1; FH
10; 26/5/2027; DCC NL;1; FH
10; 23/8/2039; DCC L;5; HW
11; 18/4/2021; DCC NL;1; FH
11; 5/1/2037; DCC NL;2; FH
12; 15/9/2021; DCC NL;2; FH
12; 28/8/2033; DCC NL;1; FH
13; 12/11/2037; DCC NL;1; FH
13; 9/11/2040; DCC NL;1; FH
14; 8/11/2027; DCC L;5; FH
15; 30/8/2020; DCC NL;2; HW
16; 9/9/2027; DCC NL;2; FH
16; 10/3/2029; DCC NL;1; FH
16; 4/8/2037; DCC NL;4; FH
16; 26/8/2040; DCC L;5; FH
17; 25/9/2017; DCC NL;5; FH
17; 23/9/2018; DCC NL;4; FH
17; 16/7/2027; DCC NL;4; FH
18; 25/7/2017; DCC NL;1; HW
18; 15/3/2021; DCC NL;3; FH
18; 16/4/2031; DCC NL;1; HW
19; 26/1/2036; DCC L;5; FH
20; 27/8/2026; DCC NL;4; FH
21; 21/12/2016; DCC NL;2; FH
21; 19/9/2024; DCC NL;1; FH
21; 19/9/2037; DCC NL;1; FH
22; 13/5/2018; DCC NL;2; FH
22; 11/11/2032; DCC NL;3; FH
23; 8/4/2024; DCC L;5; FH
23; 23/7/2036; DCC NL;2; FH
23; 17/4/2039; DCC L;5; FH
23; 18/1/2040; DCC NL;1; FH
24; 18/7/2033; DCC NL;1; FH
25; 27/2/2017; DCC NL;2; FH
25; 26/1/2025; DCC NL;2; FH
25; 30/5/2030; DCC L;4; FH
26; 12/10/2020; DCC NL;2; HW
26; 22/11/2021; DCC NL;2; HW
27; 27/6/2019; DCC NL;1; FH
30; 8/3/2019; DCC NL;1; FH
30; 23/9/2028; DCC NL;1; FH
31; 23/9/2019; DCC NL;2; FH
31; 12/12/2025; DCC NL;4; FH
31; 6/1/2029; DCC L;12; FH
32; 4/7/2019; DCC L;5; HW
32; 6/1/2024; DCC NL;2; FH
32; 16/6/2031; DCC NL;1; FH
33; 7/10/2030; DCC NL;3; FH
33; 6/3/2036; DCC NL;4; HW
33; 16/10/2040; DCC L;5; HW
34; 12/11/2022; DCC NL;6; FH
35; 10/5/2016; DCC NL;3; HW
35; 2/9/2019; DCC NL;1; FH
36; 8/3/2033; DCC NL;1; FH
36; 23/7/2039; DCC NL;4; HW
37; 31/3/2016; DCC NL;1; FH
37; 21/12/2017; DCC NL;3; FH
37; 18/8/2033; DCC NL;2; FH
37; 4/12/2033; DCC L;8; SW
37; 4/10/2034; DCC L;5; HW
38; 19/4/2016; DCC NL;3; HW
38; 29/10/2023; DCC NL;2; FH
38; 12/4/2030; DCC NL;1; HW
40; 10/11/2019; DCC NL;3; FH
40; 17/8/2020; DCC NL;2; FH
40; 17/3/2025; DCC NL;2; FH
40; 23/1/2027; DCC L;5; HW
40; 23/5/2038; DCC L;8; SW
42; 1/7/2030; DCC NL;1; FH
42; 3/6/2036; DCC L;5; FH
43; 21/2/2020; DCC NL;5; HW
43; 25/6/2021; DCC NL;2; HW
43; 3/1/2025; DCC NL;2; FH
43; 18/7/2027; DCC NL;1; FH
44; 29/10/2019; DCC NL;3; FH
44; 18/8/2026; DCC NL;1; FH
44; 17/12/2033; DCC L;4; FH
45; 14/8/2019; DCC NL;1; FH
45; 6/6/2028; DCC NL;4; FH
45; 30/5/2029; DCC NL;1; FH
45; 13/12/2032; DCC L;4; FH
45; 5/8/2039; DCC NL;3; FH
46; 24/7/2018; DCC L;4; FH
46; 21/12/2021; DCC NL;3; FH
46; 11/10/2030; DCC NL;2; FH
47; 22/3/2022; DCC NL;1; FH
47; 26/10/2023; DCC NL;5; HW
48; 25/5/2035; DCC NL;1; FH
48; 5/4/2036; DCC L;8; SW
49; 3/12/2017; DCC NL;2; FH
49; 15/9/2038; DCC L;5; HW
50; 9/8/2017; DCC NL;2; HW
50; 14/7/2033; DCC L;12; SW
