numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 23/10/2020; DCC NL;3; HW
1; 19/8/2025; DCC NL;3; FH
1; 11/9/2027; DCC NL;3; FH
1; 5/3/2030; DCC NL;2; FH
2; 8/12/2029; DCC NL;1; HW
2; 26/4/2030; DCC NL;2; FH
2; 22/2/2033; DCC NL;1; FH
2; 27/8/2039; DCC NL;1; FH
3; 16/3/2016; DCC NL;8; HW
3; 5/9/2018; DCC NL;1; FH
3; 3/5/2026; DCC NL;1; FH
3; 22/2/2029; DCC NL;2; FH
3; 29/7/2039; DCC L;8; SW
4; 11/1/2028; DCC L;4; FH
4; 7/9/2031; DCC L;5; FH
4; 15/4/2038; DCC NL;6; FH
5; 19/12/2018; DCC L;5; HW
6; 20/10/2040; DCC NL;2; HW
7; 3/11/2030; DCC NL;1; FH
7; 4/6/2038; DCC L;5; FH
8; 3/11/2016; DCC NL;4; HW
8; 29/4/2029; DCC NL;3; FH
8; 12/3/2037; DCC NL;1; FH
8; 22/9/2040; DCC L;4; FH
9; 17/5/2017; DCC NL;3; FH
9; 17/8/2017; DCC NL;3; FH
9; 20/3/2029; DCC NL;2; HW
9; 30/5/2036; DCC NL;2; FH
10; 12/11/2028; DCC NL;2; FH
10; 19/7/2034; DCC L;12; FH
11; 28/8/2016; DCC NL;4; FH
11; 24/2/2017; DCC NL;1; FH
11; 6/8/2017; DCC NL;4; FH
11; 31/12/2039; DCC NL;4; HW
12; 25/8/2020; DCC NL;2; HW
12; 26/8/2021; DCC NL;3; HW
12; 5/2/2024; DCC NL;2; FH
12; 10/11/2033; DCC NL;2; FH
12; 2/6/2035; DCC NL;1; FH
13; 8/5/2018; DCC NL;2; FH
13; 25/11/2018; DCC NL;1; FH
13; 26/2/2020; DCC NL;3; HW
13; 3/3/2022; DCC NL;1; FH
14; 7/9/2022; DCC NL;2; FH
14; 29/3/2033; DCC NL;2; FH
14; 12/12/2033; DCC NL;3; FH
15; 13/9/2019; DCC NL;1; FH
15; 15/11/2024; DCC L;4; FH
15; 7/1/2033; DCC L;5; HW
16; 2/10/2023; DCC NL;4; HW
16; 27/11/2027; DCC NL;2; FH
17; 2/4/2019; DCC NL;1; HW
17; 9/11/2039; DCC L;4; FH
18; 21/3/2036; DCC NL;4; FH
18; 29/9/2037; DCC L;5; FH
19; 11/7/2028; DCC L;5; FH
19; 3/8/2030; DCC NL;3; FH
19; 5/6/2032; DCC NL;1; FH
19; 18/12/2035; DCC NL;1; HW
20; 28/4/2024; DCC NL;4; HW
21; 20/6/2022; DCC NL;1; FH
21; 3/2/2029; DCC L;4; FH
22; 3/2/2020; DCC NL;1; FH
22; 30/9/2020; DCC L;5; FH
22; 22/12/2024; DCC NL;2; FH
22; 28/10/2026; DCC NL;1; FH
23; 5/7/2030; DCC NL;2; FH
24; 25/8/2016; DCC NL;2; FH
24; 24/3/2018; DCC NL;3; FH
24; 3/7/2039; DCC NL;2; HW
24; 26/10/2039; DCC NL;2; FH
25; 16/8/2019; DCC NL;2; HW
25; 4/7/2032; DCC NL;5; HW
25; 4/5/2036; DCC NL;1; FH
25; 5/3/2038; DCC L;8; FH
25; 20/8/2039; DCC L;8; SW
26; 21/7/2024; DCC NL;2; FH
26; 3/11/2026; DCC L;12; SW
26; 9/1/2028; DCC NL;1; FH
26; 22/7/2028; DCC NL;3; HW
27; 3/5/2031; DCC NL;4; FH
28; 28/6/2018; DCC L;12; FH
28; 21/3/2033; DCC L;5; FH
28; 24/1/2038; DCC NL;1; FH
29; 7/5/2034; DCC NL;1; FH
31; 22/4/2033; DCC NL;2; FH
32; 20/1/2020; DCC NL;1; FH
32; 3/3/2025; DCC NL;3; HW
33; 3/5/2020; DCC NL;1; FH
33; 21/2/2023; DCC NL;2; FH
33; 17/8/2029; DCC NL;4; HW
34; 14/6/2031; DCC L;5; FH
35; 4/6/2033; DCC NL;1; FH
36; 10/3/2035; DCC L;4; FH
36; 13/6/2036; DCC NL;2; HW
36; 17/8/2037; DCC NL;3; FH
36; 31/12/2037; DCC NL;2; FH
37; 27/7/2025; DCC NL;2; FH
38; 14/9/2019; DCC NL;3; HW
38; 27/1/2029; DCC NL;2; FH
38; 19/4/2032; DCC NL;1; FH
39; 11/12/2016; DCC L;5; FH
39; 14/10/2023; DCC L;8; SW
40; 24/3/2031; DCC NL;2; FH
40; 24/10/2032; DCC NL;2; FH
41; 13/8/2025; DCC NL;1; FH
42; 29/6/2023; DCC NL;1; HW
42; 24/12/2027; DCC L;12; SW
42; 18/9/2034; DCC NL;3; FH
42; 22/8/2037; DCC NL;2; FH
43; 14/2/2024; DCC NL;2; FH
43; 9/9/2036; DCC L;4; FH
44; 30/6/2035; DCC L;4; FH
44; 26/7/2040; DCC NL;2; FH
45; 18/10/2026; DCC NL;1; FH
45; 13/3/2037; DCC NL;1; FH
45; 5/9/2040; DCC L;4; FH
46; 22/9/2023; DCC L;4; FH
46; 1/10/2039; DCC NL;1; HW
47; 2/10/2026; DCC NL;3; HW
47; 4/6/2027; DCC NL;2; FH
47; 3/3/2028; DCC L;12; SW
48; 25/6/2022; DCC NL;1; FH
48; 1/7/2026; DCC NL;1; FH
48; 28/2/2027; DCC NL;2; FH
48; 12/2/2033; DCC NL;2; HW
49; 28/11/2031; DCC NL;1; HW
50; 13/8/2017; DCC NL;3; FH
50; 27/8/2026; DCC L;4; FH
