numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 28/7/2021; DCC NL;3; FH
1; 2/3/2028; DCC NL;1; HW
1; 30/3/2030; DCC NL;1; FH
1; 4/4/2038; DCC NL;1; FH
2; 6/6/2020; DCC NL;2; FH
2; 27/1/2030; DCC NL;2; FH
3; 7/8/2039; DCC NL;1; FH
4; 28/2/2026; DCC L;5; FH
6; 1/4/2026; DCC NL;6; FH
6; 15/7/2035; DCC NL;2; FH
6; 30/3/2036; DCC L;8; SW
6; 13/7/2037; DCC NL;1; FH
7; 8/9/2017; DCC NL;2; FH
7; 11/2/2038; DCC NL;3; FH
8; 30/5/2037; DCC NL;4; FH
9; 13/4/2028; DCC NL;4; HW
9; 7/5/2036; DCC NL;1; FH
10; 27/10/2026; DCC NL;2; FH
10; 19/6/2027; DCC L;4; FH
11; 10/6/2016; DCC NL;1; FH
11; 27/4/2021; DCC NL;3; FH
11; 19/3/2039; DCC L;5; FH
12; 4/7/2020; DCC L;5; FH
12; 5/4/2034; DCC NL;1; FH
13; 23/2/2016; DCC NL;1; FH
13; 30/6/2035; DCC L;8; SW
14; 8/2/2029; DCC NL;2; FH
14; 6/7/2029; DCC NL;3; FH
14; 30/11/2036; DCC NL;2; HW
15; 13/1/2025; DCC NL;3; HW
15; 5/7/2033; DCC L;4; FH
16; 12/9/2037; DCC L;4; FH
17; 9/3/2027; DCC NL;3; FH
17; 7/12/2031; DCC NL;1; HW
17; 6/11/2040; DCC NL;2; FH
18; 31/7/2026; DCC L;5; HW
18; 23/10/2034; DCC L;4; FH
18; 17/10/2036; DCC NL;2; FH
19; 9/1/2024; DCC NL;2; FH
19; 6/1/2034; DCC NL;2; FH
20; 31/12/2021; DCC L;8; FH
20; 19/3/2025; DCC NL;3; HW
20; 24/10/2032; DCC NL;1; HW
20; 10/4/2040; DCC NL;1; HW
21; 5/10/2021; DCC L;5; FH
21; 30/10/2023; DCC NL;2; FH
21; 5/6/2035; DCC NL;2; FH
21; 7/8/2037; DCC NL;1; HW
22; 28/10/2035; DCC NL;2; FH
22; 11/4/2037; DCC NL;4; HW
23; 3/1/2026; DCC NL;4; HW
23; 28/12/2038; DCC NL;1; FH
24; 14/2/2024; DCC NL;2; FH
25; 3/8/2017; DCC L;8; SW
25; 5/10/2020; DCC NL;3; FH
25; 29/12/2021; DCC NL;4; HW
26; 30/1/2027; DCC L;8; FH
26; 19/8/2040; DCC L;8; FH
27; 29/10/2033; DCC NL;3; FH
27; 23/9/2040; DCC NL;3; FH
28; 6/5/2030; DCC NL;2; FH
28; 4/2/2035; DCC NL;2; FH
29; 10/5/2023; DCC L;12; SW
29; 27/11/2037; DCC NL;2; FH
30; 12/4/2018; DCC L;8; SW
30; 27/4/2022; DCC NL;2; FH
30; 1/5/2025; DCC NL;1; FH
30; 27/9/2027; DCC NL;1; FH
30; 29/3/2040; DCC NL;5; HW
31; 22/8/2016; DCC NL;2; FH
31; 1/1/2037; DCC NL;3; FH
32; 14/1/2017; DCC NL;1; FH
32; 29/11/2024; DCC NL;5; FH
33; 31/3/2019; DCC NL;3; HW
33; 13/2/2022; DCC NL;4; FH
33; 11/5/2024; DCC L;4; FH
33; 4/4/2031; DCC NL;3; FH
34; 2/2/2016; DCC NL;1; FH
34; 16/6/2016; DCC L;8; FH
34; 5/6/2026; DCC NL;3; FH
34; 21/1/2034; DCC L;5; FH
34; 18/10/2038; DCC L;5; HW
38; 13/10/2038; DCC NL;2; FH
39; 17/2/2026; DCC NL;2; FH
39; 9/12/2035; DCC NL;2; FH
39; 17/4/2039; DCC L;4; FH
40; 14/7/2017; DCC NL;1; FH
40; 25/8/2035; DCC NL;1; FH
41; 20/7/2018; DCC NL;1; FH
41; 12/10/2028; DCC NL;1; FH
41; 18/2/2029; DCC NL;5; FH
41; 29/11/2032; DCC NL;2; FH
41; 16/7/2033; DCC L;5; FH
42; 19/7/2037; DCC NL;2; FH
43; 19/2/2019; DCC L;12; SW
43; 4/6/2035; DCC L;12; FH
43; 30/11/2035; DCC NL;8; FH
43; 4/9/2038; DCC NL;5; HW
44; 24/6/2018; DCC L;8; SW
44; 5/9/2023; DCC L;5; HW
44; 21/3/2024; DCC NL;1; HW
44; 12/2/2033; DCC NL;4; HW
45; 30/10/2023; DCC NL;1; FH
45; 7/6/2031; DCC NL;2; FH
45; 30/11/2036; DCC NL;1; FH
45; 4/7/2037; DCC L;5; FH
46; 10/5/2029; DCC NL;2; FH
46; 27/4/2034; DCC NL;6; HW
46; 28/8/2034; DCC NL;2; FH
46; 1/7/2036; DCC NL;1; FH
46; 14/11/2038; DCC L;12; SW
47; 9/7/2025; DCC NL;3; FH
47; 2/1/2038; DCC NL;2; HW
47; 16/1/2039; DCC NL;7; HW
48; 24/3/2016; DCC NL;3; HW
48; 6/12/2026; DCC NL;2; FH
48; 27/9/2035; DCC NL;1; FH
48; 25/2/2039; DCC L;12; SW
49; 27/5/2026; DCC NL;2; FH
49; 8/12/2029; DCC L;8; SW
49; 6/6/2036; DCC NL;5; HW
50; 6/5/2025; DCC L;5; FH
50; 16/10/2034; DCC L;5; HW
50; 22/9/2039; DCC NL;1; FH
