numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 15/3/2024; DCC NL;4; FH
1; 21/6/2033; DCC NL;1; HW
1; 18/12/2035; DCC NL;1; FH
2; 8/11/2017; DCC NL;2; FH
2; 14/11/2034; DCC NL;3; FH
2; 11/8/2038; DCC NL;6; HW
3; 8/2/2024; DCC L;4; FH
3; 11/2/2039; DCC L;4; FH
4; 16/1/2029; DCC NL;3; FH
4; 13/11/2030; DCC NL;2; FH
4; 5/8/2032; DCC L;4; FH
4; 27/5/2036; DCC NL;1; FH
5; 12/8/2031; DCC NL;2; FH
5; 17/10/2040; DCC L;5; FH
6; 29/8/2032; DCC L;5; FH
6; 1/9/2032; DCC NL;1; FH
6; 11/12/2033; DCC NL;2; FH
6; 24/7/2036; DCC NL;2; FH
7; 23/4/2017; DCC NL;1; FH
7; 11/5/2019; DCC NL;3; FH
7; 23/10/2023; DCC NL;3; FH
7; 17/12/2023; DCC NL;2; FH
7; 9/12/2027; DCC NL;2; FH
7; 2/2/2030; DCC NL;3; FH
8; 21/10/2023; DCC NL;3; FH
8; 23/3/2026; DCC NL;2; FH
8; 17/12/2033; DCC NL;1; FH
8; 28/4/2037; DCC NL;3; FH
9; 17/6/2031; DCC NL;2; HW
9; 12/10/2034; DCC NL;2; FH
10; 28/6/2028; DCC L;5; FH
10; 18/11/2035; DCC L;5; HW
10; 7/4/2040; DCC NL;4; FH
11; 6/5/2027; DCC L;4; FH
11; 9/6/2040; DCC NL;1; FH
12; 12/11/2027; DCC NL;2; FH
15; 20/4/2017; DCC NL;1; HW
16; 4/7/2032; DCC NL;5; HW
16; 22/7/2032; DCC NL;5; HW
16; 15/12/2032; DCC NL;3; HW
16; 29/9/2033; DCC L;12; SW
17; 26/10/2025; DCC L;12; SW
17; 3/2/2028; DCC NL;1; FH
17; 4/8/2037; DCC NL;1; FH
17; 13/10/2037; DCC NL;3; FH
17; 4/2/2038; DCC L;4; FH
17; 28/9/2039; DCC NL;2; FH
18; 14/2/2022; DCC L;8; FH
18; 15/11/2036; DCC NL;4; HW
18; 14/2/2037; DCC NL;2; FH
20; 1/9/2029; DCC NL;2; FH
21; 15/3/2022; DCC NL;1; FH
21; 11/12/2025; DCC L;5; HW
21; 8/11/2033; DCC L;5; HW
22; 22/10/2022; DCC NL;2; FH
22; 8/9/2025; DCC NL;3; FH
23; 4/9/2019; DCC NL;1; HW
23; 23/11/2030; DCC NL;1; FH
24; 17/6/2038; DCC L;12; SW
24; 17/9/2038; DCC NL;4; FH
25; 22/3/2026; DCC NL;5; FH
26; 22/11/2018; DCC NL;2; FH
26; 23/3/2023; DCC NL;3; FH
26; 28/8/2023; DCC L;5; HW
26; 28/4/2024; DCC NL;4; FH
27; 28/3/2038; DCC NL;1; FH
28; 22/4/2021; DCC NL;5; FH
28; 11/5/2037; DCC NL;2; FH
29; 30/9/2016; DCC NL;3; FH
29; 2/12/2020; DCC NL;2; FH
29; 2/12/2021; DCC NL;4; HW
29; 25/6/2026; DCC NL;1; FH
30; 21/9/2026; DCC NL;2; FH
31; 23/1/2019; DCC NL;2; FH
31; 4/5/2037; DCC NL;2; FH
32; 7/10/2024; DCC NL;3; FH
33; 26/12/2020; DCC NL;1; HW
34; 31/8/2019; DCC NL;4; HW
35; 16/9/2021; DCC L;4; FH
36; 30/4/2027; DCC NL;4; FH
37; 6/3/2025; DCC L;8; SW
37; 6/8/2025; DCC NL;1; FH
37; 2/12/2025; DCC L;8; SW
37; 28/8/2037; DCC NL;1; FH
38; 10/9/2040; DCC NL;2; FH
39; 13/6/2017; DCC NL;1; FH
39; 11/5/2032; DCC NL;3; FH
39; 4/10/2033; DCC NL;1; FH
40; 28/9/2019; DCC NL;4; FH
40; 3/5/2024; DCC L;5; HW
40; 10/3/2035; DCC NL;1; FH
41; 1/10/2016; DCC NL;2; FH
41; 19/8/2034; DCC NL;2; FH
42; 18/10/2022; DCC L;5; FH
42; 29/12/2026; DCC NL;2; FH
43; 22/9/2022; DCC NL;1; FH
43; 4/6/2040; DCC NL;3; FH
44; 25/1/2038; DCC NL;1; FH
45; 17/10/2026; DCC L;5; FH
46; 13/3/2033; DCC L;4; FH
47; 16/9/2017; DCC NL;2; HW
47; 19/3/2020; DCC L;5; FH
48; 17/7/2030; DCC NL;1; FH
48; 30/10/2038; DCC NL;2; FH
49; 8/2/2019; DCC NL;2; FH
49; 2/10/2023; DCC NL;4; HW
49; 3/4/2031; DCC NL;2; FH
49; 8/3/2037; DCC NL;2; FH
50; 3/12/2017; DCC NL;1; FH
50; 11/2/2025; DCC NL;1; FH
50; 15/10/2026; DCC NL;3; FH
