numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 29/4/2017; DCC NL;2; FH
1; 15/4/2018; DCC NL;2; FH
1; 26/12/2024; DCC NL;2; HW
1; 21/3/2031; DCC L;12; SW
1; 22/6/2037; DCC NL;2; FH
1; 22/5/2040; DCC NL;1; FH
2; 20/12/2018; DCC NL;2; FH
2; 7/7/2019; DCC NL;2; FH
2; 5/3/2026; DCC NL;1; FH
2; 30/8/2026; DCC L;5; FH
2; 23/7/2036; DCC NL;2; FH
2; 30/6/2037; DCC NL;2; HW
3; 9/12/2021; DCC L;5; HW
3; 20/10/2034; DCC L;5; HW
4; 5/12/2035; DCC NL;2; FH
4; 10/11/2040; DCC NL;2; FH
6; 24/9/2029; DCC NL;2; FH
6; 21/9/2034; DCC L;12; FH
6; 29/8/2039; DCC NL;1; FH
7; 25/11/2020; DCC NL;2; FH
7; 19/10/2031; DCC NL;2; HW
7; 5/12/2031; DCC L;5; FH
7; 10/9/2040; DCC NL;2; FH
7; 10/12/2040; DCC NL;1; HW
8; 22/7/2019; DCC L;4; FH
8; 12/7/2021; DCC NL;1; HW
8; 14/3/2029; DCC NL;2; FH
8; 5/3/2036; DCC L;4; FH
8; 11/5/2038; DCC NL;2; HW
9; 8/6/2023; DCC NL;3; FH
9; 3/7/2024; DCC NL;4; HW
9; 23/4/2029; DCC NL;1; FH
10; 14/2/2017; DCC NL;2; FH
10; 25/6/2019; DCC NL;1; FH
10; 4/10/2038; DCC NL;1; FH
11; 12/8/2020; DCC NL;3; FH
11; 12/7/2026; DCC NL;3; FH
11; 17/3/2036; DCC NL;5; HW
11; 4/3/2040; DCC L;8; SW
11; 7/10/2040; DCC NL;1; FH
12; 4/3/2026; DCC NL;3; FH
12; 30/1/2031; DCC NL;1; FH
13; 28/12/2017; DCC NL;3; FH
13; 14/5/2022; DCC NL;2; FH
13; 13/12/2028; DCC L;5; HW
13; 12/7/2037; DCC L;4; FH
14; 26/7/2016; DCC L;12; SW
14; 27/10/2022; DCC NL;1; FH
14; 27/4/2024; DCC NL;1; FH
14; 23/5/2024; DCC NL;1; FH
14; 29/1/2036; DCC NL;2; FH
15; 15/3/2031; DCC NL;3; HW
16; 19/12/2026; DCC NL;2; FH
16; 24/7/2039; DCC NL;1; FH
17; 3/1/2016; DCC NL;2; FH
17; 24/6/2019; DCC NL;4; HW
17; 19/4/2020; DCC L;4; FH
17; 23/2/2037; DCC L;12; FH
18; 18/11/2031; DCC NL;3; FH
18; 12/4/2033; DCC NL;2; HW
18; 11/9/2034; DCC NL;3; FH
19; 25/8/2028; DCC NL;1; HW
19; 11/7/2032; DCC NL;2; FH
20; 9/7/2027; DCC NL;2; FH
20; 18/11/2034; DCC NL;2; FH
21; 3/11/2017; DCC NL;2; FH
21; 24/9/2036; DCC NL;1; FH
22; 27/8/2017; DCC NL;3; FH
22; 10/11/2023; DCC NL;2; HW
22; 9/8/2026; DCC L;5; HW
22; 18/12/2026; DCC L;8; FH
22; 24/2/2027; DCC NL;5; HW
22; 10/6/2028; DCC L;5; FH
22; 28/7/2035; DCC NL;2; FH
23; 17/9/2017; DCC L;5; HW
23; 29/1/2020; DCC NL;2; FH
23; 25/12/2021; DCC L;5; FH
23; 16/6/2033; DCC L;5; FH
24; 13/5/2021; DCC NL;1; FH
24; 9/10/2024; DCC NL;1; FH
24; 21/8/2029; DCC NL;3; FH
25; 25/1/2017; DCC L;5; HW
25; 10/10/2017; DCC NL;1; FH
25; 12/3/2032; DCC NL;4; HW
26; 8/5/2018; DCC NL;1; FH
26; 13/8/2027; DCC L;12; SW
26; 3/1/2030; DCC NL;2; FH
27; 30/4/2027; DCC NL;3; FH
27; 7/3/2028; DCC L;4; FH
27; 17/8/2030; DCC NL;1; FH
27; 24/9/2030; DCC NL;1; FH
27; 9/3/2033; DCC NL;1; FH
27; 14/10/2035; DCC NL;1; FH
27; 6/7/2040; DCC NL;2; FH
28; 19/7/2031; DCC NL;2; FH
29; 28/1/2026; DCC NL;4; HW
30; 13/1/2020; DCC NL;3; FH
30; 8/4/2027; DCC NL;1; FH
31; 8/1/2023; DCC L;5; FH
31; 26/9/2029; DCC NL;2; FH
32; 19/4/2016; DCC NL;1; FH
32; 21/12/2017; DCC NL;3; HW
32; 13/8/2019; DCC NL;4; HW
32; 21/6/2029; DCC NL;4; FH
34; 11/8/2023; DCC NL;3; HW
34; 23/1/2025; DCC L;8; SW
34; 6/7/2027; DCC NL;2; HW
34; 11/6/2030; DCC L;5; HW
34; 6/12/2030; DCC NL;1; FH
34; 6/6/2040; DCC NL;1; FH
35; 19/6/2020; DCC NL;1; FH
35; 10/7/2032; DCC L;12; FH
36; 13/4/2028; DCC L;5; FH
36; 16/8/2031; DCC NL;2; FH
36; 1/10/2040; DCC L;5; FH
37; 30/11/2023; DCC L;5; FH
37; 9/10/2025; DCC L;12; SW
38; 5/4/2019; DCC NL;1; FH
38; 14/3/2027; DCC L;4; FH
38; 22/4/2033; DCC L;8; SW
38; 11/5/2035; DCC NL;4; FH
39; 30/9/2016; DCC NL;2; FH
39; 15/3/2030; DCC L;8; SW
39; 24/11/2030; DCC L;4; FH
39; 14/8/2031; DCC NL;1; FH
39; 3/10/2040; DCC NL;3; FH
40; 4/12/2021; DCC NL;2; FH
41; 10/9/2026; DCC NL;2; FH
41; 13/8/2028; DCC NL;1; FH
41; 28/2/2040; DCC NL;3; FH
42; 8/1/2016; DCC NL;1; HW
42; 21/9/2016; DCC NL;3; FH
42; 14/9/2018; DCC NL;2; HW
42; 8/2/2023; DCC NL;3; FH
42; 9/11/2034; DCC NL;7; FH
43; 9/3/2031; DCC NL;3; FH
43; 26/12/2034; DCC L;5; FH
43; 5/6/2038; DCC NL;3; HW
43; 9/7/2039; DCC NL;2; FH
44; 19/12/2026; DCC NL;2; FH
44; 27/2/2037; DCC NL;2; FH
46; 30/12/2017; DCC NL;3; FH
47; 25/10/2023; DCC NL;1; FH
47; 30/3/2026; DCC NL;1; FH
48; 22/5/2018; DCC NL;3; HW
48; 27/12/2034; DCC NL;1; FH
48; 10/8/2038; DCC L;8; SW
49; 4/4/2025; DCC NL;2; FH
50; 20/11/2020; DCC NL;3; FH
50; 29/5/2021; DCC NL;1; FH
50; 2/3/2022; DCC NL;4; HW
50; 29/11/2028; DCC L;4; FH
