numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 6/7/2016; DCC NL;1; FH
1; 15/9/2029; Ind;1; HW
1; 14/11/2029; DCC L;4; FH
1; 6/5/2033; DCC NL;6; HW
1; 18/3/2034; Ind;1; HW
1; 25/3/2034; Ind;1; HW
1; 3/6/2035; Ind;1; HW
1; 14/6/2037; DCC NL;2; FH
1; 28/2/2038; Ind;1; HW
1; 17/6/2038; Ind;1; HW
1; 9/12/2038; Ind;1; HW
1; 16/1/2039; Ind;1; HW
1; 15/12/2039; Ind;1; HW
1; 29/4/2040; Ind;1; HW
1; 3/6/2040; Ind;1; HW
1; 15/9/2040; Ind;1; HW
1; 19/10/2040; Ind;1; HW
1; 16/11/2040; Ind;1; HW
1; 9/12/2040; Ind;1; HW
2; 18/1/2017; DCC NL;5; FH
2; 2/7/2031; DCC L;5; HW
2; 21/10/2035; Ind;1; HW
2; 22/12/2035; Ind;1; HW
2; 5/7/2037; Ind;1; HW
2; 12/8/2037; Ind;1; HW
2; 30/9/2037; Ind;1; HW
2; 13/12/2037; Ind;1; HW
2; 22/1/2038; Ind;1; HW
2; 23/12/2038; Ind;1; HW
2; 1/6/2039; Ind;1; HW
2; 17/6/2039; Ind;1; HW
2; 16/10/2039; Ind;1; HW
3; 30/6/2018; DCC NL;3; FH
3; 5/6/2025; DCC L;4; FH
3; 18/4/2034; Ind;1; HW
3; 8/6/2035; DCC NL;1; FH
3; 3/1/2036; Ind;1; HW
3; 28/11/2036; Ind;1; HW
3; 4/1/2037; Ind;1; HW
3; 11/11/2037; Ind;1; HW
3; 14/1/2038; Ind;1; HW
3; 18/9/2038; Ind;1; HW
3; 31/10/2038; Ind;1; HW
3; 10/11/2038; Ind;1; HW
3; 2/4/2039; Ind;1; HW
3; 1/12/2039; Ind;1; HW
3; 19/1/2040; DCC NL;7; HW
3; 8/6/2040; Ind;1; HW
3; 8/6/2040; Ind;1; HW
4; 7/8/2031; Ind;1; HW
4; 18/8/2033; Ind;1; HW
4; 5/11/2034; Ind;1; HW
4; 3/10/2037; Ind;1; HW
4; 26/11/2037; Ind;1; HW
4; 26/4/2039; Ind;1; HW
4; 31/1/2040; Ind;1; HW
4; 1/10/2040; Ind;1; HW
5; 18/2/2022; DCC NL;2; FH
5; 11/4/2025; DCC NL;2; HW
5; 26/3/2027; DCC NL;2; FH
5; 3/10/2032; DCC NL;2; FH
5; 17/3/2033; DCC NL;1; FH
5; 20/3/2034; Ind;1; HW
5; 3/6/2036; Ind;1; HW
5; 12/8/2036; DCC NL;1; FH
5; 17/2/2037; Ind;1; HW
5; 15/1/2039; Ind;1; HW
5; 1/4/2039; Ind;1; HW
5; 1/9/2039; Ind;1; HW
5; 28/11/2039; Ind;1; HW
6; 24/1/2032; DCC NL;1; FH
6; 18/2/2032; Ind;1; HW
6; 2/3/2034; Ind;1; HW
6; 14/4/2034; Ind;1; HW
6; 12/9/2035; Ind;1; HW
6; 15/1/2036; Ind;1; HW
6; 1/1/2037; Ind;1; HW
6; 24/8/2037; DCC NL;2; FH
6; 4/10/2038; Ind;1; HW
6; 10/11/2038; Ind;1; HW
6; 18/6/2039; Ind;1; HW
6; 23/6/2039; Ind;1; HW
6; 8/11/2039; Ind;1; HW
6; 25/12/2040; Ind;1; HW
7; 2/12/2016; DCC NL;3; FH
7; 27/9/2018; DCC NL;2; FH
7; 28/1/2028; DCC NL;1; FH
7; 13/11/2034; Ind;1; HW
7; 30/1/2035; Ind;1; HW
7; 29/9/2035; Ind;1; HW
7; 14/11/2037; Ind;1; HW
7; 24/11/2037; Ind;1; HW
7; 11/3/2039; Ind;1; HW
7; 28/5/2039; Ind;1; HW
7; 21/11/2039; Ind;1; HW
7; 2/8/2040; Ind;1; HW
7; 18/9/2040; Ind;1; HW
7; 1/12/2040; Ind;1; HW
8; 9/1/2017; DCC NL;3; FH
8; 17/6/2018; DCC NL;2; FH
8; 3/12/2018; DCC L;8; SW
8; 1/5/2032; Ind;1; HW
8; 10/8/2035; Ind;1; HW
8; 12/9/2035; DCC L;4; FH
8; 18/4/2036; Ind;1; HW
8; 6/12/2036; Ind;1; HW
8; 7/1/2038; Ind;1; HW
8; 22/4/2038; Ind;1; HW
8; 3/6/2038; Ind;1; HW
8; 30/10/2039; Ind;1; HW
8; 20/11/2039; Ind;1; HW
8; 30/5/2040; Ind;1; HW
8; 14/12/2040; Ind;1; HW
9; 7/6/2020; DCC NL;2; FH
9; 27/12/2029; DCC NL;2; FH
9; 22/1/2030; DCC NL;1; FH
9; 7/5/2032; DCC NL;2; FH
9; 20/5/2032; Ind;1; HW
9; 16/1/2034; Ind;1; HW
9; 12/4/2038; Ind;1; HW
9; 23/7/2038; Ind;1; HW
9; 4/8/2038; Ind;1; HW
9; 19/12/2038; Ind;1; HW
9; 21/4/2039; Ind;1; HW
9; 30/9/2039; Ind;1; HW
9; 18/3/2040; Ind;1; HW
9; 2/5/2040; Ind;1; HW
