numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 26/11/2019; DCC NL;2; FH
1; 27/12/2029; Ind;1; HW
1; 10/4/2033; Ind;1; HW
1; 13/10/2034; Ind;1; HW
1; 7/1/2035; Ind;1; HW
1; 18/9/2036; Ind;1; HW
1; 2/3/2037; Ind;1; HW
1; 16/3/2038; Ind;1; HW
1; 18/8/2039; Ind;1; HW
1; 14/1/2040; Ind;1; HW
1; 30/1/2040; Ind;1; HW
1; 4/4/2040; Ind;1; HW
1; 18/6/2040; Ind;1; HW
2; 24/11/2031; Ind;1; HW
2; 8/7/2032; Ind;1; HW
2; 11/7/2034; DCC NL;1; FH
2; 2/11/2034; Ind;1; HW
2; 10/7/2036; Ind;1; HW
2; 21/9/2036; Ind;1; HW
2; 19/1/2037; Ind;1; HW
2; 1/4/2037; Ind;1; HW
2; 12/7/2038; Ind;1; HW
2; 8/11/2038; Ind;1; HW
2; 3/10/2039; Ind;1; HW
2; 27/1/2040; Ind;1; HW
2; 16/2/2040; Ind;1; HW
3; 19/10/2016; DCC L;5; FH
3; 3/6/2021; DCC NL;1; FH
3; 4/6/2021; DCC NL;3; FH
3; 9/1/2031; DCC NL;4; FH
3; 27/12/2034; Ind;1; HW
3; 17/6/2036; Ind;1; HW
3; 19/2/2037; Ind;1; HW
3; 27/9/2037; Ind;1; HW
3; 4/11/2037; Ind;1; HW
3; 5/1/2038; Ind;1; HW
3; 19/10/2038; Ind;1; HW
3; 24/11/2038; DCC NL;1; FH
3; 25/3/2039; DCC NL;1; FH
3; 30/3/2039; Ind;1; HW
3; 1/4/2039; Ind;1; HW
3; 2/4/2039; Ind;1; HW
3; 19/7/2040; Ind;1; HW
3; 20/9/2040; Ind;1; HW
3; 19/12/2040; Ind;1; HW
4; 28/10/2018; DCC NL;2; FH
4; 9/11/2019; DCC NL;5; FH
4; 11/4/2029; DCC NL;1; FH
4; 26/5/2032; Ind;1; HW
4; 24/10/2034; Ind;1; HW
4; 20/12/2035; Ind;1; HW
4; 9/2/2036; Ind;1; HW
4; 4/5/2036; Ind;1; HW
4; 6/6/2036; Ind;1; HW
4; 1/10/2037; Ind;1; HW
4; 3/2/2038; Ind;1; HW
4; 27/4/2038; Ind;1; HW
4; 15/7/2038; Ind;1; HW
4; 7/11/2038; Ind;1; HW
4; 15/4/2039; Ind;1; HW
4; 3/8/2039; Ind;1; HW
4; 13/10/2039; Ind;1; HW
4; 14/11/2039; Ind;1; HW
4; 3/1/2040; Ind;1; HW
4; 28/2/2040; Ind;1; HW
4; 1/3/2040; DCC NL;2; FH
4; 15/9/2040; Ind;1; HW
4; 21/11/2040; Ind;1; HW
4; 6/12/2040; Ind;1; HW
5; 21/4/2016; DCC NL;1; FH
5; 9/9/2017; DCC NL;3; FH
5; 2/8/2024; DCC L;5; HW
5; 19/3/2026; DCC L;5; FH
5; 5/12/2029; Ind;1; HW
5; 28/12/2031; DCC L;5; HW
5; 19/2/2033; Ind;1; HW
5; 28/7/2035; Ind;1; HW
5; 8/4/2036; DCC NL;4; HW
5; 11/5/2036; Ind;1; HW
5; 30/10/2037; Ind;1; HW
5; 19/11/2038; Ind;1; HW
5; 17/1/2039; Ind;1; HW
5; 10/8/2039; Ind;1; HW
5; 27/2/2040; Ind;1; HW
5; 4/3/2040; Ind;1; HW
5; 15/3/2040; Ind;1; HW
6; 6/10/2018; DCC NL;2; FH
