numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 16/8/2018; DCC NL;2; FH
1; 8/2/2019; DCC L;5; FH
2; 27/5/2024; DCC NL;2; FH
2; 15/2/2034; DCC NL;4; FH
2; 28/12/2035; DCC NL;7; FH
2; 29/11/2038; DCC NL;2; FH
2; 29/3/2039; DCC NL;1; FH
3; 1/4/2021; DCC NL;1; FH
3; 4/4/2025; DCC NL;3; FH
3; 13/3/2027; DCC L;12; SW
4; 20/9/2032; DCC L;5; FH
4; 28/3/2037; DCC NL;1; FH
5; 6/11/2038; DCC NL;2; FH
6; 29/3/2029; DCC NL;1; FH
6; 26/1/2035; DCC L;4; FH
7; 10/2/2034; DCC L;12; FH
7; 15/10/2036; DCC NL;1; FH
8; 15/1/2027; DCC NL;2; FH
8; 13/7/2038; DCC NL;4; FH
9; 23/2/2021; DCC NL;2; FH
9; 5/12/2021; DCC L;5; FH
10; 10/10/2021; DCC NL;3; HW
10; 7/9/2027; DCC L;5; FH
10; 3/2/2037; DCC NL;1; FH
11; 5/11/2016; DCC NL;1; FH
11; 3/12/2031; DCC NL;7; FH
12; 21/11/2023; DCC L;12; FH
12; 27/2/2030; DCC L;5; HW
13; 1/12/2031; DCC NL;2; FH
13; 29/9/2034; DCC NL;3; FH
13; 23/6/2037; DCC NL;2; FH
13; 15/11/2040; DCC NL;5; HW
14; 19/2/2031; DCC L;5; HW
14; 11/9/2040; DCC NL;5; FH
15; 1/3/2017; DCC NL;3; FH
15; 8/11/2020; DCC NL;3; FH
15; 14/12/2022; DCC L;5; FH
15; 13/11/2023; DCC NL;1; FH
16; 4/5/2020; DCC L;5; FH
16; 8/5/2023; DCC NL;1; FH
16; 13/11/2035; DCC NL;4; FH
17; 15/4/2029; DCC NL;2; HW
17; 16/11/2029; DCC NL;1; FH
17; 2/7/2037; DCC L;4; FH
18; 31/5/2023; DCC NL;5; FH
18; 17/9/2034; DCC NL;4; HW
19; 4/7/2035; DCC NL;4; FH
19; 26/10/2036; DCC NL;2; FH
20; 5/6/2022; DCC L;5; HW
20; 13/10/2031; DCC NL;2; FH
21; 17/3/2022; DCC NL;2; FH
21; 12/7/2022; DCC NL;4; FH
21; 11/6/2023; DCC NL;3; FH
21; 4/9/2023; DCC NL;1; HW
22; 4/3/2017; DCC NL;3; FH
22; 27/5/2017; DCC NL;1; FH
22; 8/1/2036; DCC NL;3; FH
22; 7/9/2036; DCC NL;1; FH
23; 5/5/2025; DCC NL;1; FH
23; 5/2/2029; DCC NL;1; FH
23; 5/5/2031; DCC NL;1; FH
23; 20/1/2033; DCC NL;1; FH
23; 25/11/2039; DCC NL;2; FH
24; 23/7/2016; DCC L;4; FH
24; 20/7/2021; DCC NL;6; HW
24; 23/3/2022; DCC L;5; FH
24; 24/12/2022; DCC NL;3; FH
24; 3/6/2034; DCC NL;3; HW
24; 22/3/2038; DCC NL;2; FH
24; 30/4/2038; DCC NL;1; FH
25; 14/9/2017; DCC NL;2; FH
25; 8/9/2031; DCC NL;2; FH
25; 18/4/2032; DCC NL;1; FH
26; 13/1/2016; DCC NL;1; FH
26; 23/5/2016; DCC L;8; SW
26; 24/12/2017; DCC NL;2; HW
26; 14/9/2032; DCC NL;2; FH
26; 27/3/2039; DCC NL;2; FH
27; 17/10/2024; DCC NL;2; FH
27; 29/11/2032; DCC NL;2; FH
27; 12/8/2034; DCC NL;1; FH
28; 19/7/2016; DCC L;8; FH
28; 11/12/2018; DCC NL;2; FH
28; 10/6/2019; DCC NL;1; FH
28; 28/9/2030; DCC L;8; FH
29; 15/11/2018; DCC NL;1; FH
29; 20/1/2033; DCC NL;2; FH
30; 2/9/2029; DCC NL;7; HW
31; 16/12/2019; DCC NL;1; FH
31; 3/6/2020; DCC NL;1; FH
31; 4/12/2025; DCC NL;2; FH
32; 13/3/2018; DCC L;8; FH
32; 20/6/2025; DCC L;5; HW
32; 14/9/2039; DCC NL;2; FH
33; 23/6/2025; DCC NL;3; FH
34; 6/10/2037; DCC NL;1; HW
35; 12/5/2038; DCC NL;3; FH
38; 27/10/2032; DCC L;5; HW
38; 23/5/2035; DCC NL;3; FH
39; 16/9/2024; DCC NL;2; FH
39; 14/5/2037; DCC L;12; SW
39; 19/5/2037; DCC NL;2; FH
40; 12/1/2020; DCC NL;1; HW
40; 13/6/2020; DCC NL;2; FH
40; 30/3/2023; DCC NL;3; FH
40; 19/4/2024; DCC NL;1; FH
40; 23/4/2037; DCC L;5; HW
40; 1/11/2038; DCC NL;3; FH
41; 14/8/2036; DCC NL;1; FH
41; 30/10/2040; DCC L;5; HW
42; 24/2/2018; DCC L;5; FH
42; 7/12/2026; DCC NL;2; FH
42; 25/4/2029; DCC NL;3; FH
43; 21/9/2020; DCC NL;2; FH
43; 6/12/2027; DCC NL;2; FH
43; 28/12/2029; DCC NL;5; FH
43; 27/5/2034; DCC L;4; FH
43; 6/6/2037; DCC NL;3; FH
44; 14/8/2024; DCC NL;2; FH
44; 14/6/2028; DCC NL;3; HW
45; 8/10/2022; DCC NL;1; FH
45; 18/12/2024; DCC NL;1; FH
45; 2/8/2030; DCC NL;1; HW
45; 22/6/2034; DCC NL;2; FH
46; 22/8/2016; DCC NL;3; HW
47; 2/6/2020; DCC NL;3; FH
47; 4/10/2027; DCC NL;3; FH
47; 13/4/2035; DCC NL;2; FH
47; 12/6/2039; DCC L;4; FH
48; 30/3/2034; DCC L;4; FH
48; 31/3/2036; DCC L;5; HW
49; 13/7/2024; DCC NL;5; FH
49; 14/1/2032; DCC L;8; FH
50; 26/5/2025; DCC NL;3; FH
50; 18/2/2027; DCC NL;1; FH
50; 3/8/2032; DCC NL;2; FH
50; 10/2/2037; DCC NL;1; FH
