numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 11/10/2025; DCC NL;3; FH
2; 26/6/2019; DCC NL;2; FH
2; 14/3/2027; DCC NL;1; FH
3; 6/10/2018; DCC L;4; FH
3; 11/4/2037; DCC NL;2; HW
4; 25/11/2024; DCC NL;1; FH
4; 19/9/2027; DCC NL;1; FH
5; 26/5/2028; DCC L;4; FH
5; 13/12/2031; DCC NL;1; FH
6; 25/9/2030; DCC L;12; SW
6; 18/3/2036; DCC NL;3; FH
6; 12/6/2036; DCC NL;1; HW
7; 17/9/2019; DCC NL;2; FH
8; 10/4/2016; DCC NL;3; FH
8; 29/12/2016; DCC NL;3; FH
9; 6/2/2018; DCC NL;3; FH
9; 8/6/2028; DCC L;8; SW
9; 10/11/2035; DCC NL;1; FH
9; 20/8/2037; DCC NL;2; FH
10; 4/12/2026; DCC NL;1; FH
10; 29/11/2028; DCC NL;2; FH
11; 12/11/2017; DCC NL;3; FH
11; 2/11/2026; DCC NL;2; FH
11; 16/10/2028; DCC NL;2; HW
11; 24/1/2039; DCC NL;1; FH
12; 14/7/2031; DCC L;8; SW
12; 26/10/2032; DCC L;4; FH
13; 13/9/2034; DCC NL;3; HW
14; 24/7/2025; DCC L;5; FH
14; 6/12/2028; DCC NL;2; FH
14; 2/9/2037; DCC NL;3; FH
15; 29/3/2029; DCC L;5; FH
15; 28/4/2038; DCC NL;3; FH
16; 18/3/2035; DCC L;5; HW
16; 27/11/2040; DCC NL;1; HW
17; 28/12/2019; DCC NL;1; FH
17; 28/2/2025; DCC NL;2; HW
17; 24/6/2031; DCC NL;2; FH
17; 15/4/2037; DCC NL;1; FH
18; 19/2/2016; DCC L;4; FH
18; 15/7/2016; DCC L;5; FH
18; 13/10/2023; DCC NL;4; FH
18; 14/4/2027; DCC NL;5; FH
18; 18/4/2032; DCC L;4; FH
18; 11/5/2036; DCC L;4; FH
19; 12/4/2035; DCC L;4; FH
20; 17/8/2023; DCC NL;2; HW
20; 18/2/2024; DCC NL;1; FH
20; 29/7/2026; DCC NL;1; FH
21; 13/12/2018; DCC L;4; FH
21; 13/9/2027; DCC L;8; FH
21; 9/9/2040; DCC NL;2; FH
23; 20/1/2031; DCC NL;6; HW
23; 3/11/2038; DCC NL;4; HW
23; 11/11/2039; DCC NL;2; FH
24; 19/11/2021; DCC L;5; FH
24; 3/3/2022; DCC NL;2; FH
24; 29/12/2035; DCC NL;4; FH
25; 9/4/2020; DCC L;5; FH
26; 3/12/2018; DCC NL;4; HW
26; 22/7/2027; DCC NL;2; FH
27; 7/3/2020; DCC NL;2; FH
27; 7/5/2027; DCC NL;1; HW
27; 17/8/2030; DCC NL;3; FH
27; 25/1/2031; DCC NL;2; FH
27; 26/8/2032; DCC NL;3; FH
27; 29/9/2032; DCC NL;3; FH
27; 29/8/2033; DCC NL;2; HW
28; 22/9/2016; DCC L;12; FH
28; 24/6/2024; DCC L;5; HW
28; 1/8/2028; DCC NL;2; FH
29; 27/12/2021; DCC NL;3; FH
29; 27/3/2027; DCC NL;1; FH
29; 5/1/2035; DCC NL;2; FH
31; 20/9/2040; DCC NL;1; FH
32; 29/8/2025; DCC L;4; FH
32; 11/7/2037; DCC NL;1; FH
33; 10/7/2020; DCC NL;2; HW
34; 3/7/2019; DCC NL;1; FH
34; 20/4/2021; DCC NL;3; FH
34; 2/5/2030; DCC L;5; HW
35; 13/10/2025; DCC NL;2; FH
35; 28/8/2039; DCC NL;5; HW
35; 15/1/2040; DCC NL;3; FH
36; 29/3/2019; DCC NL;3; FH
36; 22/5/2033; DCC L;4; FH
36; 3/7/2035; DCC NL;3; FH
36; 22/9/2038; DCC L;8; FH
37; 2/4/2020; DCC L;8; SW
37; 2/8/2031; DCC NL;3; HW
37; 5/5/2033; DCC NL;3; FH
37; 26/1/2039; DCC L;5; FH
38; 4/2/2021; DCC NL;2; FH
38; 3/9/2040; DCC NL;2; FH
39; 7/9/2025; DCC NL;1; FH
39; 7/9/2040; DCC NL;1; FH
40; 18/2/2019; DCC NL;2; FH
40; 20/3/2020; DCC NL;1; FH
40; 5/4/2023; DCC NL;2; FH
40; 21/8/2032; DCC NL;1; FH
40; 20/2/2033; DCC NL;2; FH
41; 1/11/2019; DCC NL;2; FH
41; 3/10/2020; DCC NL;2; HW
41; 16/11/2022; DCC L;5; FH
41; 16/8/2029; DCC L;5; FH
41; 8/5/2030; DCC NL;4; FH
41; 28/11/2040; DCC NL;2; FH
42; 2/2/2038; DCC L;5; HW
42; 5/12/2038; DCC L;8; SW
43; 29/10/2023; DCC NL;2; FH
44; 4/3/2036; DCC NL;1; HW
45; 24/2/2017; DCC NL;4; FH
45; 11/8/2024; DCC NL;1; FH
46; 12/3/2018; DCC NL;5; HW
47; 26/6/2030; DCC NL;1; FH
47; 18/4/2031; DCC NL;1; HW
48; 17/10/2020; DCC NL;1; FH
48; 21/8/2023; DCC L;4; FH
48; 25/3/2035; DCC NL;3; FH
49; 13/10/2020; DCC NL;3; FH
50; 17/12/2031; DCC NL;1; HW
