numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
2; 8/10/2016; DCC L;5; FH
2; 12/6/2030; DCC NL;3; FH
3; 18/11/2016; DCC NL;1; FH
3; 30/6/2025; DCC NL;1; FH
3; 23/4/2031; DCC NL;2; FH
3; 22/7/2034; DCC L;4; FH
3; 6/1/2040; DCC NL;2; FH
4; 14/5/2016; DCC NL;2; FH
4; 10/12/2034; DCC NL;2; FH
5; 28/3/2023; DCC NL;3; FH
6; 21/12/2017; DCC NL;3; FH
6; 25/10/2035; DCC NL;3; FH
7; 9/3/2027; DCC NL;2; FH
7; 14/11/2033; DCC L;5; HW
8; 2/5/2034; DCC NL;2; HW
8; 13/2/2035; DCC L;5; HW
8; 19/3/2035; DCC L;4; FH
9; 20/3/2016; DCC NL;4; SW
9; 24/6/2019; DCC NL;2; HW
9; 8/7/2026; DCC L;8; FH
9; 13/3/2028; DCC NL;1; FH
9; 18/3/2031; DCC NL;1; HW
10; 16/7/2023; DCC NL;1; FH
10; 29/11/2040; DCC L;12; SW
11; 14/12/2016; DCC L;8; FH
12; 21/7/2032; DCC NL;2; FH
13; 21/5/2018; DCC NL;3; HW
13; 28/6/2032; DCC L;5; FH
14; 4/7/2022; DCC L;4; FH
15; 23/7/2016; DCC L;5; FH
15; 20/9/2021; DCC NL;2; FH
15; 9/2/2027; DCC NL;5; HW
15; 13/12/2031; DCC NL;2; FH
15; 4/8/2034; DCC NL;3; FH
15; 9/5/2039; DCC NL;2; FH
16; 3/3/2032; DCC L;8; FH
16; 15/2/2035; DCC NL;5; HW
16; 4/9/2040; DCC NL;3; FH
17; 25/9/2016; DCC NL;1; FH
17; 9/11/2038; DCC L;4; FH
18; 14/1/2035; DCC NL;1; FH
18; 29/5/2035; DCC NL;2; FH
19; 2/1/2019; DCC NL;3; FH
19; 25/2/2025; DCC NL;2; FH
19; 27/10/2028; DCC NL;2; FH
19; 21/3/2030; DCC L;4; FH
19; 27/11/2032; DCC NL;2; HW
20; 12/6/2025; DCC NL;3; FH
20; 24/9/2033; DCC NL;3; FH
21; 21/5/2016; DCC L;5; FH
21; 28/7/2018; DCC L;4; FH
21; 11/6/2035; DCC NL;1; FH
21; 14/9/2039; DCC NL;2; FH
22; 9/12/2020; DCC L;8; SW
23; 29/12/2024; DCC NL;2; FH
23; 12/5/2030; DCC NL;1; FH
23; 26/3/2033; DCC NL;1; FH
23; 11/3/2040; DCC NL;2; FH
24; 17/10/2017; DCC NL;1; HW
24; 4/10/2018; DCC NL;3; FH
24; 25/7/2022; DCC NL;4; FH
25; 18/9/2016; DCC NL;4; HW
25; 23/6/2032; DCC NL;1; FH
25; 16/12/2039; DCC NL;3; FH
26; 9/8/2017; DCC L;4; FH
26; 4/1/2028; DCC NL;1; FH
26; 13/4/2039; DCC NL;3; FH
27; 31/5/2023; DCC L;5; FH
27; 18/5/2032; DCC NL;1; FH
27; 10/10/2033; DCC NL;1; FH
27; 13/4/2034; DCC L;12; SW
27; 27/7/2035; DCC L;4; FH
27; 2/6/2039; DCC NL;1; FH
28; 23/11/2032; DCC NL;1; FH
28; 23/2/2033; DCC L;4; FH
29; 26/5/2019; DCC L;8; FH
29; 22/9/2020; DCC NL;1; FH
29; 20/8/2030; DCC NL;2; FH
29; 25/5/2033; DCC NL;1; FH
29; 4/4/2036; DCC L;4; FH
30; 7/4/2027; DCC NL;1; FH
30; 18/2/2030; DCC L;5; FH
30; 10/6/2031; DCC NL;2; FH
30; 6/10/2036; DCC NL;2; FH
31; 1/1/2021; DCC NL;2; FH
31; 24/4/2024; DCC NL;2; FH
31; 17/12/2037; DCC L;5; FH
32; 22/6/2026; DCC NL;2; HW
32; 30/8/2036; DCC L;4; FH
33; 9/7/2022; DCC NL;5; FH
33; 30/9/2030; DCC NL;1; FH
33; 14/12/2033; DCC NL;2; FH
33; 5/11/2040; DCC NL;2; FH
34; 1/12/2019; DCC L;5; HW
34; 19/8/2021; DCC NL;1; FH
34; 10/8/2022; DCC NL;2; FH
34; 24/8/2024; DCC NL;1; HW
34; 13/9/2026; DCC L;4; FH
34; 6/1/2030; DCC L;8; SW
34; 7/8/2034; DCC NL;3; FH
34; 20/9/2039; DCC NL;2; FH
35; 24/1/2027; DCC NL;1; FH
35; 10/9/2038; DCC NL;2; HW
36; 24/4/2021; DCC NL;1; FH
37; 10/8/2019; DCC NL;3; HW
37; 27/8/2023; DCC NL;4; HW
37; 28/6/2036; DCC NL;4; FH
38; 23/5/2019; DCC NL;3; FH
38; 29/7/2019; DCC L;12; SW
39; 25/3/2019; DCC NL;1; FH
39; 6/12/2029; DCC NL;3; FH
39; 23/12/2036; DCC NL;2; FH
39; 28/11/2039; DCC NL;2; FH
40; 3/5/2016; DCC NL;1; HW
40; 21/8/2027; DCC NL;2; FH
40; 19/12/2031; DCC NL;4; FH
41; 22/6/2030; DCC NL;1; FH
41; 27/5/2040; DCC NL;4; HW
42; 3/9/2016; DCC NL;2; FH
42; 6/9/2020; DCC L;5; FH
42; 25/6/2021; DCC L;5; FH
42; 20/12/2022; DCC L;8; SW
42; 22/10/2027; DCC NL;3; FH
42; 16/3/2032; DCC L;4; FH
43; 23/5/2017; DCC NL;1; FH
43; 10/6/2019; DCC NL;4; FH
43; 16/10/2021; DCC NL;1; FH
43; 25/10/2023; DCC NL;1; HW
43; 10/10/2033; DCC L;4; FH
44; 26/7/2025; DCC NL;2; FH
44; 30/5/2033; DCC NL;2; FH
44; 21/11/2038; DCC NL;2; FH
45; 29/6/2032; DCC NL;2; FH
45; 14/1/2038; DCC NL;2; FH
46; 25/7/2016; DCC NL;2; FH
46; 14/3/2021; DCC L;5; FH
46; 6/7/2023; DCC L;4; FH
46; 15/1/2029; DCC NL;2; FH
46; 20/2/2039; DCC L;5; FH
47; 2/7/2033; DCC NL;2; FH
47; 13/12/2038; DCC L;5; HW
48; 30/10/2028; DCC NL;2; FH
48; 2/11/2030; DCC NL;5; FH
48; 13/10/2032; DCC L;4; FH
49; 5/6/2017; DCC L;5; FH
49; 19/1/2019; DCC L;8; SW
49; 24/6/2020; DCC NL;2; FH
49; 25/11/2026; DCC NL;1; FH
49; 28/6/2030; DCC NL;3; FH
49; 17/9/2033; DCC NL;1; FH
49; 3/2/2040; DCC NL;1; FH
50; 28/11/2024; DCC NL;2; HW
50; 20/7/2025; DCC L;5; FH
50; 27/1/2026; DCC NL;3; FH
50; 10/8/2033; DCC L;12; FH
