numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 8/12/2038; DCC L;4; FH
2; 30/4/2016; DCC NL;2; FH
2; 22/10/2019; DCC L;5; HW
2; 19/3/2021; DCC NL;3; HW
2; 28/9/2025; DCC L;5; FH
2; 13/12/2031; DCC NL;1; FH
3; 7/9/2021; DCC NL;1; HW
3; 24/9/2032; DCC NL;1; FH
3; 10/4/2033; DCC NL;2; FH
4; 21/6/2022; DCC NL;1; FH
4; 15/7/2037; DCC NL;2; FH
5; 22/6/2018; DCC NL;3; FH
5; 18/10/2032; DCC NL;3; FH
6; 8/5/2026; DCC NL;1; FH
6; 29/7/2026; DCC L;7; FH
6; 30/11/2037; DCC NL;2; FH
7; 16/11/2021; DCC NL;2; FH
7; 16/6/2024; DCC NL;4; FH
7; 22/10/2030; DCC NL;4; HW
7; 20/7/2035; DCC NL;1; HW
8; 14/10/2018; DCC NL;2; FH
9; 3/7/2016; DCC NL;4; HW
9; 30/6/2020; DCC L;4; FH
9; 1/8/2029; DCC NL;5; HW
10; 10/11/2033; DCC NL;1; FH
11; 18/1/2023; DCC NL;1; FH
11; 16/7/2034; DCC NL;4; FH
11; 22/9/2038; DCC NL;1; FH
12; 20/9/2023; DCC L;4; FH
12; 7/1/2032; DCC L;4; FH
13; 11/11/2023; DCC NL;1; HW
13; 7/7/2028; DCC L;12; FH
13; 11/12/2032; DCC NL;1; HW
13; 15/10/2033; DCC NL;2; FH
14; 10/6/2019; DCC NL;1; FH
14; 20/11/2036; DCC NL;2; FH
15; 17/4/2017; DCC L;5; HW
15; 2/9/2031; DCC NL;5; FH
15; 6/3/2036; DCC L;4; FH
16; 14/4/2028; DCC NL;8; FH
16; 8/8/2033; DCC L;5; HW
16; 26/3/2038; DCC NL;3; FH
17; 26/4/2031; DCC L;8; SW
17; 30/3/2032; DCC L;12; SW
17; 16/8/2037; DCC NL;4; FH
18; 31/12/2021; DCC NL;5; FH
18; 29/11/2039; DCC NL;4; HW
19; 1/6/2018; DCC NL;3; FH
19; 29/4/2026; DCC NL;2; HW
19; 19/9/2032; DCC NL;5; HW
19; 30/11/2034; DCC NL;2; HW
20; 10/10/2016; DCC NL;3; HW
21; 25/5/2016; DCC NL;3; HW
21; 9/7/2028; DCC NL;4; FH
22; 11/1/2022; DCC L;5; FH
22; 7/5/2022; DCC NL;2; FH
22; 16/1/2030; DCC NL;1; FH
23; 27/1/2032; DCC NL;1; FH
23; 27/2/2036; DCC NL;1; FH
24; 25/1/2021; DCC NL;1; FH
24; 18/11/2039; DCC NL;3; HW
25; 18/1/2030; DCC L;4; FH
25; 20/9/2032; DCC NL;6; FH
26; 25/10/2024; DCC NL;2; FH
27; 12/12/2030; DCC NL;1; FH
27; 15/5/2032; DCC L;4; FH
28; 17/4/2017; DCC NL;3; FH
28; 26/6/2017; DCC NL;3; FH
28; 17/11/2018; DCC NL;2; FH
28; 29/10/2035; DCC NL;2; HW
29; 4/9/2026; DCC NL;2; FH
29; 25/3/2028; DCC NL;1; FH
29; 9/7/2034; DCC L;12; FH
29; 16/6/2037; DCC L;4; FH
29; 23/10/2040; DCC NL;5; HW
30; 16/8/2017; DCC NL;2; FH
30; 26/4/2026; DCC L;4; FH
30; 7/1/2027; DCC NL;3; FH
30; 31/7/2027; DCC NL;2; FH
30; 1/10/2028; DCC L;5; HW
30; 12/3/2036; DCC NL;1; FH
31; 24/4/2017; DCC L;5; HW
31; 19/7/2018; DCC NL;1; FH
31; 21/9/2019; DCC L;4; FH
31; 29/10/2022; DCC NL;1; FH
32; 21/3/2026; DCC NL;3; FH
32; 31/3/2032; DCC L;12; FH
32; 27/7/2035; DCC L;5; FH
33; 29/12/2018; DCC L;12; SW
33; 28/12/2025; DCC NL;3; FH
33; 24/9/2029; DCC NL;1; FH
33; 29/5/2037; DCC NL;1; FH
33; 24/2/2040; DCC L;8; SW
33; 20/10/2040; DCC NL;2; FH
34; 23/12/2029; DCC NL;3; FH
34; 22/2/2035; DCC NL;1; FH
34; 17/9/2038; DCC NL;2; FH
35; 18/3/2035; DCC NL;1; FH
36; 23/1/2032; DCC NL;4; FH
37; 6/12/2018; DCC L;5; FH
37; 20/1/2033; DCC NL;3; FH
38; 2/2/2017; DCC NL;2; FH
38; 4/9/2031; DCC L;5; HW
38; 25/12/2036; DCC L;4; FH
39; 14/1/2020; DCC L;5; FH
39; 6/4/2020; DCC NL;3; FH
39; 10/12/2032; DCC L;4; FH
41; 17/5/2016; DCC NL;3; FH
41; 28/12/2022; DCC L;5; FH
41; 25/7/2027; DCC NL;8; FH
42; 22/5/2019; DCC NL;1; FH
42; 9/3/2040; DCC NL;1; FH
43; 21/4/2020; DCC L;12; FH
43; 24/3/2023; DCC NL;2; FH
43; 16/12/2030; DCC NL;1; FH
44; 16/8/2017; DCC NL;2; FH
44; 21/3/2038; DCC NL;1; FH
45; 14/8/2028; DCC NL;1; FH
46; 14/1/2018; DCC L;12; FH
46; 6/2/2024; DCC NL;3; FH
46; 23/8/2029; DCC NL;4; HW
46; 19/10/2032; DCC NL;3; FH
46; 26/5/2034; DCC NL;2; FH
47; 4/1/2032; DCC NL;1; FH
47; 23/12/2033; DCC NL;2; FH
48; 19/5/2017; DCC NL;1; FH
48; 23/6/2034; DCC NL;8; FH
48; 29/9/2038; DCC L;4; FH
49; 29/7/2037; DCC NL;2; FH
49; 30/8/2037; DCC NL;2; HW
49; 9/8/2040; DCC NL;1; FH
50; 21/4/2017; DCC L;8; SW
50; 12/3/2020; DCC NL;5; FH
50; 4/4/2024; DCC L;4; FH
50; 2/5/2040; DCC NL;1; FH
