numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 20/5/2024; DCC NL;3; FH
1; 4/9/2031; Ind;1; HW
1; 3/2/2032; DCC L;4; FH
1; 17/9/2032; DCC L;8; FH
1; 2/3/2033; Ind;1; HW
1; 1/10/2034; Ind;1; HW
1; 2/5/2035; Ind;1; HW
1; 1/4/2037; Ind;1; HW
1; 21/2/2039; Ind;1; HW
1; 5/5/2039; Ind;1; HW
1; 13/7/2039; Ind;1; HW
1; 13/8/2039; Ind;1; HW
1; 20/5/2040; Ind;1; HW
2; 7/4/2032; Ind;1; HW
2; 22/3/2033; Ind;1; HW
2; 22/5/2035; Ind;1; HW
2; 3/12/2035; Ind;1; HW
2; 27/10/2037; Ind;1; HW
2; 15/11/2037; Ind;1; HW
2; 4/2/2039; Ind;1; HW
2; 25/5/2039; Ind;1; HW
2; 26/1/2040; Ind;1; HW
2; 11/3/2040; Ind;1; HW
2; 16/4/2040; Ind;1; HW
3; 7/6/2020; DCC NL;1; FH
3; 20/4/2031; DCC NL;3; FH
3; 18/12/2031; Ind;1; HW
3; 19/8/2033; Ind;1; HW
3; 15/12/2034; Ind;1; HW
3; 24/1/2035; Ind;1; HW
3; 14/6/2035; Ind;1; HW
3; 3/9/2036; Ind;1; HW
3; 14/12/2037; Ind;1; HW
3; 22/7/2038; DCC NL;4; FH
3; 7/11/2038; Ind;1; HW
3; 5/6/2039; Ind;1; HW
3; 9/8/2039; Ind;1; HW
3; 23/9/2040; Ind;1; HW
3; 2/12/2040; Ind;1; HW
4; 7/9/2016; DCC NL;2; HW
4; 27/9/2027; DCC NL;4; FH
4; 2/6/2028; DCC NL;3; FH
4; 10/3/2034; Ind;1; HW
4; 28/3/2034; Ind;1; HW
4; 22/9/2036; DCC NL;1; FH
4; 11/9/2037; Ind;1; HW
4; 19/1/2038; DCC L;5; HW
4; 19/3/2038; Ind;1; HW
4; 18/6/2038; Ind;1; HW
4; 30/10/2038; Ind;1; HW
4; 20/11/2038; Ind;1; HW
4; 30/11/2038; Ind;1; HW
4; 30/4/2040; Ind;1; HW
4; 18/8/2040; Ind;1; HW
4; 11/11/2040; Ind;1; HW
5; 31/7/2023; DCC NL;1; FH
5; 3/8/2029; Ind;1; HW
5; 23/2/2030; DCC NL;5; HW
5; 24/3/2035; Ind;1; HW
5; 9/9/2035; Ind;1; HW
5; 26/2/2036; DCC L;4; FH
5; 11/10/2036; Ind;1; HW
5; 11/11/2036; Ind;1; HW
5; 12/8/2039; Ind;1; HW
5; 15/1/2040; Ind;1; HW
5; 30/6/2040; Ind;1; HW
6; 22/4/2023; DCC NL;3; FH
6; 22/12/2029; DCC NL;1; FH
6; 28/6/2030; Ind;1; HW
6; 4/12/2032; Ind;1; HW
6; 18/3/2034; DCC NL;3; FH
6; 1/10/2034; Ind;1; HW
6; 16/10/2035; Ind;1; HW
6; 14/4/2036; Ind;1; HW
6; 21/6/2036; Ind;1; HW
6; 13/10/2036; Ind;1; HW
6; 24/12/2036; Ind;1; HW
6; 7/7/2037; DCC L;4; FH
6; 16/9/2037; Ind;1; HW
6; 13/8/2038; Ind;1; HW
6; 29/10/2038; Ind;1; HW
6; 13/8/2039; Ind;1; HW
6; 2/12/2039; Ind;1; HW
6; 8/6/2040; Ind;1; HW
7; 12/10/2032; Ind;1; HW
7; 19/11/2035; Ind;1; HW
7; 12/6/2036; Ind;1; HW
7; 28/6/2037; Ind;1; HW
7; 18/10/2037; Ind;1; HW
7; 27/12/2037; Ind;1; HW
7; 4/6/2038; Ind;1; HW
7; 28/4/2039; Ind;1; HW
7; 7/9/2039; Ind;1; HW
7; 17/1/2040; Ind;1; HW
7; 23/3/2040; DCC L;5; HW
7; 22/6/2040; Ind;1; HW
8; 1/5/2027; DCC L;4; FH
8; 13/12/2027; DCC L;5; HW
8; 9/12/2030; DCC L;5; HW
8; 11/8/2032; Ind;1; HW
8; 8/1/2033; Ind;1; HW
8; 25/3/2036; Ind;1; HW
8; 28/6/2036; Ind;1; HW
8; 1/5/2038; Ind;1; HW
8; 1/10/2038; Ind;1; HW
8; 16/1/2039; Ind;1; HW
8; 17/6/2039; Ind;1; HW
8; 26/1/2040; Ind;1; HW
8; 13/5/2040; Ind;1; HW
8; 24/5/2040; Ind;1; HW
8; 27/7/2040; Ind;1; HW
9; 18/3/2021; DCC NL;1; FH
9; 6/11/2027; DCC L;5; FH
9; 3/10/2034; DCC NL;3; FH
9; 1/12/2034; Ind;1; HW
9; 9/12/2034; Ind;1; HW
9; 25/5/2035; Ind;1; HW
9; 26/5/2035; DCC NL;1; FH
9; 20/5/2036; Ind;1; HW
9; 18/6/2036; Ind;1; HW
9; 24/9/2036; DCC NL;4; FH
9; 13/2/2038; Ind;1; HW
9; 25/9/2038; Ind;1; HW
9; 6/11/2038; Ind;1; HW
9; 1/11/2039; Ind;1; HW
9; 25/4/2040; Ind;1; HW
9; 29/5/2040; Ind;1; HW
9; 19/6/2040; Ind;1; HW
9; 12/9/2040; Ind;1; HW
9; 20/9/2040; Ind;1; HW
9; 27/11/2040; DCC NL;4; FH
10; 19/9/2030; Ind;1; HW
10; 26/12/2030; DCC NL;1; HW
10; 26/2/2033; Ind;1; HW
10; 29/3/2033; Ind;1; HW
10; 20/2/2034; Ind;1; HW
10; 16/3/2035; DCC NL;1; HW
10; 18/11/2035; Ind;1; HW
10; 27/2/2036; Ind;1; HW
10; 18/2/2038; Ind;1; HW
10; 7/5/2038; Ind;1; HW
10; 13/6/2038; Ind;1; HW
10; 22/9/2038; Ind;1; HW
10; 16/1/2039; Ind;1; HW
