numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 12/9/2028; Ind;1; HW
1; 11/1/2034; Ind;1; HW
1; 26/8/2035; Ind;1; HW
1; 1/2/2036; Ind;1; HW
1; 25/8/2037; Ind;1; HW
1; 8/11/2037; Ind;1; HW
1; 20/9/2039; Ind;1; HW
1; 23/11/2039; Ind;1; HW
1; 15/1/2040; Ind;1; HW
1; 25/5/2040; Ind;1; HW
1; 31/8/2040; Ind;1; HW
2; 16/6/2034; Ind;1; HW
2; 11/10/2034; Ind;1; HW
2; 15/7/2036; Ind;1; HW
2; 3/4/2037; Ind;1; HW
2; 15/9/2037; Ind;1; HW
2; 29/10/2037; Ind;1; HW
2; 17/1/2038; Ind;1; HW
2; 26/3/2038; Ind;1; HW
2; 17/7/2038; Ind;1; HW
2; 29/3/2039; Ind;1; HW
2; 29/4/2039; Ind;1; HW
2; 19/6/2039; Ind;1; HW
2; 6/12/2039; Ind;1; HW
2; 3/7/2040; Ind;1; HW
2; 19/7/2040; DCC L;5; HW
3; 16/11/2021; DCC NL;1; FH
3; 2/6/2034; Ind;1; HW
3; 17/11/2034; Ind;1; HW
3; 28/3/2035; Ind;1; HW
3; 23/5/2035; Ind;1; HW
3; 1/2/2036; Ind;1; HW
3; 28/12/2037; Ind;1; HW
3; 28/1/2038; Ind;1; HW
3; 13/2/2038; Ind;1; HW
3; 30/7/2038; Ind;1; HW
3; 31/8/2038; Ind;1; HW
3; 22/11/2038; Ind;1; HW
3; 27/11/2038; Ind;1; HW
3; 10/3/2039; Ind;1; HW
3; 21/7/2039; Ind;1; HW
3; 12/9/2040; Ind;1; HW
4; 14/4/2021; DCC NL;2; FH
4; 1/11/2022; DCC NL;2; FH
4; 23/9/2029; Ind;1; HW
4; 18/1/2033; Ind;1; HW
4; 25/10/2033; Ind;1; HW
4; 9/11/2036; Ind;1; HW
4; 22/3/2038; Ind;1; HW
4; 10/10/2038; Ind;1; HW
4; 17/3/2039; Ind;1; HW
4; 14/4/2039; Ind;1; HW
4; 5/1/2040; Ind;1; HW
4; 18/2/2040; Ind;1; HW
4; 19/2/2040; Ind;1; HW
4; 19/3/2040; Ind;1; HW
4; 28/3/2040; Ind;1; HW
4; 3/4/2040; Ind;1; HW
4; 15/5/2040; Ind;1; HW
5; 3/5/2026; DCC NL;1; FH
5; 3/11/2027; Ind;1; HW
5; 13/5/2035; Ind;1; HW
5; 16/1/2036; Ind;1; HW
5; 6/2/2036; Ind;1; HW
5; 10/2/2036; Ind;1; HW
5; 17/2/2036; Ind;1; HW
5; 14/7/2036; Ind;1; HW
5; 26/6/2037; Ind;1; HW
5; 7/11/2037; Ind;1; HW
5; 29/11/2037; Ind;1; HW
5; 4/10/2038; Ind;1; HW
5; 7/11/2038; Ind;1; HW
5; 17/1/2039; Ind;1; HW
5; 27/7/2039; Ind;1; HW
5; 19/8/2039; Ind;1; HW
5; 28/9/2039; Ind;1; HW
6; 4/6/2016; DCC NL;2; FH
6; 17/5/2034; Ind;1; HW
6; 30/1/2035; Ind;1; HW
6; 26/10/2035; Ind;1; HW
6; 30/5/2037; Ind;1; HW
6; 10/7/2037; Ind;1; HW
6; 17/12/2037; Ind;1; HW
6; 16/7/2038; Ind;1; HW
6; 9/11/2038; Ind;1; HW
6; 3/1/2039; Ind;1; HW
6; 7/5/2039; Ind;1; HW
6; 14/10/2039; DCC L;5; HW
6; 13/11/2039; Ind;1; HW
7; 3/2/2027; Ind;1; HW
7; 25/2/2028; DCC L;4; FH
7; 15/10/2034; Ind;1; HW
7; 5/12/2035; Ind;1; HW
7; 6/10/2036; Ind;1; HW
7; 28/10/2036; Ind;1; HW
