numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 6/12/2021; DCC L;5; FH
1; 22/5/2030; DCC NL;1; FH
1; 7/9/2032; DCC NL;3; HW
1; 30/3/2034; Ind;1; HW
1; 20/9/2035; Ind;1; HW
1; 14/11/2035; Ind;1; HW
1; 26/2/2036; Ind;1; HW
1; 8/3/2036; Ind;1; HW
1; 22/6/2037; Ind;1; HW
1; 21/9/2037; Ind;1; HW
1; 23/9/2038; Ind;1; HW
1; 27/1/2039; Ind;1; HW
1; 10/5/2040; Ind;1; HW
2; 27/3/2023; DCC NL;1; FH
2; 21/4/2023; DCC L;5; FH
2; 29/3/2025; DCC L;5; FH
2; 24/6/2030; DCC L;8; FH
2; 15/5/2032; DCC NL;3; FH
2; 12/9/2032; Ind;1; HW
2; 24/9/2033; Ind;1; HW
2; 20/2/2035; Ind;1; HW
2; 23/3/2037; Ind;1; HW
2; 5/2/2038; Ind;1; HW
2; 26/6/2038; Ind;1; HW
2; 6/8/2038; Ind;1; HW
2; 18/1/2039; Ind;1; HW
2; 2/3/2040; Ind;1; HW
2; 25/4/2040; Ind;1; HW
2; 17/8/2040; Ind;1; HW
3; 4/7/2018; DCC NL;2; HW
3; 30/11/2023; DCC L;12; SW
3; 12/11/2030; Ind;1; HW
3; 2/8/2033; Ind;1; HW
3; 30/4/2036; Ind;1; HW
3; 4/4/2037; Ind;1; HW
3; 11/1/2038; Ind;1; HW
3; 12/3/2038; Ind;1; HW
3; 14/3/2038; Ind;1; HW
3; 15/7/2039; Ind;1; HW
3; 12/3/2040; Ind;1; HW
3; 24/3/2040; Ind;1; HW
3; 1/4/2040; Ind;1; HW
3; 9/4/2040; Ind;1; HW
4; 14/12/2028; Ind;1; HW
4; 20/4/2031; DCC L;5; FH
4; 30/12/2034; Ind;1; HW
4; 19/6/2035; Ind;1; HW
4; 20/9/2037; Ind;1; HW
4; 3/11/2037; Ind;1; HW
4; 27/1/2038; Ind;1; HW
4; 9/1/2039; Ind;1; HW
4; 10/2/2039; Ind;1; HW
4; 7/3/2039; Ind;1; HW
4; 18/12/2039; Ind;1; HW
5; 7/1/2019; DCC NL;7; FH
5; 8/5/2030; DCC NL;3; FH
5; 2/7/2034; DCC NL;1; FH
5; 25/11/2034; Ind;1; HW
5; 19/10/2035; Ind;1; HW
5; 16/4/2036; Ind;1; HW
5; 12/6/2037; Ind;1; HW
5; 17/10/2037; Ind;1; HW
5; 14/11/2037; Ind;1; HW
5; 3/8/2038; Ind;1; HW
5; 12/11/2038; Ind;1; HW
5; 14/11/2038; DCC L;4; FH
5; 26/8/2039; Ind;1; HW
5; 2/1/2040; Ind;1; HW
5; 8/1/2040; DCC L;12; SW
5; 2/5/2040; Ind;1; HW
6; 27/9/2032; Ind;1; HW
6; 4/8/2035; DCC NL;2; HW
6; 5/8/2035; Ind;1; HW
6; 30/11/2035; DCC NL;1; FH
6; 31/10/2036; Ind;1; HW
6; 15/2/2037; Ind;1; HW
6; 23/2/2037; DCC NL;1; FH
6; 12/6/2037; Ind;1; HW
6; 23/2/2038; Ind;1; HW
6; 6/9/2038; Ind;1; HW
6; 13/4/2039; Ind;1; HW
6; 27/4/2039; Ind;1; HW
