numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 18/5/2034; DCC L;5;HW
1; 28/5/2034; DCC NL;3;NI
1; 27/7/2035; Ind;1;HW
1; 25/1/2040; Ind;1;NI
1; 27/3/2040; Ind;1;HW
2; 29/8/2025; DCC NL;3;SW
2; 30/3/2026; Ind;1;HW
2; 28/1/2028; DCC NL;2;FH
2; 27/3/2037; DCC NL;4;SW
3; 28/9/2026; DCC NL;1;SW
3; 25/9/2037; Ind;1;NI
3; 26/10/2037; DCC NL;2;HW
3; 25/11/2039; Ind;1;NI
4; 30/8/2024; DCC NL;3;SW
4; 29/12/2026; DCC NL;1;FH
5; 25/12/2021; DCC L;8;NI
5; 28/1/2028; DCC L;5;NI
5; 25/9/2039; Ind;1;NI
5; 27/3/2040; Ind;1;HW
6; 7/2/2016; DCC NL;2;HW
6; 17/12/2020; DCC L;5;HW
6; 28/1/2025; DCC NL;3;SW
6; 26/1/2028; DCC L;8;NI
6; 9/4/2031; DCC NL;2;HW
6; 25/9/2039; Ind;1;NI
7; 13/5/2019; DCC L;8;NI
7; 27/10/2035; DCC NL;1;FH
7; 27/12/2036; Ind;1;NI
7; 27/3/2037; Ind;1;HW
7; 26/7/2040; Ind;1;HW
8; 27/2/2027; DCC NL;1;SW
8; 29/8/2027; DCC L;4;NI
8; 29/12/2027; Ind;1;HW
9; 1/6/2018; DCC NL;3;HW
9; 29/8/2028; Ind;1;NI
9; 28/6/2029; Ind;1;HW
9; 26/10/2039; Ind;1;NI
9; 26/8/2040; Ind;1;NI
10; 29/10/2025; Ind;1;NI
10; 28/8/2030; Ind;1;HW
10; 28/5/2033; Ind;1;HW
10; 15/6/2033; DCC NL;2;HW
10; 26/8/2039; Ind;1;HW
10; 26/8/2040; Ind;1;HW
11; 30/11/2018; Ind;1;HW
11; 30/8/2021; Ind;1;NI
11; 13/11/2034; DCC L;8;NI
11; 27/8/2035; DCC NL;1;FH
11; 26/9/2036; Ind;1;NI
11; 27/3/2040; Ind;1;HW
12; 30/8/2021; DCC NL;2;NI
12; 29/6/2027; Ind;1;HW
12; 28/3/2035; Ind;1;NI
12; 26/7/2039; Ind;1;NI
12; 25/9/2039; DCC NL;2;SW
12; 26/8/2040; Ind;1;NI
13; 1/4/2019; DCC NL;3;NI
13; 30/12/2022; DCC NL;3;FH
13; 27/11/2032; DCC L;5;HW
13; 28/5/2035; DCC NL;2;SW
13; 25/1/2038; Ind;1;NI
13; 27/5/2038; DCC NL;3;FH
13; 25/11/2039; DCC NL;3;NI
14; 19/4/2017; DCC L;5;NI
14; 30/10/2022; DCC L;5;HW
