numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 26/1/2034; DCC NL;3;HW
1; 27/3/2037; Ind;1;HW
1; 26/10/2039; DCC NL;4;SW
2; 1/5/2017; DCC NL;5;NI
2; 27/2/2025; DCC NL;6;NI
2; 28/3/2034; DCC NL;2;NI
2; 26/11/2036; Ind;1;HW
2; 25/11/2038; Ind;1;HW
3; 1/5/2017; DCC NL;7;FH
3; 30/6/2022; DCC NL;3;FH
3; 29/10/2027; Ind;1;HW
3; 27/11/2030; DCC NL;4;HW
3; 27/3/2038; Ind;1;NI
3; 26/10/2039; DCC NL;2;NI
4; 2/4/2016; DCC NL;3;HW
4; 27/7/2036; Ind;1;NI
4; 27/5/2037; Ind;1;NI
4; 25/9/2037; DCC L;4;FH
4; 26/4/2038; Ind;1;HW
4; 25/9/2039; Ind;1;NI
5; 30/8/2024; DCC NL;3;FH
5; 27/11/2032; DCC NL;3;FH
5; 28/5/2034; DCC NL;2;NI
5; 26/8/2039; Ind;1;NI
6; 30/9/2018; DCC NL;2;FH
6; 29/3/2029; DCC NL;1;FH
6; 28/5/2035; DCC NL;3;SW
6; 25/9/2038; DCC NL;2;HW
6; 24/2/2040; Ind;1;HW
7; 17/4/2033; DCC L;12;SW
7; 27/3/2037; DCC NL;3;NI
7; 26/12/2037; Ind;1;HW
7; 26/7/2039; DCC NL;5;HW
8; 27/12/2035; Ind;1;HW
8; 25/1/2038; Ind;1;HW
8; 25/1/2040; Ind;1;NI
9; 27/4/2033; DCC NL;2;NI
9; 25/11/2039; Ind;1;HW
10; 1/4/2036; DCC NL;2;HW
10; 24/2/2040; DCC NL;5;SW
11; 29/3/2021; DCC NL;2;NI
11; 2/6/2030; Ind;1;HW
11; 28/8/2032; Ind;1;HW
11; 27/7/2033; Ind;1;HW
11; 27/10/2034; Ind;1;HW
11; 26/10/2040; DCC NL;1;SW
12; 30/11/2018; DCC NL;4;SW
12; 31/8/2019; DCC NL;4;FH
12; 28/9/2025; DCC NL;2;HW
12; 26/4/2038; Ind;1;HW
13; 29/5/2032; Ind;1;HW
13; 25/11/2037; Ind;1;HW
13; 31/3/2039; DCC NL;2;HW
13; 25/9/2039; Ind;1;NI
14; 18/7/2023; DCC NL;9;HW
14; 28/1/2027; DCC L;4;FH
14; 26/2/2032; DCC NL;4;HW
14; 27/7/2033; Ind;1;NI
14; 28/5/2036; Ind;1;HW
15; 2/3/2016; DCC NL;5;HW
15; 14/2/2028; DCC NL;5;HW
15; 28/4/2031; DCC NL;4;NI
15; 27/10/2036; DCC NL;2;FH
15; 26/7/2038; Ind;1;HW
15; 25/9/2040; Ind;1;HW
16; 28/9/2027; DCC L;8;HW
16; 27/7/2033; Ind;1;NI
16; 27/5/2037; Ind;1;HW
17; 31/3/2024; DCC NL;5;HW
17; 27/7/2036; DCC L;4;SW
17; 26/4/2038; DCC NL;1;FH
17; 25/1/2039; Ind;1;HW
17; 26/8/2039; Ind;1;NI
19; 1/10/2017; DCC L;8;SW
19; 29/7/2027; Ind;1;NI
19; 28/8/2029; DCC NL;2;FH
19; 27/12/2033; Ind;1;HW
19; 27/10/2036; Ind;1;HW
19; 27/3/2037; Ind;1;NI
20; 6/3/2027; DCC L;12;SW
20; 27/3/2038; Ind;1;HW
20; 26/6/2039; DCC L;5;FH
20; 25/9/2039; Ind;1;HW
20; 24/2/2040; DCC NL;2;HW
21; 21/2/2025; Ind;1;HW
21; 24/2/2037; Ind;1;NI
22; 31/8/2020; DCC NL;4;FH
22; 13/7/2026; DCC NL;3;HW
22; 29/4/2028; DCC NL;3;SW
22; 28/7/2031; DCC NL;4;HW
22; 26/6/2039; Ind;1;HW
24; 1/5/2020; Ind;1;HW
24; 30/12/2022; DCC NL;8;HW
24; 28/8/2031; Ind;1;NI
24; 27/4/2033; DCC NL;2;NI
24; 26/4/2038; Ind;1;NI
25; 1/4/2018; DCC NL;1;FH
25; 29/5/2029; DCC NL;1;FH
26; 30/12/2023; DCC L;5;HW
26; 29/11/2024; DCC L;4;NI
26; 27/1/2029; DCC NL;2;NI
26; 26/11/2036; Ind;1;HW
26; 25/1/2039; Ind;1;HW
27; 31/5/2022; Ind;1;HW
27; 18/8/2037; DCC L;5;HW
27; 26/8/2040; Ind;1;HW
28; 26/1/2033; DCC NL;2;SW
28; 27/5/2039; Ind;1;HW
29; 26/3/2038; DCC L;5;HW
30; 31/5/2024; DCC NL;1;SW
30; 7/11/2036; DCC L;8;NI
30; 27/3/2037; Ind;1;HW
30; 25/11/2039; DCC NL;1;FH
31; 29/11/2021; DCC NL;2;FH
31; 27/3/2040; Ind;1;NI
31; 26/8/2040; DCC L;5;NI
33; 2/7/2016; DCC NL;3;NI
33; 28/1/2028; DCC NL;2;FH
33; 27/11/2029; DCC L;8;HW
33; 27/12/2035; Ind;1;HW
33; 26/8/2038; Ind;1;HW
34; 28/8/2017; DCC NL;2;HW
34; 1/7/2019; DCC NL;5;NI
34; 9/11/2024; Ind;1;HW
34; 29/5/2029; Ind;1;NI
34; 27/9/2030; DCC NL;1;FH
34; 25/1/2039; Ind;1;HW
35; 1/5/2018; DCC NL;2;FH
35; 27/4/2035; DCC NL;2;HW
35; 26/7/2040; Ind;1;NI
36; 30/4/2022; Ind;1;NI
36; 28/9/2026; DCC L;8;FH
36; 28/7/2032; Ind;1;NI
36; 27/6/2035; Ind;1;NI
36; 27/5/2038; Ind;1;NI
37; 17/1/2018; DCC NL;3;NI
37; 1/3/2018; DCC NL;1;FH
37; 29/12/2027; DCC L;5;HW
37; 27/10/2035; Ind;1;NI
37; 27/3/2037; DCC NL;1;FH
37; 26/4/2039; Ind;1;NI
37; 26/7/2039; Ind;1;HW
38; 29/1/2023; DCC NL;6;FH
38; 16/10/2034; DCC NL;5;HW
38; 26/9/2035; DCC L;8;SW
38; 27/3/2038; Ind;1;HW
38; 27/5/2040; Ind;1;HW
39; 29/8/2025; DCC NL;1;SW
39; 26/2/2030; DCC L;8;FH
39; 26/6/2037; Ind;1;HW
40; 30/8/2022; DCC NL;4;SW
40; 2/8/2029; Ind;1;HW
40; 26/1/2034; DCC L;4;SW
40; 26/9/2034; Ind;1;HW
40; 26/4/2040; Ind;1;NI
41; 30/5/2028; DCC NL;3;SW
41; 26/9/2033; DCC L;5;HW
41; 26/11/2036; Ind;1;NI
41; 26/6/2038; Ind;1;NI
41; 27/3/2039; Ind;1;HW
42; 29/12/2027; DCC NL;4;SW
42; 26/11/2033; DCC NL;1;FH
42; 26/10/2040; DCC NL;1;FH
43; 27/1/2032; Ind;1;HW
43; 27/6/2034; DCC NL;2;FH
43; 16/4/2036; DCC NL;3;HW
43; 25/11/2038; Ind;1;NI
43; 26/6/2040; Ind;1;HW
44; 30/6/2022; DCC NL;1;SW
44; 28/6/2030; Ind;1;HW
44; 27/5/2037; Ind;1;HW
44; 24/2/2038; Ind;1;NI
44; 26/10/2038; DCC NL;1;SW
45; 30/10/2022; DCC NL;3;NI
45; 9/10/2036; DCC NL;2;HW
45; 11/8/2037; DCC NL;5;HW
45; 24/2/2040; Ind;1;NI
46; 1/12/2016; Ind;1;NI
46; 30/6/2022; DCC NL;3;NI
46; 28/3/2036; Ind;1;HW
46; 27/12/2036; DCC L;5;SW
47; 30/7/2023; Ind;1;NI
47; 26/11/2034; DCC L;4;FH
47; 27/3/2037; DCC L;4;FH
47; 25/9/2037; Ind;1;NI
47; 26/7/2040; DCC NL;4;FH
48; 31/12/2019; DCC L;5;HW
48; 28/4/2029; DCC L;4;HW
48; 26/12/2033; Ind;1;NI
49; 26/6/2017; Ind;1;HW
49; 3/6/2019; DCC L;8;SW
49; 28/8/2030; DCC NL;3;NI
49; 27/7/2033; Ind;1;HW
50; 20/9/2017; DCC L;12;SW
50; 31/5/2021; DCC NL;4;NI
50; 28/1/2027; DCC NL;3;NI
50; 27/1/2031; Ind;1;HW
50; 28/5/2033; DCC NL;2;HW
50; 27/10/2035; Ind;1;HW
50; 2/2/2036; DCC L;12;SW
50; 25/1/2040; Ind;1;HW
