numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 28/1/2027; DCC NL;3;HW
1; 28/11/2027; Ind;1;NI
1; 28/6/2031; Ind;1;HW
1; 30/5/2034; Ind;1;HW
1; 27/8/2035; Ind;1;HW
1; 25/6/2036; Ind;1;HW
1; 18/3/2037; Ind;1;HW
1; 18/8/2037; Ind;1;NI
1; 17/5/2038; Ind;1;HW
1; 16/12/2038; Ind;1;NI
1; 29/4/2039; Ind;1;HW
1; 26/10/2039; Ind;1;HW
1; 17/1/2040; Ind;1;HW
2; 5/2/2036; Ind;1;HW
2; 1/5/2036; Ind;1;HW
2; 27/7/2036; Ind;1;HW
2; 19/1/2037; Ind;1;HW
2; 12/6/2037; Ind;1;HW
2; 26/8/2037; DCC NL;5;SW
2; 3/9/2037; Ind;1;NI
2; 25/9/2037; Ind;1;HW
2; 19/1/2038; Ind;1;HW
2; 3/9/2038; Ind;1;NI
2; 8/8/2039; Ind;1;NI
2; 10/5/2040; Ind;1;HW
2; 29/5/2040; DCC NL;2;HW
3; 31/7/2017; DCC L;5;HW
3; 24/3/2032; Ind;1;HW
3; 12/6/2033; Ind;1;HW
3; 13/6/2035; Ind;1;HW
3; 1/6/2038; Ind;1;HW
3; 29/8/2038; Ind;1;NI
3; 25/11/2038; DCC NL;4;NI
3; 24/2/2039; Ind;1;HW
3; 19/11/2039; Ind;1;NI
3; 2/3/2040; Ind;1;HW
3; 24/10/2040; Ind;1;NI
4; 28/2/2022; DCC NL;5;SW
4; 28/9/2026; DCC NL;2;FH
4; 24/10/2028; Ind;1;HW
4; 26/2/2030; DCC NL;1;FH
4; 15/12/2035; Ind;1;NI
4; 23/12/2035; Ind;1;HW
4; 8/4/2036; Ind;1;HW
4; 2/8/2037; Ind;1;HW
4; 13/10/2037; DCC L;8;SW
4; 26/3/2038; Ind;1;HW
4; 13/6/2038; Ind;1;HW
4; 30/3/2039; Ind;1;HW
4; 11/6/2039; Ind;1;HW
4; 19/9/2039; Ind;1;HW
5; 30/8/2022; DCC NL;1;SW
5; 27/2/2025; DCC NL;2;SW
5; 30/5/2027; DCC NL;3;HW
5; 26/2/2031; Ind;1;HW
5; 14/2/2035; Ind;1;HW
5; 29/6/2036; Ind;1;HW
5; 4/9/2037; Ind;1;HW
5; 11/12/2037; Ind;1;HW
5; 1/11/2038; Ind;1;HW
5; 21/4/2039; Ind;1;HW
5; 8/1/2040; Ind;1;NI
5; 12/2/2040; Ind;1;HW
5; 18/8/2040; Ind;1;HW
5; 22/11/2040; Ind;1;HW
6; 26/2/2030; Ind;1;HW
6; 16/10/2031; Ind;1;HW
6; 9/1/2033; Ind;1;HW
6; 15/5/2035; Ind;1;HW
6; 21/12/2035; Ind;1;NI
6; 18/2/2036; Ind;1;HW
6; 27/3/2037; Ind;1;HW
6; 1/8/2037; Ind;1;HW
6; 9/8/2037; Ind;1;HW
6; 3/11/2038; Ind;1;HW
6; 11/12/2038; Ind;1;NI
6; 25/1/2040; Ind;1;HW
6; 29/6/2040; Ind;1;HW
6; 18/9/2040; Ind;1;HW
7; 15/2/2026; DCC L;5;HW
7; 1/5/2030; DCC NL;3;HW
7; 6/6/2032; Ind;1;HW
7; 21/5/2035; Ind;1;HW
7; 4/5/2036; Ind;1;HW
7; 27/7/2036; Ind;1;NI
7; 29/11/2036; Ind;1;NI
7; 15/3/2039; Ind;1;HW
7; 9/5/2039; Ind;1;HW
7; 22/2/2040; Ind;1;HW
7; 15/3/2040; Ind;1;HW
7; 6/6/2040; DCC NL;2;HW
7; 31/8/2040; Ind;1;HW
7; 4/11/2040; Ind;1;HW
8; 27/1/2029; DCC NL;2;FH
8; 21/3/2032; Ind;1;HW
8; 14/6/2035; Ind;1;HW
8; 6/5/2036; Ind;1;HW
8; 28/5/2036; DCC L;5;FH
8; 28/5/2036; Ind;1;HW
8; 18/2/2038; Ind;1;HW
8; 25/6/2038; Ind;1;HW
8; 26/6/2038; DCC L;5;NI
8; 25/11/2038; DCC NL;2;HW
8; 27/11/2038; Ind;1;NI
8; 11/2/2040; DCC NL;5;NI
8; 24/10/2040; DCC NL;2;HW
8; 4/11/2040; Ind;1;HW
8; 24/12/2040; Ind;1;HW
9; 29/8/2027; DCC NL;4;HW
9; 26/12/2027; DCC L;5;NI
9; 28/7/2030; DCC NL;3;NI
9; 26/2/2032; Ind;1;NI
9; 27/4/2035; Ind;1;NI
9; 13/9/2037; Ind;1;HW
9; 24/9/2037; Ind;1;HW
9; 24/6/2038; Ind;1;HW
9; 26/8/2038; Ind;1;HW
9; 1/11/2038; Ind;1;HW
9; 19/12/2038; Ind;1;HW
9; 15/7/2039; Ind;1;HW
9; 22/6/2040; DCC NL;2;HW
9; 13/9/2040; Ind;1;HW
9; 19/9/2040; DCC NL;2;HW
9; 7/10/2040; Ind;1;HW
10; 1/10/2016; DCC NL;1;FH
10; 30/12/2023; DCC NL;3;HW
10; 27/9/2032; Ind;1;NI
10; 25/4/2035; Ind;1;HW
10; 8/3/2036; Ind;1;HW
10; 25/11/2038; Ind;1;HW
10; 9/7/2039; Ind;1;NI
10; 26/7/2039; Ind;1;HW
10; 24/8/2040; Ind;1;HW
10; 26/8/2040; Ind;1;NI
11; 30/11/2018; DCC L;4;NI
11; 26/2/2030; Ind;1;NI
11; 13/8/2033; Ind;1;HW
11; 25/2/2034; DCC NL;1;FH
11; 19/6/2034; Ind;1;HW
11; 7/10/2034; Ind;1;HW
11; 18/1/2035; Ind;1;HW
11; 28/5/2036; DCC NL;2;NI
11; 27/12/2036; DCC NL;2;NI
11; 26/7/2038; DCC NL;2;HW
11; 19/8/2038; Ind;1;HW
11; 11/8/2039; Ind;1;NI
11; 26/8/2039; Ind;1;HW
11; 7/10/2039; Ind;1;HW
11; 26/7/2040; DCC NL;2;HW
11; 3/9/2040; DCC NL;2;HW
11; 16/9/2040; Ind;1;HW
12; 29/11/2024; DCC NL;3;NI
12; 29/4/2027; DCC L;4;NI
12; 3/6/2035; Ind;1;HW
12; 2/2/2036; Ind;1;HW
12; 12/8/2036; Ind;1;HW
12; 10/12/2036; Ind;1;HW
