numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 1/10/2016; DCC NL;1;FH
1; 1/3/2019; DCC NL;4;FH
1; 29/8/2025; DCC NL;3;HW
1; 27/10/2036; DCC NL;2;FH
1; 27/12/2036; Ind;1;HW
1; 26/4/2040; Ind;1;HW
2; 30/10/2024; DCC NL;2;SW
2; 30/3/2027; DCC NL;3;FH
2; 28/6/2030; DCC NL;1;FH
2; 29/5/2037; DCC NL;3;HW
2; 26/4/2040; DCC NL;2;FH
3; 28/5/2034; DCC NL;2;FH
3; 26/6/2038; Ind;1;HW
3; 25/11/2039; Ind;1;HW
4; 22/1/2021; DCC L;12;HW
4; 30/4/2024; DCC NL;2;FH
4; 29/6/2026; DCC NL;2;FH
4; 28/9/2028; DCC L;5;FH
4; 7/3/2030; DCC L;8;HW
4; 3/11/2037; DCC L;5;HW
5; 19/3/2017; DCC NL;8;NI
5; 31/10/2017; DCC NL;2;FH
5; 26/8/2037; Ind;1;NI
5; 25/11/2038; DCC NL;1;FH
5; 25/1/2039; Ind;1;HW
5; 26/8/2040; Ind;1;HW
6; 29/6/2025; DCC NL;1;FH
6; 27/12/2036; Ind;1;HW
7; 30/3/2026; DCC NL;2;FH
7; 26/10/2040; Ind;1;HW
8; 28/6/2032; DCC NL;2;SW
9; 31/7/2018; DCC NL;5;FH
9; 30/3/2027; DCC NL;3;HW
9; 29/5/2031; DCC NL;3;FH
10; 28/4/2029; Ind;1;HW
10; 29/3/2030; DCC NL;1;FH
10; 24/2/2037; Ind;1;HW
10; 25/9/2039; DCC NL;4;FH
11; 30/11/2017; Ind;1;NI
11; 29/9/2023; DCC NL;1;FH
11; 30/3/2027; DCC L;4;FH
11; 27/10/2033; DCC NL;4;FH
11; 27/10/2035; Ind;1;NI
12; 1/1/2016; DCC NL;3;FH
12; 11/10/2018; DCC NL;5;HW
12; 20/6/2019; Ind;1;HW
12; 29/8/2028; DCC NL;4;NI
12; 13/1/2032; Ind;1;NI
13; 30/6/2024; DCC L;5;FH
13; 27/1/2029; DCC NL;5;FH
13; 28/4/2031; DCC NL;4;FH
13; 26/8/2039; DCC NL;2;FH
13; 27/3/2040; Ind;1;HW
14; 1/12/2029; Ind;1;HW
14; 27/12/2033; Ind;1;HW
14; 27/7/2036; Ind;1;HW
14; 26/8/2039; Ind;1;NI
15; 30/9/2019; DCC NL;2;HW
15; 15/3/2022; DCC L;12;SW
15; 27/3/2040; Ind;1;HW
15; 9/7/2040; DCC NL;3;HW
16; 29/4/2028; DCC NL;5;FH
16; 28/10/2029; DCC NL;4;HW
16; 27/7/2033; DCC NL;1;FH
16; 26/11/2035; DCC NL;2;FH
16; 27/5/2038; Ind;1;HW
17; 28/5/2035; DCC NL;1;FH
17; 25/9/2037; DCC NL;4;FH
18; 29/10/2025; Ind;1;NI
18; 5/2/2030; DCC NL;2;HW
18; 26/9/2035; DCC NL;2;HW
18; 24/2/2039; DCC NL;2;HW
19; 28/2/2024; DCC L;5;FH
19; 29/3/2030; DCC NL;1;FH
19; 27/6/2033; DCC NL;2;FH
19; 28/3/2034; DCC NL;1;FH
19; 27/10/2034; DCC NL;1;FH
19; 12/5/2035; DCC NL;3;HW
19; 24/2/2037; Ind;1;NI
19; 25/1/2039; DCC L;5;FH
20; 6/1/2019; DCC NL;2;HW
21; 29/6/2028; DCC NL;1;FH
21; 28/12/2029; DCC NL;2;NI
21; 3/7/2030; DCC NL;2;HW
21; 25/2/2035; Ind;1;NI
21; 26/7/2037; Ind;1;NI
21; 26/10/2037; DCC NL;7;FH
22; 22/12/2019; DCC NL;3;NI
22; 30/9/2020; DCC NL;2;FH
22; 1/8/2026; DCC NL;2;HW
22; 28/7/2029; DCC NL;2;FH
22; 27/7/2034; Ind;1;HW
22; 28/3/2036; Ind;1;NI
22; 26/4/2039; Ind;1;HW
23; 27/5/2038; Ind;1;HW
23; 26/8/2039; DCC L;8;FH
23; 26/4/2040; Ind;1;NI
23; 17/5/2040; DCC NL;2;HW
24; 1/3/2020; Ind;1;HW
24; 30/3/2027; DCC NL;4;NI
24; 25/6/2028; Ind;1;HW
24; 28/4/2029; Ind;1;HW
24; 16/7/2039; DCC NL;3;NI
24; 27/3/2040; DCC NL;1;FH
24; 26/7/2040; Ind;1;HW
25; 30/10/2021; DCC NL;1;FH
25; 28/4/2029; Ind;1;NI
25; 28/8/2030; DCC NL;3;FH
25; 29/3/2031; Ind;1;NI
25; 26/12/2039; Ind;1;HW
26; 31/5/2021; DCC NL;2;FH
26; 13/7/2024; Ind;1;HW
26; 29/4/2025; DCC NL;3;FH
26; 14/4/2027; DCC NL;2;HW
26; 27/8/2034; DCC NL;3;FH
26; 26/9/2035; DCC NL;1;FH
26; 27/7/2036; Ind;1;HW
26; 26/7/2039; DCC NL;2;FH
26; 26/10/2039; Ind;1;HW
27; 31/10/2017; Ind;1;HW
27; 28/11/2026; DCC NL;2;FH
27; 29/8/2027; DCC NL;2;FH
27; 27/1/2031; DCC L;4;FH
27; 28/5/2034; DCC NL;3;HW
27; 26/12/2037; DCC NL;7;FH
27; 26/7/2038; Ind;1;HW
28; 30/7/2021; DCC NL;4;HW
28; 25/2/2035; Ind;1;HW
28; 15/7/2037; DCC L;5;HW
29; 3/5/2020; DCC NL;2;HW
29; 26/1/2035; Ind;1;NI
