numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 28/4/2030; DCC NL;2;FH
1; 27/9/2032; Ind;1;HW
1; 26/6/2039; Ind;1;HW
2; 29/11/2023; DCC NL;1;FH
2; 29/11/2024; DCC NL;4;SW
2; 3/4/2029; DCC L;5;HW
2; 28/7/2029; DCC NL;2;FH
2; 27/5/2040; DCC NL;1;FH
2; 25/9/2040; Ind;1;HW
3; 29/10/2025; DCC NL;3;FH
4; 28/1/2028; DCC NL;3;SW
4; 27/10/2035; Ind;1;HW
4; 25/1/2039; Ind;1;HW
5; 29/4/2026; DCC NL;1;FH
5; 27/9/2029; Ind;1;HW
5; 27/9/2032; Ind;1;NI
5; 28/3/2033; DCC L;5;HW
5; 27/3/2040; Ind;1;HW
5; 26/10/2040; Ind;1;HW
6; 2/7/2016; DCC NL;3;NI
6; 29/1/2022; DCC NL;2;SW
6; 30/6/2024; Ind;1;NI
6; 28/11/2027; DCC NL;2;HW
6; 26/2/2029; DCC NL;1;FH
6; 25/1/2040; Ind;1;HW
7; 28/7/2031; DCC L;5;HW
7; 21/4/2035; DCC L;12;NI
7; 27/5/2039; Ind;1;HW
7; 29/7/2040; DCC NL;2;HW
8; 28/6/2032; DCC L;12;SW
8; 26/9/2033; Ind;1;NI
8; 27/5/2040; Ind;1;NI
9; 30/7/2021; DCC NL;2;FH
9; 29/6/2028; DCC NL;4;SW
9; 28/5/2033; DCC NL;2;FH
9; 26/11/2036; Ind;1;NI
9; 25/1/2039; Ind;1;NI
9; 25/11/2039; DCC NL;5;FH
9; 4/2/2040; DCC NL;3;HW
10; 31/8/2020; DCC L;4;FH
10; 29/5/2032; Ind;1;HW
10; 26/7/2039; Ind;1;NI
11; 28/4/2030; DCC NL;3;FH
11; 27/6/2036; Ind;1;HW
11; 27/3/2037; Ind;1;HW
11; 27/3/2038; DCC NL;6;HW
12; 29/4/2026; Ind;1;NI
12; 26/8/2038; DCC NL;2;NI
13; 31/8/2017; DCC NL;3;FH
13; 14/3/2019; DCC L;5;HW
13; 20/11/2022; DCC NL;3;NI
13; 1/5/2024; DCC NL;4;HW
13; 16/8/2027; DCC NL;2;HW
13; 28/8/2030; Ind;1;HW
13; 27/7/2033; DCC NL;2;HW
13; 26/7/2039; Ind;1;NI
14; 29/3/2030; DCC NL;2;FH
14; 26/9/2034; DCC L;5;HW
14; 28/3/2036; DCC NL;1;FH
14; 27/5/2039; Ind;1;HW
15; 31/1/2034; DCC L;8;SW
16; 2/3/2023; DCC L;12;SW
16; 9/8/2025; DCC L;5;HW
16; 28/5/2036; DCC NL;3;NI
17; 30/7/2021; DCC NL;2;FH
17; 26/7/2039; DCC NL;3;NI
18; 29/10/2025; DCC NL;3;FH
18; 5/2/2026; DCC L;12;NI
18; 27/6/2035; DCC L;5;HW
18; 27/3/2038; Ind;1;HW
18; 25/9/2040; Ind;1;HW
19; 15/11/2019; DCC L;12;SW
19; 27/4/2035; Ind;1;HW
19; 25/1/2038; Ind;1;NI
20; 30/1/2017; DCC NL;2;NI
20; 1/6/2020; DCC NL;3;HW
20; 10/1/2024; DCC NL;8;HW
20; 25/1/2039; Ind;1;HW
20; 26/7/2040; Ind;1;HW
