numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 31/7/2018; DCC NL;1;FH
1; 27/7/2036; Ind;1;NI
2; 2/7/2016; DCC NL;1;FH
2; 30/1/2020; DCC L;4;FH
2; 30/12/2023; DCC NL;3;FH
2; 30/10/2024; Ind;1;HW
2; 29/4/2028; DCC NL;4;NI
2; 27/8/2035; DCC NL;1;FH
2; 26/6/2038; Ind;1;HW
3; 17/9/2027; DCC NL;3;HW
3; 27/1/2032; Ind;1;HW
3; 26/1/2034; DCC L;8;SW
3; 26/7/2039; Ind;1;HW
4; 1/3/2020; DCC L;5;NI
4; 31/12/2020; DCC NL;1;FH
4; 24/2/2024; Ind;1;HW
4; 29/5/2028; DCC NL;6;HW
4; 27/3/2037; Ind;1;HW
5; 1/7/2018; DCC NL;5;FH
5; 27/7/2035; Ind;1;NI
5; 27/3/2040; Ind;1;HW
5; 26/10/2040; DCC NL;2;HW
6; 1/1/2016; DCC NL;3;NI
6; 1/4/2023; DCC NL;3;HW
6; 29/12/2025; DCC NL;2;FH
6; 6/8/2027; DCC NL;2;NI
6; 26/1/2034; DCC L;4;FH
7; 31/12/2017; DCC NL;2;NI
7; 31/10/2018; DCC L;4;FH
7; 29/8/2025; DCC NL;1;FH
7; 25/2/2035; Ind;1;HW
7; 27/6/2036; Ind;1;HW
8; 28/8/2029; DCC NL;1;FH
8; 27/6/2034; DCC NL;1;FH
9; 27/10/2034; Ind;1;HW
9; 26/1/2035; DCC L;4;FH
9; 27/4/2036; DCC NL;1;SW
9; 28/5/2036; Ind;1;HW
10; 15/11/2022; DCC L;5;HW
10; 26/4/2039; Ind;1;NI
11; 1/6/2020; DCC NL;1;SW
11; 22/1/2021; DCC NL;3;HW
11; 29/4/2028; DCC NL;1;FH
11; 30/5/2028; Ind;1;HW
11; 28/7/2030; Ind;1;NI
11; 28/10/2030; DCC NL;5;FH
11; 28/5/2035; Ind;1;NI
12; 26/7/2039; Ind;1;HW
13; 1/1/2016; DCC NL;2;FH
13; 31/8/2020; DCC NL;1;FH
13; 30/5/2026; DCC NL;3;NI
13; 28/8/2029; DCC NL;5;NI
13; 28/4/2031; DCC NL;3;FH
13; 27/7/2034; DCC NL;3;FH
13; 27/5/2038; DCC NL;4;HW
13; 25/11/2038; Ind;1;HW
13; 26/12/2039; DCC NL;1;FH
14; 26/10/2037; Ind;1;HW
15; 29/1/2022; DCC NL;1;FH
15; 29/5/2029; DCC NL;3;HW
15; 26/7/2029; DCC NL;3;HW
15; 27/1/2030; DCC NL;3;FH
15; 26/2/2031; Ind;1;HW
15; 25/9/2038; Ind;1;NI
16; 1/6/2019; DCC NL;2;FH
16; 2/8/2032; DCC L;12;SW
16; 27/4/2034; Ind;1;HW
17; 29/1/2022; DCC NL;4;SW
17; 31/3/2023; DCC NL;1;FH
17; 30/6/2024; DCC NL;4;FH
17; 26/9/2034; DCC L;4;FH
17; 26/9/2034; Ind;1;HW
17; 27/7/2035; DCC L;12;FH
17; 27/12/2035; DCC NL;2;FH
17; 27/7/2036; DCC L;12;NI
17; 25/9/2038; Ind;1;HW
18; 2/3/2016; DCC NL;1;FH
18; 15/7/2019; DCC NL;2;HW
18; 12/4/2022; DCC L;5;HW
18; 28/8/2030; DCC NL;2;FH
18; 25/2/2034; Ind;1;HW
18; 27/10/2036; Ind;1;NI
19; 31/1/2016; DCC NL;1;FH
19; 8/2/2019; DCC L;5;NI
19; 26/4/2040; Ind;1;NI
20; 1/1/2016; DCC NL;1;FH
20; 28/2/2023; DCC L;8;FH
20; 26/2/2029; DCC NL;3;FH
21; 1/6/2017; Ind;1;NI
21; 27/6/2035; DCC NL;1;FH
22; 26/9/2035; Ind;1;HW
22; 26/8/2038; Ind;1;HW
22; 26/6/2039; DCC NL;2;NI
23; 30/10/2024; DCC NL;2;FH
23; 1/2/2028; DCC NL;5;NI
23; 16/7/2029; DCC NL;6;HW
24; 30/3/2027; Ind;1;HW
24; 27/5/2039; Ind;1;HW
