numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 29/1/2021; DCC NL;2;FH
1; 28/6/2027; DCC NL;2;NI
1; 2/7/2032; DCC NL;8;HW
1; 25/2/2036; Ind;1;HW
1; 27/5/2039; DCC NL;4;FH
1; 27/3/2040; DCC NL;2;HW
2; 6/6/2024; DCC NL;4;NI
2; 28/12/2029; DCC NL;3;FH
2; 27/6/2034; Ind;1;HW
2; 27/3/2038; Ind;1;HW
2; 26/8/2039; Ind;1;NI
3; 30/12/2023; DCC L;8;FH
3; 28/10/2032; DCC NL;1;FH
3; 27/3/2039; Ind;1;HW
3; 25/11/2039; Ind;1;HW
4; 31/8/2020; DCC NL;1;FH
4; 25/2/2034; DCC NL;1;FH
4; 19/12/2035; Ind;1;HW
4; 26/8/2038; DCC NL;2;FH
5; 7/8/2036; DCC L;8;FH
6; 29/9/2023; DCC NL;1;FH
6; 26/7/2039; Ind;1;HW
7; 31/3/2023; DCC L;4;FH
7; 29/4/2028; DCC L;4;NI
7; 28/10/2032; Ind;1;NI
7; 26/11/2036; Ind;1;HW
7; 24/2/2039; Ind;1;HW
7; 26/8/2039; Ind;1;HW
8; 26/2/2031; DCC NL;4;FH
8; 15/9/2034; DCC L;4;NI
8; 25/2/2035; Ind;1;HW
9; 29/3/2030; Ind;1;HW
9; 25/11/2037; DCC NL;2;HW
9; 25/11/2038; DCC NL;2;FH
9; 26/10/2039; DCC NL;2;HW
10; 28/2/2024; DCC L;5;FH
10; 28/11/2027; DCC NL;1;FH
11; 28/5/2036; Ind;1;HW
11; 27/10/2036; Ind;1;HW
12; 26/1/2033; DCC NL;2;FH
13; 1/6/2018; DCC NL;2;FH
13; 31/3/2021; DCC NL;5;FH
13; 29/10/2025; DCC NL;1;SW
13; 28/3/2034; DCC NL;2;FH
13; 27/5/2038; Ind;1;HW
14; 31/3/2024; DCC L;4;FH
14; 28/9/2028; DCC NL;1;FH
14; 28/6/2031; DCC L;4;FH
14; 28/7/2032; Ind;1;HW
14; 25/1/2037; DCC NL;2;FH
14; 24/2/2039; DCC NL;2;HW
15; 28/11/2026; DCC NL;3;FH
15; 27/9/2030; Ind;1;NI
15; 27/9/2032; Ind;1;NI
15; 27/6/2034; Ind;1;HW
15; 25/1/2039; DCC NL;3;HW
16; 31/10/2017; DCC NL;2;FH
16; 30/6/2021; DCC NL;3;SW
