numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 23/10/2028; Ind;1;HW
1; 14/9/2031; Ind;1;HW
1; 23/1/2033; Ind;1;HW
1; 29/8/2033; Ind;1;HW
1; 27/10/2036; Ind;1;NI
1; 27/12/2036; Ind;1;HW
1; 5/7/2037; Ind;1;HW
1; 26/7/2037; Ind;1;NI
1; 11/9/2037; Ind;1;HW
1; 24/2/2038; Ind;1;HW
1; 26/4/2039; Ind;1;HW
1; 25/6/2039; Ind;1;HW
1; 26/12/2039; Ind;1;HW
1; 23/2/2040; Ind;1;HW
1; 2/12/2040; Ind;1;HW
2; 30/6/2021; Ind;1;NI
2; 31/5/2024; Ind;1;HW
2; 19/10/2034; Ind;1;HW
2; 22/7/2036; Ind;1;NI
2; 27/7/2036; Ind;1;NI
2; 24/10/2036; Ind;1;HW
2; 10/1/2038; Ind;1;HW
2; 27/2/2038; DCC NL;2;HW
2; 13/3/2039; Ind;1;NI
2; 4/10/2039; Ind;1;NI
2; 26/6/2040; Ind;1;HW
2; 26/11/2040; Ind;1;HW
2; 15/12/2040; Ind;1;NI
3; 19/8/2023; DCC L;4;NI
3; 31/8/2033; Ind;1;NI
3; 6/11/2033; Ind;1;NI
3; 28/5/2035; Ind;1;HW
3; 10/1/2036; Ind;1;HW
3; 23/4/2036; Ind;1;NI
3; 12/5/2036; DCC NL;2;HW
3; 25/12/2036; Ind;1;NI
3; 31/7/2037; Ind;1;HW
3; 26/8/2037; DCC NL;3;FH
3; 24/3/2038; Ind;1;NI
3; 3/9/2038; Ind;1;NI
3; 27/3/2040; Ind;1;NI
4; 1/5/2019; Ind;1;NI
4; 30/12/2022; DCC NL;5;SW
4; 10/10/2032; Ind;1;HW
4; 28/12/2032; DCC L;5;NI
4; 28/5/2033; Ind;1;NI
4; 1/7/2035; Ind;1;HW
4; 18/6/2037; Ind;1;HW
4; 26/12/2037; Ind;1;HW
4; 14/5/2038; Ind;1;HW
4; 20/10/2038; Ind;1;HW
4; 22/12/2038; Ind;1;HW
4; 23/6/2039; Ind;1;HW
4; 10/9/2039; Ind;1;NI
4; 26/12/2039; Ind;1;NI
4; 20/7/2040; Ind;1;HW
5; 30/11/2019; DCC NL;2;HW
5; 15/8/2029; Ind;1;HW
5; 8/10/2035; Ind;1;NI
5; 21/2/2036; Ind;1;HW
5; 28/10/2037; Ind;1;HW
5; 20/4/2038; Ind;1;HW
5; 21/12/2038; Ind;1;NI
5; 31/1/2039; Ind;1;HW
5; 23/2/2039; Ind;1;HW
5; 22/4/2039; Ind;1;HW
5; 4/5/2039; Ind;1;NI
5; 22/11/2039; Ind;1;HW
5; 4/3/2040; Ind;1;HW
5; 20/4/2040; Ind;1;HW
5; 6/11/2040; Ind;1;HW
6; 21/9/2031; Ind;1;HW
6; 9/11/2034; Ind;1;NI
6; 22/11/2034; Ind;1;HW
6; 12/4/2035; Ind;1;NI
6; 7/5/2035; Ind;1;NI
6; 27/10/2036; Ind;1;NI
6; 17/12/2036; Ind;1;HW
6; 5/2/2037; Ind;1;NI
6; 14/3/2038; Ind;1;HW
6; 15/7/2038; Ind;1;NI
6; 23/10/2038; Ind;1;HW
6; 23/1/2039; Ind;1;NI
6; 17/3/2040; Ind;1;HW
7; 9/6/2017; Ind;1;HW
7; 30/7/2021; DCC NL;2;SW
7; 29/5/2032; DCC NL;2;HW
7; 28/8/2033; Ind;1;HW
7; 19/1/2034; Ind;1;HW
7; 5/3/2034; Ind;1;HW
7; 20/10/2034; Ind;1;NI
7; 24/7/2037; Ind;1;NI
7; 28/11/2037; Ind;1;HW
7; 27/3/2038; Ind;1;HW
7; 22/7/2039; Ind;1;HW
7; 21/9/2039; Ind;1;HW
7; 26/10/2039; Ind;1;HW
7; 20/11/2039; Ind;1;HW
7; 27/10/2040; Ind;1;NI
7; 16/11/2040; Ind;1;HW
8; 14/3/2026; Ind;1;HW
8; 29/4/2027; Ind;1;HW
8; 30/5/2028; Ind;1;NI
8; 30/12/2031; Ind;1;HW
8; 15/8/2032; Ind;1;HW
8; 8/1/2035; Ind;1;HW
8; 26/2/2035; Ind;1;HW
8; 26/8/2036; Ind;1;HW
8; 11/9/2036; Ind;1;HW
8; 14/5/2037; Ind;1;HW
8; 24/2/2038; Ind;1;NI
8; 7/9/2038; Ind;1;NI
8; 14/2/2039; Ind;1;HW
8; 24/2/2040; Ind;1;HW
8; 9/8/2040; Ind;1;NI
9; 31/12/2017; DCC NL;2;SW
9; 8/10/2034; Ind;1;NI
9; 27/6/2035; Ind;1;HW
9; 26/11/2035; Ind;1;HW
9; 27/6/2036; Ind;1;HW
9; 17/10/2036; Ind;1;HW
9; 25/1/2037; Ind;1;NI
9; 7/11/2037; Ind;1;HW
9; 18/1/2038; Ind;1;HW
9; 26/6/2038; Ind;1;HW
9; 6/2/2039; Ind;1;HW
9; 29/8/2039; Ind;1;HW
9; 5/8/2040; Ind;1;NI
9; 11/9/2040; Ind;1;HW
10; 29/7/2025; DCC NL;2;SW
10; 10/5/2027; DCC NL;4;HW
10; 13/4/2031; DCC NL;2;NI
10; 19/1/2034; Ind;1;HW
10; 21/7/2035; Ind;1;HW
10; 28/5/2036; Ind;1;HW
10; 24/2/2037; Ind;1;NI
10; 15/7/2037; Ind;1;HW
10; 26/8/2038; Ind;1;NI
10; 28/9/2038; Ind;1;HW
10; 29/11/2038; Ind;1;NI
10; 14/12/2038; DCC NL;2;NI
10; 2/12/2039; Ind;1;HW
10; 1/5/2040; Ind;1;HW
10; 23/5/2040; Ind;1;NI
11; 26/2/2029; DCC NL;4;FH
11; 28/8/2032; DCC NL;4;FH
11; 8/4/2034; Ind;1;HW
11; 2/12/2036; Ind;1;HW
11; 16/5/2037; Ind;1;HW
11; 27/8/2037; Ind;1;HW
11; 26/12/2037; Ind;1;HW
11; 20/6/2038; Ind;1;NI
11; 10/3/2040; Ind;1;NI
11; 16/4/2040; Ind;1;HW
11; 10/10/2040; Ind;1;HW
12; 28/9/2017; DCC NL;4;HW
12; 28/11/2025; DCC NL;3;FH
12; 16/8/2031; Ind;1;HW
12; 28/8/2031; DCC NL;2;FH
12; 13/9/2033; Ind;1;HW
12; 17/4/2035; Ind;1;NI
12; 27/12/2035; Ind;1;HW
12; 8/2/2037; DCC NL;2;NI
12; 29/3/2037; Ind;1;HW
12; 27/5/2037; Ind;1;NI
12; 3/8/2037; Ind;1;HW
