numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 8/8/2021; DCC NL;2;HW
1; 27/11/2030; DCC NL;1;FH
1; 27/1/2031; Ind;1;HW
1; 26/4/2039; DCC NL;1;FH
1; 25/11/2039; Ind;1;HW
2; 29/7/2026; DCC NL;4;FH
2; 29/3/2031; DCC NL;3;FH
2; 29/5/2031; DCC NL;2;HW
2; 2/7/2036; DCC L;4;NI
2; 26/10/2040; Ind;1;NI
3; 30/12/2021; Ind;1;NI
3; 27/2/2028; DCC L;8;HW
3; 25/1/2037; Ind;1;HW
3; 26/10/2037; DCC NL;1;SW
3; 24/2/2039; Ind;1;HW
4; 28/9/2027; DCC NL;1;FH
4; 26/2/2032; Ind;1;HW
4; 25/1/2037; Ind;1;HW
4; 26/8/2038; Ind;1;HW
4; 25/11/2039; Ind;1;HW
4; 26/6/2040; Ind;1;NI
4; 25/9/2040; Ind;1;HW
5; 30/1/2026; DCC L;12;FH
5; 26/9/2033; Ind;1;HW
5; 26/1/2034; DCC NL;2;NI
5; 25/1/2037; Ind;1;HW
5; 26/6/2037; Ind;1;HW
5; 26/7/2039; Ind;1;HW
5; 24/2/2040; DCC NL;2;FH
6; 8/11/2028; DCC L;4;HW
6; 23/4/2030; DCC NL;3;HW
6; 28/7/2030; DCC NL;2;NI
7; 30/4/2021; DCC NL;1;FH
7; 25/2/2035; Ind;1;HW
8; 27/12/2034; DCC NL;2;HW
8; 9/9/2039; DCC L;12;SW
9; 29/1/2024; Ind;1;NI
9; 28/5/2036; DCC NL;2;FH
9; 26/11/2036; Ind;1;HW
9; 26/4/2038; Ind;1;HW
9; 26/10/2038; Ind;1;HW
10; 30/3/2028; DCC NL;3;HW
10; 28/7/2030; Ind;1;NI
10; 25/11/2037; Ind;1;HW
10; 27/5/2039; DCC NL;1;FH
10; 25/1/2040; Ind;1;HW
10; 26/8/2040; Ind;1;HW
11; 30/11/2019; DCC NL;2;HW
11; 26/3/2031; DCC L;5;HW
11; 28/3/2036; Ind;1;HW
11; 27/5/2037; DCC NL;3;NI
11; 26/6/2039; Ind;1;NI
11; 27/5/2040; Ind;1;HW
12; 29/8/2026; DCC L;4;SW
12; 10/5/2031; DCC NL;2;HW
12; 12/10/2035; DCC NL;3;HW
12; 26/12/2037; Ind;1;HW
12; 27/5/2038; Ind;1;HW
12; 24/2/2040; Ind;1;HW
13; 29/4/2028; DCC NL;2;SW
13; 27/9/2030; Ind;1;HW
13; 27/3/2038; Ind;1;HW
13; 26/6/2040; Ind;1;HW
14; 27/11/2029; Ind;1;HW
14; 27/8/2034; DCC NL;4;FH
14; 26/8/2039; Ind;1;HW
14; 26/7/2040; Ind;1;HW
15; 1/1/2017; DCC NL;5;HW
