numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 29/1/2024; DCC NL;4;NI
1; 21/6/2033; Ind;1;NI
1; 26/11/2035; Ind;1;HW
2; 30/9/2017; DCC NL;2;FH
2; 26/9/2034; DCC NL;3;SW
2; 11/8/2038; DCC NL;6;HW
2; 26/8/2038; DCC NL;2;NI
3; 30/12/2023; DCC NL;4;HW
3; 25/9/2037; Ind;1;HW
3; 25/1/2039; DCC NL;4;FH
3; 25/1/2039; Ind;1;HW
4; 29/12/2028; DCC NL;3;NI
4; 28/10/2030; DCC NL;2;FH
4; 28/6/2032; DCC NL;4;SW
4; 28/5/2033; Ind;1;HW
4; 27/6/2036; DCC NL;1;FH
4; 27/8/2036; Ind;1;HW
5; 28/6/2031; DCC NL;2;FH
5; 26/12/2037; Ind;1;NI
5; 26/8/2038; Ind;1;NI
5; 26/8/2040; DCC NL;5;SW
6; 28/8/2032; DCC NL;6;SW
6; 27/10/2033; DCC NL;2;FH
6; 27/6/2036; DCC NL;2;NI
6; 25/11/2037; Ind;1;NI
7; 1/6/2017; Ind;1;NI
7; 1/4/2019; DCC NL;3;SW
7; 29/9/2023; DCC NL;3;FH
7; 29/11/2023; DCC NL;2;HW
7; 29/10/2027; DCC NL;2;NI
7; 27/1/2030; DCC NL;3;SW
7; 27/8/2036; Ind;1;NI
7; 26/4/2038; Ind;1;HW
7; 26/10/2040; Ind;1;NI
8; 29/9/2023; DCC NL;3;FH
8; 30/3/2026; DCC NL;2;SW
8; 27/10/2033; Ind;1;NI
8; 25/1/2037; DCC NL;4;NI
9; 17/6/2031; DCC NL;2;NI
9; 27/8/2034; DCC NL;2;NI
10; 30/5/2028; DCC L;5;HW
10; 18/11/2035; DCC L;5;HW
10; 27/3/2040; DCC L;4;FH
11; 30/3/2027; DCC NL;4;NI
11; 25/1/2038; Ind;1;HW
11; 26/7/2038; Ind;1;NI
11; 26/7/2040; Ind;1;NI
12; 28/9/2027; DCC NL;2;NI
12; 27/4/2036; Ind;1;HW
12; 26/10/2037; Ind;1;HW
13; 27/6/2034; Ind;1;NI
14; 27/3/2039; Ind;1;HW
15; 20/4/2017; Ind;1;HW
15; 26/11/2034; Ind;1;NI
16; 4/7/2032; DCC NL;5;NI
16; 22/7/2032; DCC L;5;HW
16; 15/12/2032; DCC NL;3;HW
16; 29/9/2033; DCC L;12;SW
17; 26/10/2025; DCC L;12;SW
17; 30/3/2028; DCC NL;1;SW
17; 26/6/2037; Ind;1;HW
17; 25/9/2037; DCC NL;3;SW
17; 26/12/2037; DCC L;5;FH
17; 26/6/2039; Ind;1;NI
17; 26/8/2039; DCC NL;2;FH
18; 30/12/2021; DCC L;8;FH
