numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 1/9/2016; DCC L;5;FH
1; 30/10/2023; DCC NL;1;FH
1; 29/7/2028; DCC L;8;FH
1; 28/10/2032; DCC NL;1;FH
1; 26/6/2037; Ind;1;NI
1; 26/10/2038; Ind;1;HW
1; 26/12/2039; DCC NL;3;FH
2; 1/4/2019; DCC NL;4;FH
2; 30/7/2021; DCC NL;2;NI
3; 27/9/2029; DCC NL;3;SW
3; 25/11/2037; DCC L;5;FH
3; 26/4/2039; Ind;1;HW
4; 29/9/2023; DCC NL;3;FH
5; 30/1/2017; DCC NL;2;FH
5; 31/5/2023; DCC NL;3;FH
5; 26/8/2037; Ind;1;HW
5; 27/3/2039; DCC NL;2;FH
6; 1/5/2018; DCC NL;3;NI
6; 29/9/2023; DCC NL;1;FH
6; 29/8/2025; DCC NL;1;FH
6; 29/6/2026; Ind;1;HW
6; 28/10/2029; DCC NL;4;FH
6; 27/4/2036; Ind;1;NI
6; 26/7/2037; Ind;1;HW
6; 26/10/2039; Ind;1;NI
6; 25/9/2040; DCC L;4;NI
7; 30/3/2028; DCC NL;2;FH
7; 26/2/2030; DCC NL;2;FH
7; 30/11/2031; DCC NL;2;HW
8; 1/9/2016; DCC NL;4;HW
8; 29/7/2029; DCC NL;2;HW
8; 29/3/2032; Ind;1;HW
8; 25/2/2033; Ind;1;HW
8; 27/3/2037; Ind;1;NI
8; 26/4/2038; Ind;1;NI
9; 26/2/2032; DCC L;12;FH
9; 25/9/2038; DCC NL;2;HW
10; 29/4/2027; DCC NL;1;FH
10; 26/8/2038; Ind;1;NI
10; 23/8/2039; DCC L;5;HW
10; 25/1/2040; Ind;1;HW
11; 30/4/2021; DCC NL;1;FH
11; 28/3/2034; Ind;1;NI
11; 26/9/2034; Ind;1;NI
11; 26/11/2036; DCC NL;2;FH
11; 25/11/2039; Ind;1;NI
12; 29/9/2021; DCC NL;2;FH
12; 27/7/2033; DCC NL;1;SW
12; 26/7/2040; DCC NL;2;HW
13; 28/7/2031; Ind;1;HW
13; 26/12/2037; DCC NL;1;FH
13; 26/6/2039; Ind;1;NI
13; 26/10/2040; Ind;1;NI
14; 28/9/2027; DCC L;5;FH
14; 26/10/2037; Ind;1;HW
15; 30/8/2020; DCC NL;2;HW
15; 26/12/2039; Ind;1;HW
16; 28/9/2027; DCC NL;2;FH
16; 28/4/2029; DCC NL;1;FH
16; 26/9/2034; Ind;1;NI
16; 26/8/2037; DCC NL;4;FH
16; 26/6/2039; Ind;1;NI
16; 25/9/2040; DCC NL;5;FH
17; 31/7/2017; DCC L;5;FH
17; 31/7/2018; DCC NL;4;FH
17; 30/5/2027; DCC L;4;FH
18; 25/7/2017; Ind;1;NI
18; 29/1/2021; DCC NL;3;FH
18; 16/4/2031; Ind;1;NI
18; 27/7/2035; Ind;1;NI
19; 27/4/2034; Ind;1;NI
19; 26/1/2036; DCC L;5;HW
20; 29/8/2026; DCC NL;4;SW
20; 25/9/2039; Ind;1;NI
21; 1/11/2016; DCC NL;2;NI
21; 30/8/2024; DCC NL;1;FH
21; 24/2/2037; Ind;1;NI
21; 26/7/2037; DCC NL;1;FH
21; 27/3/2040; Ind;1;NI
22; 1/5/2018; DCC NL;2;FH
22; 27/9/2032; DCC NL;3;NI
22; 26/10/2037; Ind;1;HW
23; 28/2/2024; DCC L;5;FH
23; 27/6/2036; DCC NL;2;FH
23; 26/6/2038; Ind;1;HW
23; 25/11/2038; Ind;1;NI
23; 27/3/2039; DCC L;5;NI
23; 26/12/2039; DCC NL;1;FH
23; 25/9/2040; Ind;1;HW
24; 27/8/2033; DCC NL;1;FH
25; 30/1/2017; DCC NL;2;FH
25; 28/1/2025; DCC NL;2;FH
25; 28/4/2030; DCC NL;4;NI
25; 26/4/2038; Ind;1;NI
25; 25/9/2039; Ind;1;HW
26; 31/10/2020; DCC NL;2;NI
26; 29/9/2021; DCC NL;2;HW
26; 28/3/2034; Ind;1;NI
27; 1/7/2019; Ind;1;NI
27; 28/5/2035; Ind;1;HW
27; 26/10/2040; Ind;1;HW
28; 28/5/2034; Ind;1;NI
28; 27/5/2037; Ind;1;HW
28; 26/6/2040; Ind;1;NI
29; 26/8/2039; Ind;1;NI
