numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 29/11/2021; DCC NL;4;SW
1; 28/7/2032; DCC NL;4;SW
1; 26/11/2033; DCC NL;2;FH
1; 23/5/2035; Ind;1;HW
1; 13/6/2037; Ind;1;HW
1; 6/10/2037; Ind;1;HW
1; 20/11/2037; Ind;1;HW
1; 15/5/2038; Ind;1;HW
1; 11/7/2038; Ind;1;HW
1; 25/9/2039; DCC NL;2;HW
1; 28/10/2039; Ind;1;HW
1; 10/8/2040; Ind;1;HW
2; 31/8/2017; DCC NL;4;FH
2; 27/11/2032; Ind;1;HW
2; 12/11/2037; Ind;1;HW
2; 2/10/2038; Ind;1;HW
2; 27/12/2038; Ind;1;HW
2; 22/3/2039; Ind;1;NI
2; 13/5/2039; DCC NL;2;HW
2; 18/9/2039; Ind;1;NI
2; 27/5/2040; Ind;1;HW
2; 26/7/2040; Ind;1;HW
2; 30/7/2040; Ind;1;NI
2; 24/12/2040; Ind;1;HW
3; 14/3/2032; Ind;1;HW
3; 28/6/2032; DCC NL;1;FH
3; 27/5/2035; Ind;1;HW
3; 26/4/2038; Ind;1;HW
3; 27/5/2038; Ind;1;HW
3; 29/10/2038; Ind;1;HW
3; 3/1/2039; Ind;1;HW
3; 22/11/2039; Ind;1;HW
3; 10/2/2040; Ind;1;HW
3; 24/2/2040; Ind;1;HW
3; 24/2/2040; Ind;1;HW
3; 6/5/2040; Ind;1;HW
3; 14/6/2040; Ind;1;HW
3; 20/11/2040; Ind;1;HW
4; 3/3/2030; Ind;1;HW
4; 14/7/2033; Ind;1;HW
4; 7/5/2034; Ind;1;HW
4; 27/10/2036; DCC L;8;SW
4; 27/3/2037; DCC NL;3;FH
4; 17/12/2037; Ind;1;HW
4; 5/1/2039; Ind;1;HW
4; 22/2/2039; Ind;1;HW
4; 30/9/2039; Ind;1;HW
5; 29/5/2029; DCC L;5;HW
5; 28/4/2032; Ind;1;HW
5; 28/5/2033; Ind;1;HW
5; 27/7/2034; Ind;1;HW
5; 6/6/2036; Ind;1;HW
5; 9/1/2038; Ind;1;HW
5; 18/2/2038; DCC NL;2;HW
5; 17/10/2038; Ind;1;HW
5; 26/10/2038; Ind;1;HW
5; 26/12/2038; Ind;1;HW
5; 8/6/2040; Ind;1;HW
5; 11/9/2040; Ind;1;HW
6; 31/8/2018; DCC NL;1;FH
6; 31/3/2024; DCC NL;1;FH
6; 30/10/2024; DCC NL;1;FH
6; 28/10/2032; Ind;1;HW
6; 6/6/2036; Ind;1;HW
6; 15/9/2036; DCC NL;2;HW
6; 3/1/2038; Ind;1;NI
6; 4/5/2038; Ind;1;NI
6; 15/3/2039; Ind;1;HW
6; 19/7/2039; Ind;1;HW
6; 24/2/2040; Ind;1;HW
6; 16/5/2040; Ind;1;HW
6; 9/11/2040; Ind;1;HW
7; 30/9/2017; DCC NL;3;NI
7; 29/11/2021; DCC L;4;FH
7; 18/2/2032; Ind;1;HW
7; 28/5/2034; DCC NL;2;FH
7; 14/6/2034; Ind;1;HW
7; 27/6/2034; DCC NL;2;SW
7; 8/11/2035; Ind;1;HW
7; 16/2/2036; Ind;1;HW
7; 27/3/2037; DCC NL;2;HW
7; 8/8/2037; Ind;1;HW
7; 17/10/2038; Ind;1;HW
7; 26/10/2038; Ind;1;HW
7; 25/11/2038; DCC NL;4;FH
7; 27/5/2040; Ind;1;HW
8; 29/7/2026; DCC NL;1;FH
8; 29/12/2026; DCC L;5;HW
8; 7/6/2030; Ind;1;HW
8; 23/3/2036; Ind;1;HW
8; 7/2/2037; DCC L;5;HW
8; 5/12/2037; Ind;1;NI
8; 12/1/2038; DCC NL;2;HW
8; 22/4/2038; Ind;1;HW
8; 14/5/2038; Ind;1;HW
8; 16/1/2039; Ind;1;HW
8; 10/5/2039; Ind;1;HW
8; 13/9/2039; Ind;1;HW
8; 29/5/2040; Ind;1;HW
8; 17/7/2040; Ind;1;HW
8; 6/10/2040; Ind;1;HW
9; 30/5/2027; DCC NL;3;FH
9; 29/9/2032; Ind;1;HW
9; 4/10/2037; DCC NL;2;HW
9; 26/10/2037; Ind;1;HW
9; 26/4/2038; Ind;1;NI
9; 2/10/2038; Ind;1;HW
9; 5/11/2038; Ind;1;HW
9; 19/6/2039; Ind;1;HW
9; 26/10/2039; Ind;1;HW
9; 15/4/2040; Ind;1;HW
9; 9/12/2040; DCC NL;2;HW
10; 31/12/2019; DCC NL;2;FH
10; 31/10/2020; DCC NL;3;NI
10; 30/4/2023; DCC NL;4;NI
10; 29/7/2027; DCC NL;4;FH
10; 25/2/2035; DCC NL;2;FH
10; 26/8/2037; Ind;1;HW
10; 21/3/2038; Ind;1;NI
10; 26/4/2038; Ind;1;HW
10; 14/8/2038; Ind;1;HW
10; 28/9/2038; Ind;1;HW
10; 31/7/2039; Ind;1;HW
10; 26/10/2039; Ind;1;NI
10; 25/9/2040; Ind;1;HW
10; 1/12/2040; Ind;1;HW
11; 29/1/2021; DCC L;5;FH
11; 30/6/2021; DCC NL;2;FH
11; 28/11/2025; DCC NL;4;HW
11; 29/5/2031; DCC L;5;FH
11; 28/10/2032; DCC L;4;FH
11; 5/10/2034; Ind;1;HW
11; 2/4/2036; Ind;1;HW
11; 26/9/2036; Ind;1;HW
11; 27/3/2037; Ind;1;HW
11; 27/5/2038; Ind;1;HW
11; 13/10/2038; Ind;1;HW
11; 7/3/2039; Ind;1;HW
11; 11/5/2039; Ind;1;HW
11; 5/6/2039; Ind;1;HW
11; 14/1/2040; Ind;1;NI
11; 26/8/2040; DCC NL;1;FH
11; 1/9/2040; Ind;1;NI
12; 28/2/2021; DCC NL;7;FH
12; 30/6/2021; DCC NL;1;FH
12; 14/12/2031; Ind;1;HW
12; 25/1/2036; Ind;1;HW
12; 19/1/2037; Ind;1;HW
12; 28/2/2038; Ind;1;HW
12; 26/7/2038; Ind;1;HW
12; 5/10/2038; Ind;1;HW
12; 26/12/2038; Ind;1;HW
12; 2/2/2040; Ind;1;HW
12; 27/3/2040; Ind;1;HW
12; 4/8/2040; DCC NL;2;HW
12; 13/12/2040; Ind;1;HW
13; 30/1/2019; DCC L;5;FH
13; 17/2/2026; Ind;1;HW
13; 1/11/2030; Ind;1;HW
13; 13/3/2032; Ind;1;HW
13; 28/5/2032; Ind;1;HW
13; 28/8/2032; Ind;1;HW
13; 26/3/2034; Ind;1;HW
13; 28/3/2035; Ind;1;HW
13; 27/5/2037; Ind;1;HW
14; 11/11/2018; DCC L;8;NI
14; 29/10/2026; DCC L;5;HW
14; 23/1/2028; DCC L;5;HW
14; 21/8/2032; Ind;1;HW
14; 6/4/2033; Ind;1;HW
14; 21/1/2038; Ind;1;NI
14; 5/7/2038; Ind;1;HW
14; 1/10/2038; Ind;1;HW
14; 25/1/2039; Ind;1;HW
14; 8/4/2039; Ind;1;HW
14; 9/9/2040; Ind;1;HW
14; 23/9/2040; Ind;1;HW
14; 26/10/2040; DCC NL;3;FH
15; 23/10/2034; Ind;1;HW
15; 18/8/2035; Ind;1;HW
15; 18/7/2036; Ind;1;HW
15; 26/12/2036; Ind;1;HW
15; 17/5/2037; Ind;1;HW
15; 26/8/2037; DCC NL;3;FH
15; 21/10/2037; Ind;1;NI
15; 12/8/2038; Ind;1;HW
15; 13/9/2038; Ind;1;HW
15; 8/8/2039; Ind;1;HW
15; 8/4/2040; Ind;1;HW
15; 1/9/2040; Ind;1;HW
16; 23/3/2026; DCC L;8;SW
16; 8/10/2032; Ind;1;HW
16; 20/3/2033; Ind;1;HW
16; 9/10/2033; Ind;1;HW
16; 14/11/2033; Ind;1;HW
16; 27/12/2034; DCC NL;3;FH
16; 25/2/2036; Ind;1;HW
16; 22/4/2036; Ind;1;HW
16; 27/8/2036; Ind;1;HW
16; 26/4/2037; Ind;1;HW
16; 13/6/2039; Ind;1;HW
16; 24/11/2039; Ind;1;HW
16; 27/3/2040; Ind;1;HW
16; 30/5/2040; Ind;1;HW
16; 26/6/2040; Ind;1;HW
16; 17/8/2040; Ind;1;HW
17; 10/7/2019; DCC NL;6;HW
17; 29/3/2030; DCC NL;4;NI
17; 5/4/2034; Ind;1;HW
17; 1/10/2034; Ind;1;HW
17; 27/12/2035; Ind;1;HW
17; 13/5/2037; Ind;1;HW
17; 3/6/2037; Ind;1;HW
17; 3/10/2037; Ind;1;HW
17; 14/6/2038; Ind;1;HW
