numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 1/3/2017; DCC NL;2;FH
1; 1/3/2018; DCC NL;2;FH
1; 26/12/2024; DCC NL;2;HW
1; 21/3/2031; DCC L;12;SW
1; 26/11/2035; Ind;1;HW
1; 26/6/2037; DCC NL;2;HW
1; 27/3/2040; DCC NL;1;FH
1; 25/9/2040; Ind;1;HW
2; 30/11/2018; DCC NL;2;FH
2; 1/7/2019; DCC NL;2;FH
2; 28/1/2026; DCC NL;1;FH
2; 29/10/2026; DCC L;5;FH
2; 27/7/2034; DCC NL;2;NI
2; 27/8/2036; DCC NL;2;FH
2; 26/6/2037; DCC NL;3;HW
3; 9/12/2021; DCC L;5;HW
3; 20/10/2034; DCC L;5;HW
3; 27/4/2036; Ind;1;HW
3; 27/12/2036; Ind;1;NI
3; 25/1/2039; DCC NL;2;HW
4; 26/11/2035; DCC NL;2;FH
4; 26/9/2036; DCC NL;2;HW
5; 27/12/2033; Ind;1;NI
5; 26/8/2040; Ind;1;HW
6; 28/7/2029; DCC NL;2;FH
6; 27/7/2034; DCC L;12;FH
6; 27/6/2036; Ind;1;HW
6; 27/3/2038; Ind;1;HW
6; 26/12/2038; Ind;1;HW
6; 25/9/2039; DCC NL;1;FH
6; 26/12/2039; Ind;1;HW
7; 30/9/2020; DCC NL;2;NI
7; 19/10/2031; DCC NL;2;HW
7; 28/12/2031; DCC NL;5;FH
7; 27/5/2038; Ind;1;HW
7; 25/9/2040; DCC NL;2;FH
7; 10/12/2040; Ind;1;HW
8; 1/6/2019; DCC L;4;FH
8; 30/6/2021; Ind;1;HW
8; 27/1/2029; DCC NL;2;FH
8; 27/10/2033; Ind;1;HW
8; 26/1/2036; DCC NL;4;FH
8; 11/5/2038; DCC NL;2;HW
8; 26/12/2039; Ind;1;HW
8; 27/5/2040; Ind;1;HW
9; 30/6/2023; DCC NL;3;NI
9; 3/7/2024; DCC NL;4;HW
9; 26/2/2029; DCC NL;1;FH
9; 27/5/2037; Ind;1;NI
9; 26/7/2038; Ind;1;HW
9; 26/12/2039; Ind;1;NI
10; 1/1/2017; DCC NL;2;FH
10; 31/7/2019; DCC NL;1;FH
