numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 30/10/2024; DCC L;4;FH
1; 31/5/2029; Ind;1;HW
1; 6/8/2031; Ind;1;HW
1; 1/2/2033; Ind;1;HW
1; 1/7/2036; Ind;1;HW
1; 1/12/2036; Ind;1;HW
1; 24/4/2037; Ind;1;HW
1; 15/10/2037; Ind;1;NI
1; 31/1/2038; DCC NL;2;HW
1; 17/7/2038; Ind;1;NI
1; 22/5/2039; Ind;1;HW
1; 31/10/2039; Ind;1;HW
1; 16/2/2040; Ind;1;HW
1; 12/4/2040; Ind;1;HW
1; 3/5/2040; Ind;1;HW
1; 17/7/2040; Ind;1;NI
1; 26/7/2040; Ind;1;HW
2; 31/8/2017; DCC NL;2;NI
2; 26/12/2018; DCC L;12;SW
2; 7/4/2035; Ind;1;HW
2; 28/3/2036; Ind;1;NI
2; 28/8/2036; Ind;1;HW
2; 29/10/2036; Ind;1;NI
2; 18/1/2039; Ind;1;NI
2; 28/9/2039; Ind;1;HW
2; 29/3/2040; Ind;1;HW
2; 26/10/2040; Ind;1;NI
3; 29/6/2027; DCC NL;2;HW
3; 9/6/2034; Ind;1;NI
3; 12/10/2034; Ind;1;HW
3; 30/4/2036; Ind;1;HW
3; 26/6/2036; Ind;1;NI
3; 26/11/2036; DCC NL;2;HW
3; 26/8/2037; Ind;1;NI
3; 26/4/2038; Ind;1;NI
3; 23/9/2038; Ind;1;NI
3; 25/9/2038; Ind;1;HW
3; 21/12/2038; Ind;1;NI
3; 24/2/2039; Ind;1;NI
3; 22/9/2039; Ind;1;HW
3; 11/10/2039; Ind;1;HW
3; 26/10/2040; Ind;1;HW
4; 4/4/2024; Ind;1;HW
4; 30/12/2024; DCC NL;3;FH
4; 30/4/2032; Ind;1;HW
4; 16/1/2036; Ind;1;HW
4; 25/9/2037; Ind;1;HW
4; 22/10/2037; Ind;1;HW
4; 26/7/2039; DCC NL;3;HW
4; 8/10/2039; Ind;1;NI
4; 15/11/2039; Ind;1;HW
4; 30/12/2039; Ind;1;HW
4; 21/5/2040; Ind;1;HW
4; 13/9/2040; Ind;1;NI
4; 5/10/2040; Ind;1;HW
5; 27/9/2029; Ind;1;HW
5; 7/5/2036; Ind;1;NI
5; 20/3/2037; Ind;1;HW
5; 26/8/2037; Ind;1;HW
5; 27/3/2038; Ind;1;HW
5; 11/12/2038; Ind;1;HW
5; 31/3/2039; Ind;1;NI
5; 1/5/2039; Ind;1;NI
5; 14/10/2039; Ind;1;NI
5; 11/4/2040; Ind;1;HW
5; 28/5/2040; Ind;1;HW
5; 19/7/2040; Ind;1;NI
6; 16/2/2016; DCC L;12;NI
6; 30/1/2019; DCC NL;3;NI
6; 28/7/2033; Ind;1;NI
6; 26/12/2033; Ind;1;HW
6; 29/1/2035; Ind;1;HW
6; 16/8/2035; Ind;1;NI
6; 30/8/2035; Ind;1;HW
6; 9/10/2035; Ind;1;HW
6; 9/12/2036; Ind;1;NI
6; 18/6/2037; Ind;1;NI
6; 27/3/2039; DCC NL;3;FH
6; 15/5/2039; Ind;1;HW
6; 19/6/2039; Ind;1;HW
6; 26/10/2039; Ind;1;HW
6; 2/5/2040; Ind;1;NI
7; 29/7/2026; DCC NL;4;HW
7; 23/6/2029; Ind;1;HW
7; 30/9/2033; DCC NL;4;HW
7; 1/2/2034; Ind;1;NI
7; 10/3/2035; Ind;1;HW
7; 10/5/2035; Ind;1;HW
7; 4/7/2035; Ind;1;HW
7; 7/2/2037; Ind;1;NI
7; 5/5/2037; Ind;1;HW
7; 15/6/2037; Ind;1;HW
7; 17/7/2037; Ind;1;HW
7; 24/10/2037; Ind;1;HW
7; 11/8/2038; Ind;1;NI
7; 15/4/2039; Ind;1;HW
7; 3/9/2039; Ind;1;HW
8; 29/3/2030; Ind;1;NI
8; 27/4/2033; Ind;1;HW
8; 6/3/2036; Ind;1;HW
8; 26/11/2036; DCC NL;4;HW
8; 12/12/2036; Ind;1;HW
8; 26/8/2039; Ind;1;HW
8; 5/11/2039; Ind;1;HW
8; 10/12/2039; Ind;1;HW
8; 12/4/2040; DCC NL;2;HW
8; 14/6/2040; Ind;1;HW
8; 26/6/2040; Ind;1;HW
8; 25/8/2040; Ind;1;HW
8; 11/10/2040; Ind;1;HW
9; 29/8/2028; DCC NL;5;SW
9; 25/9/2033; Ind;1;HW
9; 29/3/2035; Ind;1;HW
9; 21/10/2035; DCC L;8;NI
9; 27/12/2035; DCC L;8;FH
9; 25/2/2036; Ind;1;HW
