numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 16/6/2017; DCC L;5;HW
1; 8/9/2034; Ind;1;HW
1; 28/8/2035; Ind;1;NI
1; 27/4/2036; Ind;1;HW
1; 24/3/2037; Ind;1;NI
1; 26/4/2037; DCC NL;3;FH
1; 15/11/2037; Ind;1;HW
1; 9/6/2038; Ind;1;HW
1; 10/7/2038; Ind;1;HW
1; 30/1/2040; Ind;1;NI
1; 21/3/2040; Ind;1;HW
2; 1/6/2017; DCC NL;1;FH
2; 29/7/2028; DCC NL;3;FH
2; 27/3/2032; Ind;1;HW
2; 6/9/2033; Ind;1;NI
2; 26/11/2036; Ind;1;NI
2; 12/12/2036; Ind;1;HW
2; 24/2/2037; DCC NL;2;HW
2; 17/7/2038; Ind;1;HW
2; 26/12/2038; Ind;1;NI
2; 27/3/2039; Ind;1;HW
2; 28/3/2039; Ind;1;NI
2; 27/4/2039; Ind;1;NI
2; 4/8/2039; Ind;1;NI
2; 25/9/2039; Ind;1;HW
2; 20/6/2040; Ind;1;HW
3; 4/10/2020; DCC NL;3;NI
3; 29/4/2025; Ind;1;NI
3; 26/2/2031; DCC L;12;FH
3; 16/1/2032; Ind;1;HW
3; 26/1/2033; DCC L;4;FH
3; 26/1/2035; DCC NL;2;NI
3; 9/3/2036; Ind;1;HW
3; 8/4/2037; Ind;1;NI
3; 27/5/2038; Ind;1;NI
3; 23/9/2038; Ind;1;NI
3; 9/12/2038; Ind;1;HW
3; 7/1/2039; Ind;1;HW
3; 24/2/2039; Ind;1;HW
3; 17/2/2040; Ind;1;NI
3; 6/3/2040; Ind;1;HW
3; 27/3/2040; Ind;1;HW
3; 17/5/2040; Ind;1;HW
3; 20/7/2040; Ind;1;HW
4; 8/2/2027; Ind;1;HW
4; 28/12/2029; DCC NL;3;NI
4; 7/7/2033; Ind;1;HW
4; 27/10/2034; DCC NL;2;FH
4; 20/6/2035; DCC NL;2;NI
4; 29/8/2035; Ind;1;HW
4; 1/8/2036; Ind;1;HW
4; 7/8/2037; Ind;1;NI
4; 27/5/2038; Ind;1;NI
4; 13/8/2038; Ind;1;HW
4; 25/11/2038; Ind;1;NI
4; 26/12/2039; Ind;1;NI
4; 28/3/2040; Ind;1;HW
4; 30/11/2040; Ind;1;HW
5; 29/11/2022; DCC NL;1;FH
5; 29/8/2030; Ind;1;HW
5; 15/5/2034; Ind;1;HW
5; 13/1/2036; Ind;1;NI
5; 27/6/2036; Ind;1;HW
5; 17/6/2037; Ind;1;NI
5; 30/7/2037; Ind;1;HW
5; 2/12/2037; Ind;1;HW
5; 26/10/2038; DCC NL;2;NI
5; 24/7/2039; Ind;1;HW
5; 26/7/2039; Ind;1;HW
5; 8/9/2039; Ind;1;HW
6; 28/11/2026; DCC NL;1;FH
6; 7/11/2029; Ind;1;HW
6; 26/2/2031; DCC NL;1;FH
6; 27/12/2035; Ind;1;NI
6; 21/2/2036; Ind;1;HW
6; 26/11/2036; Ind;1;HW
6; 25/1/2037; DCC NL;4;HW
6; 28/3/2037; Ind;1;NI
6; 21/5/2038; Ind;1;HW
6; 22/12/2038; Ind;1;HW
6; 16/1/2039; Ind;1;HW
6; 23/3/2039; Ind;1;HW
6; 23/5/2039; Ind;1;HW
6; 23/3/2040; Ind;1;HW
6; 28/4/2040; Ind;1;HW
6; 17/5/2040; Ind;1;NI
7; 28/9/2027; DCC L;5;FH
7; 9/2/2034; Ind;1;NI
7; 22/7/2034; Ind;1;HW
7; 1/8/2034; Ind;1;NI
7; 2/12/2034; Ind;1;HW
7; 26/1/2036; Ind;1;HW
7; 11/1/2038; Ind;1;HW
7; 19/8/2038; Ind;1;HW
7; 27/3/2039; DCC L;4;FH
7; 1/7/2040; Ind;1;HW
8; 1/7/2018; DCC NL;2;NI
8; 30/4/2021; DCC L;12;FH
8; 11/12/2030; Ind;1;HW
8; 25/11/2031; DCC NL;5;NI
8; 24/11/2032; Ind;1;NI
8; 8/2/2033; Ind;1;NI
8; 19/5/2034; Ind;1;HW
8; 11/8/2035; Ind;1;HW
8; 12/9/2035; Ind;1;HW
8; 15/10/2035; Ind;1;NI
8; 25/2/2036; Ind;1;HW
8; 5/11/2036; Ind;1;HW
8; 19/7/2037; Ind;1;HW
8; 26/8/2038; Ind;1;HW
8; 14/10/2038; Ind;1;HW
8; 25/1/2039; Ind;1;HW
8; 29/10/2039; Ind;1;HW
9; 2/2/2030; Ind;1;HW
9; 16/1/2032; Ind;1;HW
9; 22/5/2032; Ind;1;NI
9; 20/4/2034; Ind;1;HW
9; 9/4/2037; Ind;1;NI
9; 26/10/2037; DCC NL;2;FH
9; 17/3/2038; Ind;1;HW
9; 26/7/2038; Ind;1;HW
9; 28/8/2038; Ind;1;HW
9; 29/12/2038; Ind;1;HW
9; 9/3/2040; Ind;1;HW
9; 4/5/2040; Ind;1;HW
9; 27/5/2040; Ind;1;HW
9; 27/6/2040; Ind;1;HW
9; 17/10/2040; Ind;1;NI
10; 23/11/2032; Ind;1;HW
10; 25/9/2035; Ind;1;NI
10; 26/11/2036; Ind;1;HW
10; 24/4/2037; Ind;1;NI
10; 28/9/2037; Ind;1;HW
10; 26/10/2038; Ind;1;NI
10; 30/11/2038; Ind;1;HW
10; 16/1/2039; Ind;1;HW
10; 27/5/2039; Ind;1;HW
10; 21/8/2039; Ind;1;HW
10; 16/1/2040; Ind;1;HW
10; 30/10/2040; Ind;1;NI
11; 2/3/2028; Ind;1;NI
11; 12/5/2028; Ind;1;NI
11; 26/1/2033; Ind;1;HW
11; 19/9/2034; Ind;1;HW
11; 27/12/2034; DCC NL;2;HW
11; 14/2/2036; Ind;1;HW
11; 26/9/2036; DCC NL;1;FH
11; 20/10/2036; DCC NL;2;HW
11; 2/6/2037; Ind;1;HW
11; 8/2/2038; Ind;1;HW
11; 29/7/2038; Ind;1;HW
11; 23/11/2039; Ind;1;HW
11; 7/5/2040; Ind;1;NI
11; 20/9/2040; Ind;1;NI
12; 11/9/2033; Ind;1;HW
12; 27/12/2033; Ind;1;HW
12; 23/6/2035; Ind;1;HW
12; 26/9/2035; Ind;1;HW
12; 28/3/2036; Ind;1;HW
12; 27/8/2036; DCC NL;3;FH
12; 19/10/2036; Ind;1;HW
12; 24/1/2038; DCC NL;3;HW
12; 10/7/2038; Ind;1;HW
12; 25/11/2039; Ind;1;HW
12; 29/1/2040; Ind;1;NI
12; 14/2/2040; Ind;1;HW
12; 8/3/2040; Ind;1;HW
12; 14/8/2040; Ind;1;HW
12; 20/10/2040; Ind;1;HW
13; 1/5/2017; DCC NL;2;FH
13; 11/6/2031; Ind;1;HW
13; 28/4/2032; Ind;1;HW
13; 21/4/2034; Ind;1;HW
13; 27/6/2035; DCC NL;1;FH
13; 3/8/2035; Ind;1;HW
13; 21/12/2035; Ind;1;HW
13; 29/3/2036; Ind;1;HW
13; 15/6/2036; Ind;1;NI
13; 27/6/2038; Ind;1;NI
13; 27/10/2038; Ind;1;HW
13; 24/2/2040; Ind;1;HW
13; 27/2/2040; Ind;1;HW
13; 5/6/2040; DCC NL;2;HW
13; 24/11/2040; Ind;1;HW
14; 30/9/2017; DCC NL;2;FH
14; 7/10/2032; Ind;1;HW
14; 30/3/2034; Ind;1;HW
14; 5/12/2034; Ind;1;HW
14; 17/5/2035; Ind;1;HW
14; 8/7/2035; Ind;1;HW
14; 26/4/2037; Ind;1;NI
14; 12/4/2038; Ind;1;HW
14; 5/12/2038; Ind;1;HW
14; 9/4/2040; Ind;1;HW
14; 19/4/2040; Ind;1;NI
15; 31/12/2020; DCC NL;4;HW
15; 28/12/2029; DCC NL;3;FH
15; 28/6/2032; Ind;1;HW
15; 25/2/2033; Ind;1;NI
15; 3/2/2034; Ind;1;HW
15; 15/3/2036; Ind;1;NI
15; 27/4/2037; Ind;1;HW
15; 1/12/2037; Ind;1;NI
15; 24/3/2039; Ind;1;HW
15; 29/7/2039; Ind;1;HW
15; 27/8/2039; DCC NL;2;HW
15; 1/1/2040; Ind;1;NI
15; 13/2/2040; Ind;1;NI
15; 28/3/2040; Ind;1;HW
15; 27/6/2040; Ind;1;NI
16; 30/10/2023; DCC NL;2;HW
16; 18/5/2032; Ind;1;NI
16; 19/10/2035; Ind;1;HW
16; 27/12/2035; DCC NL;3;SW
16; 1/6/2037; Ind;1;NI
16; 26/10/2037; Ind;1;HW
16; 22/11/2037; Ind;1;NI
16; 24/6/2038; Ind;1;HW
16; 23/1/2039; Ind;1;HW
16; 24/2/2039; Ind;1;NI
16; 26/8/2039; Ind;1;HW
16; 23/2/2040; Ind;1;NI
16; 20/6/2040; Ind;1;NI
17; 30/7/2021; DCC NL;2;FH
17; 27/9/2029; Ind;1;HW
17; 24/7/2034; Ind;1;HW
17; 28/5/2036; Ind;1;HW
17; 30/9/2036; Ind;1;HW
17; 16/10/2036; Ind;1;HW
17; 27/12/2036; Ind;1;HW
17; 20/8/2037; Ind;1;HW
17; 14/1/2038; Ind;1;NI
17; 28/7/2038; Ind;1;HW
17; 4/9/2038; Ind;1;NI
17; 1/1/2039; Ind;1;NI
17; 22/3/2039; Ind;1;HW
17; 27/5/2039; Ind;1;HW
17; 30/11/2040; Ind;1;HW
18; 30/1/2017; Ind;1;HW
18; 7/9/2017; DCC NL;8;HW
18; 24/9/2033; Ind;1;NI
18; 2/11/2034; Ind;1;HW
18; 30/3/2036; Ind;1;HW
18; 31/7/2037; Ind;1;HW
18; 22/1/2038; Ind;1;HW
18; 6/4/2038; Ind;1;NI
18; 26/4/2038; DCC NL;2;FH
18; 26/6/2038; Ind;1;HW
18; 13/10/2039; Ind;1;NI
18; 21/11/2039; Ind;1;NI
18; 31/8/2040; Ind;1;NI
18; 17/12/2040; Ind;1;HW
19; 31/3/2032; Ind;1;NI
19; 28/5/2033; DCC NL;2;NI
19; 3/4/2034; Ind;1;HW
19; 14/2/2036; Ind;1;HW
19; 25/2/2036; Ind;1;HW
19; 20/5/2036; Ind;1;HW
19; 25/6/2037; Ind;1;HW
