numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 31/5/2021; DCC NL;3;FH
1; 2/3/2028; Ind;1;HW
1; 26/2/2030; DCC NL;1;SW
1; 26/11/2036; Ind;1;HW
1; 27/5/2037; Ind;1;HW
1; 26/4/2038; DCC NL;1;FH
1; 26/10/2038; Ind;1;NI
1; 27/5/2040; Ind;1;HW
2; 1/6/2020; DCC NL;2;NI
2; 29/3/2030; DCC NL;2;FH
2; 24/2/2039; Ind;1;HW
3; 26/7/2039; DCC NL;1;SW
4; 30/3/2026; DCC L;5;FH
4; 26/12/2038; Ind;1;HW
4; 26/10/2039; Ind;1;NI
5; 25/9/2038; Ind;1;HW
5; 26/12/2039; Ind;1;HW
6; 27/2/2026; DCC NL;6;FH
6; 29/7/2026; Ind;1;HW
6; 27/9/2030; Ind;1;HW
6; 27/7/2035; DCC NL;2;FH
6; 30/3/2036; DCC L;8;SW
6; 26/7/2037; Ind;1;HW
7; 31/10/2017; DCC NL;2;HW
7; 27/7/2035; DCC NL;2;HW
7; 25/1/2037; Ind;1;NI
7; 26/8/2037; DCC NL;4;HW
7; 26/6/2040; Ind;1;HW
8; 26/7/2037; DCC L;4;FH
9; 13/4/2028; DCC NL;4;HW
9; 28/6/2029; Ind;1;HW
9; 27/6/2036; Ind;1;HW
9; 27/12/2036; Ind;1;HW
9; 26/6/2039; Ind;1;HW
9; 27/3/2040; Ind;1;HW
10; 28/9/2026; DCC NL;2;FH
10; 29/4/2027; DCC L;4;FH
11; 1/8/2016; DCC NL;1;SW
11; 30/4/2021; DCC NL;3;FH
11; 25/2/2033; Ind;1;NI
11; 26/7/2038; Ind;1;HW
11; 26/4/2039; DCC NL;6;FH
11; 25/1/2040; DCC NL;2;HW
12; 1/6/2020; DCC L;5;FH
12; 25/2/2034; Ind;1;HW
12; 26/10/2039; Ind;1;HW
12; 26/7/2040; Ind;1;NI
12; 25/9/2040; Ind;1;HW
13; 1/1/2016; DCC NL;1;FH
13; 27/9/2031; Ind;1;HW
13; 30/6/2035; DCC NL;8;HW
13; 26/6/2040; Ind;1;HW
14; 29/12/2028; DCC NL;2;FH
14; 29/5/2029; DCC NL;3;FH
14; 26/9/2036; Ind;1;NI
14; 30/11/2036; DCC NL;2;HW
14; 26/10/2039; Ind;1;HW
15; 13/1/2025; DCC NL;3;HW
15; 28/5/2033; DCC NL;4;SW
15; 28/3/2035; Ind;1;HW
16; 29/5/2032; Ind;1;HW
16; 28/5/2034; DCC NL;2;HW
16; 26/7/2037; DCC NL;4;HW
16; 25/9/2040; Ind;1;HW
17; 29/4/2027; DCC NL;3;SW
17; 7/12/2031; Ind;1;HW
17; 25/2/2035; Ind;1;HW
17; 26/7/2037; Ind;1;HW
17; 26/12/2039; Ind;1;HW
18; 29/8/2026; DCC L;5;HW
18; 27/8/2034; DCC NL;4;HW
18; 26/11/2036; DCC NL;2;NI
18; 25/9/2037; Ind;1;HW
18; 27/5/2038; Ind;1;HW
18; 24/2/2040; Ind;1;HW
19; 28/2/2024; DCC NL;2;NI
19; 29/3/2031; Ind;1;HW
19; 26/11/2033; DCC NL;2;FH
19; 27/4/2036; Ind;1;NI
19; 27/12/2036; DCC NL;2;HW
20; 29/11/2021; DCC L;8;NI
20; 28/1/2025; DCC NL;3;HW
20; 28/10/2032; Ind;1;HW
20; 27/10/2033; Ind;1;HW
20; 26/4/2040; Ind;1;NI
21; 30/10/2021; DCC NL;5;SW
21; 30/12/2023; DCC NL;2;SW
21; 28/10/2032; Ind;1;HW
21; 27/4/2035; DCC NL;2;NI
21; 26/4/2037; Ind;1;HW
21; 7/8/2037; Ind;1;HW
21; 26/8/2038; Ind;1;HW
22; 26/9/2035; DCC NL;2;FH
22; 11/4/2037; DCC NL;4;NI
23; 3/1/2026; DCC L;4;NI
23; 28/6/2032; Ind;1;NI
23; 25/11/2038; Ind;1;NI
23; 26/10/2040; Ind;1;HW
24; 29/1/2024; DCC NL;2;FH
24; 28/5/2033; Ind;1;HW
24; 27/3/2038; Ind;1;HW
24; 26/7/2039; Ind;1;HW
25; 3/8/2017; DCC L;8;SW
25; 31/8/2020; DCC NL;3;FH
25; 30/12/2021; DCC NL;4;HW
25; 28/12/2032; DCC NL;2;HW
25; 26/4/2039; Ind;1;HW
25; 25/9/2040; Ind;1;HW
26; 29/12/2026; DCC L;8;NI
26; 25/1/2039; Ind;1;HW
26; 26/6/2040; DCC NL;8;HW
27; 27/10/2033; DCC NL;3;HW
27; 26/8/2038; Ind;1;HW
27; 26/7/2040; DCC NL;3;SW
28; 29/3/2030; DCC NL;2;NI
28; 27/8/2033; Ind;1;HW
28; 27/12/2034; DCC NL;2;NI
28; 25/1/2039; Ind;1;HW
28; 26/6/2040; Ind;1;HW
29; 10/5/2023; DCC L;12;SW
29; 27/1/2030; Ind;1;HW
29; 26/1/2035; Ind;1;HW
29; 27/7/2035; Ind;1;HW
29; 25/11/2037; DCC NL;2;HW
30; 12/4/2018; DCC L;8;SW
30; 31/3/2022; DCC NL;2;FH
30; 30/5/2025; Ind;1;NI
30; 28/9/2027; Ind;1;NI
30; 28/4/2030; Ind;1;HW
30; 26/7/2037; Ind;1;HW
30; 29/3/2040; DCC L;5;NI
31; 2/7/2016; DCC NL;2;FH
31; 26/11/2036; DCC NL;3;SW
31; 26/6/2040; Ind;1;HW
32; 30/1/2017; DCC NL;1;SW
32; 30/10/2024; DCC L;5;FH
32; 25/9/2038; DCC NL;2;NI
33; 31/3/2019; DCC NL;3;HW
33; 30/12/2021; DCC NL;4;NI
33; 31/3/2024; DCC NL;4;SW
33; 29/3/2031; DCC NL;3;FH
33; 26/10/2038; Ind;1;HW
34; 31/1/2016; DCC NL;1;SW
34; 2/5/2016; DCC L;8;NI
