numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 16/6/2026; Ind;1;HW
1; 29/10/2026; DCC NL;3;FH
1; 27/4/2034; Ind;1;NI
2; 30/12/2021; DCC NL;1;FH
2; 29/7/2027; DCC NL;4;NI
2; 28/11/2027; Ind;1;NI
2; 28/4/2032; DCC L;5;FH
2; 28/6/2032; DCC NL;3;HW
2; 28/3/2036; Ind;1;HW
2; 26/8/2038; Ind;1;HW
2; 26/8/2040; Ind;1;HW
3; 28/5/2033; Ind;1;HW
3; 27/8/2035; Ind;1;HW
3; 26/10/2037; Ind;1;NI
3; 26/10/2038; DCC NL;1;FH
4; 28/9/2028; DCC NL;1;FH
4; 28/12/2031; DCC NL;3;FH
4; 26/11/2035; Ind;1;HW
4; 27/3/2038; Ind;1;NI
4; 26/7/2040; Ind;1;HW
5; 2/3/2025; DCC L;8;NI
5; 29/4/2026; DCC NL;4;FH
5; 27/6/2033; DCC NL;2;FH
5; 27/3/2039; Ind;1;HW
5; 26/8/2039; DCC NL;2;SW
5; 26/10/2040; DCC NL;2;FH
6; 30/11/2020; DCC NL;2;FH
6; 30/4/2029; DCC L;8;NI
6; 28/12/2029; DCC NL;2;NI
6; 27/4/2035; DCC L;5;HW
6; 25/11/2037; Ind;1;HW
6; 26/4/2040; Ind;1;HW
7; 1/1/2017; DCC L;5;HW
7; 29/6/2026; DCC NL;4;FH
7; 25/3/2031; DCC L;8;SW
7; 28/10/2031; DCC NL;1;SW
7; 28/5/2035; Ind;1;HW
7; 25/2/2036; DCC NL;1;FH
7; 8/4/2037; DCC L;8;SW
7; 25/11/2039; Ind;1;HW
8; 1/6/2020; DCC NL;2;NI
8; 26/3/2021; DCC NL;5;HW
8; 25/11/2022; DCC L;12;SW
8; 30/8/2024; Ind;1;NI
9; 13/5/2019; DCC L;12;SW
9; 29/10/2028; DCC NL;1;FH
9; 28/3/2033; Ind;1;HW
9; 25/9/2037; Ind;1;NI
9; 26/6/2039; Ind;1;NI
10; 29/8/2026; Ind;1;HW
10; 26/1/2033; DCC NL;2;FH
10; 26/11/2035; Ind;1;HW
10; 26/6/2040; DCC NL;5;NI
11; 27/1/2024; Ind;1;HW
11; 28/1/2028; DCC L;5;FH
11; 28/12/2032; Ind;1;HW
11; 27/3/2039; Ind;1;NI
11; 25/11/2039; Ind;1;HW
12; 1/3/2018; DCC L;5;FH
12; 28/2/2022; DCC NL;3;FH
12; 28/11/2025; DCC NL;1;FH
12; 27/10/2036; Ind;1;HW
12; 26/12/2039; Ind;1;HW
13; 27/2/2027; DCC NL;1;FH
13; 27/7/2035; Ind;1;HW
13; 25/9/2037; Ind;1;HW
14; 31/3/2021; DCC NL;2;FH
14; 30/8/2023; DCC NL;1;FH
14; 28/5/2036; DCC NL;1;FH
14; 26/8/2037; Ind;1;HW
15; 1/3/2017; DCC L;4;FH
15; 30/10/2023; DCC NL;6;FH
15; 29/5/2030; Ind;1;HW
15; 27/1/2031; DCC NL;2;FH
15; 26/1/2036; Ind;1;HW
15; 27/3/2039; Ind;1;NI
16; 27/11/2029; DCC NL;3;HW
16; 29/4/2036; DCC NL;5;HW
16; 25/1/2037; DCC NL;1;FH
16; 25/9/2037; DCC NL;2;FH
16; 26/4/2039; Ind;1;NI
16; 26/4/2039; Ind;1;HW
17; 29/8/2025; DCC NL;2;FH
17; 25/1/2038; DCC L;5;HW
17; 26/10/2038; Ind;1;NI
17; 26/10/2040; Ind;1;NI
18; 28/1/2026; DCC NL;6;FH
18; 27/11/2029; Ind;1;NI
18; 26/11/2036; DCC NL;2;FH
18; 24/2/2037; Ind;1;HW
19; 29/11/2023; DCC NL;2;FH
19; 25/9/2038; Ind;1;HW
19; 18/11/2038; DCC NL;4;HW
20; 28/3/2033; Ind;1;HW
20; 26/12/2038; Ind;1;HW
21; 29/12/2025; DCC NL;3;NI
21; 27/10/2035; DCC NL;3;HW
21; 27/10/2036; DCC NL;2;NI
