numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 29/11/2021; DCC L;5;FH
1; 28/6/2030; DCC NL;1;FH
1; 7/9/2032; DCC NL;3;HW
1; 30/3/2034; Ind;1;HW
1; 20/9/2035; Ind;1;HW
1; 14/11/2035; Ind;1;NI
1; 26/2/2036; Ind;1;NI
1; 8/3/2036; Ind;1;NI
1; 26/4/2037; Ind;1;HW
1; 21/9/2037; Ind;1;NI
1; 23/9/2038; Ind;1;NI
1; 27/1/2039; Ind;1;NI
1; 10/5/2040; Ind;1;NI
2; 28/2/2023; DCC L;5;FH
2; 30/4/2023; Ind;1;HW
2; 28/1/2025; DCC L;5;FH
2; 28/4/2030; DCC NL;8;HW
2; 29/3/2032; DCC NL;3;SW
2; 12/9/2032; Ind;1;NI
2; 24/9/2033; Ind;1;NI
2; 20/2/2035; Ind;1;HW
2; 23/3/2037; Ind;1;HW
2; 5/2/2038; Ind;1;HW
2; 26/6/2038; Ind;1;HW
2; 6/8/2038; Ind;1;NI
2; 18/1/2039; Ind;1;HW
2; 2/3/2040; Ind;1;HW
2; 25/4/2040; Ind;1;HW
2; 17/8/2040; Ind;1;NI
3; 4/7/2018; DCC NL;2;HW
3; 30/11/2023; DCC L;12;SW
3; 12/11/2030; Ind;1;NI
3; 2/8/2033; Ind;1;HW
3; 30/4/2036; Ind;1;NI
3; 4/4/2037; Ind;1;HW
3; 25/11/2037; Ind;1;HW
3; 12/3/2038; DCC NL;2;NI
3; 15/7/2039; Ind;1;HW
3; 12/3/2040; Ind;1;NI
3; 24/3/2040; Ind;1;NI
3; 1/4/2040; Ind;1;HW
3; 9/4/2040; Ind;1;HW
4; 29/12/2028; Ind;1;NI
4; 26/2/2031; DCC L;5;FH
4; 30/12/2034; Ind;1;HW
4; 19/6/2035; Ind;1;HW
4; 26/8/2037; DCC NL;2;NI
4; 27/1/2038; Ind;1;NI
4; 9/1/2039; Ind;1;NI
4; 10/2/2039; Ind;1;HW
4; 7/3/2039; Ind;1;NI
4; 18/12/2039; Ind;1;HW
5; 30/11/2018; DCC NL;7;FH
5; 29/3/2030; DCC NL;3;FH
5; 27/8/2034; DCC NL;1;SW
5; 25/11/2034; Ind;1;HW
5; 19/10/2035; Ind;1;HW
5; 16/4/2036; Ind;1;NI
5; 12/6/2037; Ind;1;HW
5; 17/10/2037; Ind;1;HW
5; 14/11/2037; Ind;1;NI
5; 3/8/2038; Ind;1;HW
5; 25/9/2038; DCC NL;4;HW
5; 12/11/2038; Ind;1;HW
5; 26/8/2039; Ind;1;NI
5; 2/1/2040; Ind;1;HW
5; 8/1/2040; DCC L;12;SW
5; 2/5/2040; Ind;1;NI
6; 28/8/2032; Ind;1;HW
6; 4/8/2035; DCC NL;3;HW
6; 26/1/2036; DCC NL;1;SW
6; 31/10/2036; Ind;1;HW
6; 27/12/2036; DCC NL;1;FH
6; 15/2/2037; Ind;1;HW
6; 12/6/2037; Ind;1;NI
6; 27/3/2038; Ind;1;NI
6; 6/9/2038; Ind;1;NI
6; 27/4/2039; Ind;1;NI
6; 27/5/2039; Ind;1;HW
6; 24/11/2039; Ind;1;HW
6; 27/1/2040; Ind;1;NI
6; 24/11/2040; Ind;1;NI
7; 18/2/2016; DCC NL;2;HW
7; 30/12/2024; DCC NL;2;NI
7; 29/3/2031; Ind;1;NI
7; 27/11/2032; Ind;1;NI
7; 17/1/2035; Ind;1;HW
7; 25/6/2036; Ind;1;HW
7; 5/9/2036; Ind;1;HW
7; 30/1/2037; Ind;1;HW
7; 27/3/2039; Ind;1;NI
7; 17/3/2040; Ind;1;HW
7; 4/11/2040; Ind;1;HW
7; 8/12/2040; Ind;1;HW
8; 15/5/2031; Ind;1;HW
8; 27/10/2033; Ind;1;HW
8; 8/10/2034; Ind;1;HW
8; 1/2/2035; Ind;1;NI
8; 11/3/2037; Ind;1;HW
8; 13/7/2037; Ind;1;NI
8; 29/12/2037; Ind;1;HW
8; 12/1/2038; Ind;1;NI
8; 27/5/2038; DCC NL;2;FH
8; 29/7/2038; Ind;1;HW
8; 4/9/2038; Ind;1;NI
8; 2/10/2038; Ind;1;NI
8; 28/11/2038; Ind;1;HW
8; 11/2/2040; Ind;1;NI
8; 4/10/2040; DCC NL;2;HW
9; 2/5/2016; Ind;1;NI
9; 31/3/2022; DCC NL;2;FH
9; 25/9/2030; Ind;1;HW
9; 27/3/2035; Ind;1;HW
9; 2/8/2035; Ind;1;HW
9; 26/11/2035; DCC NL;2;SW
9; 16/2/2036; Ind;1;NI
9; 27/6/2036; DCC NL;4;NI
9; 11/8/2036; Ind;1;HW
9; 16/10/2036; Ind;1;HW
9; 26/1/2037; Ind;1;NI
9; 8/4/2037; Ind;1;HW
9; 16/11/2037; Ind;1;HW
9; 27/11/2037; DCC NL;4;HW
9; 16/12/2038; Ind;1;NI
9; 31/1/2039; Ind;1;NI
9; 11/6/2039; Ind;1;NI
9; 25/3/2040; Ind;1;HW
10; 11/4/2018; DCC NL;5;NI
10; 1/7/2019; DCC NL;1;SW
10; 31/5/2022; DCC NL;1;FH
10; 29/11/2023; Ind;1;HW
10; 3/8/2036; Ind;1;HW
10; 28/1/2037; Ind;1;HW
10; 23/8/2038; Ind;1;NI
10; 13/12/2038; Ind;1;NI
10; 30/3/2039; Ind;1;HW
10; 11/10/2039; Ind;1;NI
10; 25/9/2040; Ind;1;NI
11; 16/7/2025; DCC L;12;SW
11; 27/2/2028; Ind;1;HW
11; 23/2/2032; Ind;1;HW
11; 27/10/2033; DCC NL;2;NI
