numerochronique;datedefaillance;typedefaillance;nombreaputouchees;cause
1; 26/1/2033; Ind;1;HW
1; 27/7/2034; Ind;1;HW
1; 26/6/2037; Ind;1;HW
2; 1/9/2016; DCC L;5;FH
2; 28/7/2030; DCC NL;3;SW
2; 26/7/2038; Ind;1;HW
3; 1/11/2016; DCC NL;1;SW
3; 29/7/2025; Ind;1;NI
3; 28/4/2031; DCC NL;2;NI
3; 28/5/2034; DCC NL;4;SW
3; 25/11/2039; Ind;1;HW
3; 26/12/2039; DCC NL;2;FH
3; 26/10/2040; Ind;1;HW
4; 2/4/2016; DCC NL;2;FH
4; 26/11/2034; DCC NL;2;NI
4; 26/7/2037; Ind;1;NI
4; 26/8/2039; Ind;1;HW
5; 31/3/2023; DCC NL;3;NI
5; 27/6/2034; Ind;1;HW
5; 26/10/2038; DCC NL;2;HW
5; 27/5/2040; DCC NL;2;HW
6; 31/10/2017; DCC NL;3;SW
6; 27/8/2035; DCC NL;3;NI
6; 25/9/2038; Ind;1;HW
7; 30/3/2027; DCC NL;2;FH
7; 14/11/2033; DCC L;5;HW
8; 2/5/2034; DCC NL;2;NI
8; 26/1/2035; DCC L;4;FH
8; 13/2/2035; DCC L;5;HW
9; 20/3/2016; DCC NL;4;SW
9; 24/6/2019; DCC NL;2;HW
9; 30/5/2026; DCC NL;8;NI
9; 28/1/2028; DCC NL;1;SW
9; 18/3/2031; Ind;1;NI
9; 26/10/2040; Ind;1;HW
10; 30/6/2023; Ind;1;NI
10; 26/2/2031; Ind;1;HW
10; 27/9/2031; Ind;1;NI
10; 27/7/2036; Ind;1;HW
10; 26/4/2038; Ind;1;HW
10; 29/11/2040; DCC L;12;SW
11; 1/11/2016; DCC L;8;FH
11; 26/4/2039; Ind;1;NI
12; 28/8/2032; DCC NL;2;SW
12; 27/5/2038; Ind;1;HW
12; 26/12/2039; Ind;1;HW
12; 26/10/2040; Ind;1;HW
13; 21/5/2018; DCC NL;3;HW
13; 29/5/2032; DCC NL;5;SW
13; 27/3/2040; Ind;1;HW
14; 31/5/2022; DCC NL;4;HW
14; 27/3/2038; Ind;1;HW
15; 1/9/2016; DCC NL;5;NI
15; 30/7/2021; DCC NL;2;HW
15; 9/2/2027; DCC L;5;HW
15; 27/11/2031; DCC NL;2;FH
15; 27/7/2034; DCC NL;3;FH
15; 27/7/2036; Ind;1;HW
15; 26/4/2038; Ind;1;HW
15; 27/3/2039; DCC NL;2;FH
16; 27/1/2032; DCC L;8;SW
16; 28/5/2033; Ind;1;NI
16; 27/8/2034; Ind;1;HW
16; 15/2/2035; DCC L;5;HW
16; 26/7/2040; DCC NL;3;FH
16; 25/9/2040; Ind;1;HW
17; 1/11/2016; DCC NL;1;FH
17; 27/6/2033; DCC NL;2;HW
17; 25/9/2038; DCC L;4;FH
17; 26/7/2039; Ind;1;HW
18; 26/11/2034; DCC NL;1;SW
18; 27/4/2035; DCC NL;2;SW
19; 30/11/2018; DCC NL;3;NI
19; 27/2/2025; DCC NL;2;NI
19; 28/11/2028; DCC NL;2;SW
19; 27/1/2030; DCC L;4;FH
19; 27/11/2032; DCC NL;2;HW
19; 24/2/2038; DCC NL;2;HW
20; 29/4/2025; DCC NL;3;NI
20; 27/7/2033; DCC NL;3;SW
20; 26/10/2040; Ind;1;HW
21; 2/7/2016; DCC L;5;FH
21; 1/6/2018; DCC NL;4;SW
21; 28/5/2034; Ind;1;HW
21; 27/6/2035; Ind;1;HW
21; 24/2/2038; Ind;1;HW
21; 26/7/2039; DCC NL;1;SW
21; 26/7/2039; Ind;1;HW
21; 26/8/2040; DCC NL;2;HW
22; 9/12/2020; DCC NL;8;NI
22; 26/4/2037; Ind;1;HW
23; 29/11/2024; DCC NL;2;FH
23; 29/3/2030; DCC NL;1;SW
23; 26/1/2033; DCC NL;1;FH
23; 25/1/2040; DCC NL;2;HW
24; 17/10/2017; Ind;1;HW
24; 30/9/2018; DCC NL;3;FH
24; 30/7/2022; DCC NL;4;FH
24; 28/7/2032; Ind;1;NI
24; 26/9/2036; Ind;1;HW
25; 18/9/2016; DCC NL;4;NI
25; 28/9/2028; Ind;1;HW
25; 28/6/2032; Ind;1;NI
25; 26/10/2039; DCC NL;3;FH
26; 1/7/2017; DCC L;4;FH
26; 28/1/2028; Ind;1;NI
26; 27/10/2034; Ind;1;HW
26; 27/10/2036; Ind;1;NI
26; 25/9/2037; Ind;1;HW
26; 24/2/2039; DCC NL;3;NI
27; 31/5/2023; DCC L;5;FH
27; 28/6/2032; Ind;1;NI
27; 26/9/2033; Ind;1;NI
27; 13/4/2034; DCC L;12;SW
27; 28/5/2035; DCC L;4;FH
27; 26/6/2039; DCC NL;1;FH
28; 27/9/2032; DCC NL;1;SW
28; 28/12/2032; DCC L;4;NI
28; 26/9/2034; Ind;1;NI
28; 24/2/2037; Ind;1;HW
28; 26/7/2039; Ind;1;HW
29; 1/4/2019; DCC L;8;SW
29; 31/7/2020; DCC NL;1;FH
29; 28/8/2030; DCC NL;2;HW
29; 28/3/2033; DCC NL;1;FH
29; 25/2/2036; DCC NL;4;NI
29; 27/5/2037; DCC NL;2;HW
29; 26/10/2038; Ind;1;HW
30; 30/3/2027; Ind;1;HW
30; 27/1/2030; DCC L;5;FH
30; 28/7/2031; DCC NL;2;FH
30; 26/9/2036; DCC NL;2;FH
31; 29/1/2021; DCC NL;2;HW
31; 28/2/2024; DCC NL;2;SW
31; 28/4/2032; Ind;1;HW
31; 26/10/2037; DCC L;5;HW
31; 26/7/2040; Ind;1;HW
32; 22/6/2026; DCC NL;2;NI
32; 27/7/2036; DCC L;4;FH
32; 26/7/2037; Ind;1;HW
32; 27/3/2039; DCC NL;2;HW
32; 26/8/2040; Ind;1;HW
33; 30/6/2022; DCC L;5;FH
33; 27/11/2030; Ind;1;HW
33; 27/12/2033; DCC NL;2;NI
33; 27/7/2034; Ind;1;NI
33; 26/6/2038; DCC NL;2;HW
33; 25/9/2039; Ind;1;NI
34; 1/12/2019; DCC L;5;NI
34; 29/9/2021; DCC NL;1;FH
34; 30/6/2022; DCC NL;2;HW
34; 24/8/2024; Ind;1;NI
34; 29/7/2026; DCC L;4;FH
34; 6/1/2030; DCC L;8;SW
34; 27/6/2034; DCC NL;3;FH
34; 25/9/2039; DCC NL;2;FH
35; 28/11/2026; DCC NL;1;SW
35; 27/8/2035; Ind;1;HW
35; 26/6/2037; Ind;1;HW
35; 10/9/2038; DCC NL;2;HW
36; 30/4/2021; Ind;1;NI
36; 26/12/2039; DCC NL;2;HW
37; 10/8/2019; DCC NL;3;NI
37; 27/8/2023; DCC NL;4;NI
37; 28/5/2036; DCC NL;4;FH
37; 27/7/2036; Ind;1;HW
37; 27/5/2040; Ind;1;HW
38; 1/4/2019; DCC NL;3;NI
38; 29/7/2019; DCC L;12;SW
38; 27/5/2040; Ind;1;NI
39; 1/5/2019; Ind;1;HW
39; 28/10/2029; DCC NL;3;HW
39; 27/10/2035; Ind;1;HW
39; 26/11/2036; DCC NL;2;HW
39; 26/10/2039; DCC NL;2;NI
39; 24/2/2040; Ind;1;HW
40; 3/5/2016; Ind;1;HW
40; 28/9/2027; DCC NL;2;FH
40; 27/11/2031; DCC NL;4;SW
40; 26/11/2033; Ind;1;HW
40; 25/1/2037; Ind;1;HW
40; 26/8/2039; Ind;1;NI
40; 25/1/2040; Ind;1;HW
40; 26/4/2040; DCC NL;2;HW
41; 29/5/2030; DCC NL;1;FH
41; 27/10/2036; Ind;1;NI
41; 27/5/2040; DCC NL;4;HW
42; 1/8/2016; DCC NL;2;SW
42; 31/7/2020; DCC L;5;HW
42; 30/6/2021; DCC L;5;NI
42; 20/12/2022; DCC L;8;SW
